Gene = ENSDARG00000068130
index = 407
Annotated 5SS: [  54  453 1108]
Annotated 3SS: [ 289  904 1297]
SMsplice 5SS: [195 453]
SMsplice 3SS: [289 904]
Partition function (log Z): -7.486984449277487

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.39085857302807103
Position 453: 0.38007570848888717
Position 54: 0.3290099912492919
Position 25: 0.2530716701504361
Position 561: 0.08426731243264887
Position 1119: 0.025652554501600987
Position 1113: 0.02258549173494866
Position 1108: 0.022565872815266157
Position 1092: 0.011325356616410692
Position 507: 0.005295768587415974
Position 435: 0.004500672854644132
Position 1231: 0.0019443278091871579
Position 1041: 0.0014451835383504845
Position 993: 0.0010360043002411675
Position 574: 0.0009092525462205276
Position 535: 0.0007337762570697056
Position 69: 0.0005912367541205052
Position 806: 0.0005262406097480812
Position 515: 0.0004933078251042287
Position 19: 0.00039669388129880004
Position 75: 0.0003940828905657029
Position 672: 0.00038949190641851734
Position 290: 0.0002509865728747712
Position 483: 0.00021431553163989324
Position 209: 0.00020131663398769282
Position 491: 0.00014249360178974745
Position 42: 0.00013435132437857145
Position 641: 0.0001316927551958779
Position 551: 0.00012835094633395293
Position 156: 0.00011559306714496244
Position 167: 7.985280929507825e-05
Position 473: 7.90823786390141e-05
Position 318: 6.739545062948025e-05
Position 176: 6.040355802840496e-05
Position 554: 4.310509446353654e-05
Position 811: 3.9374857319894404e-05
Position 358: 3.741378246358438e-05
Position 662: 3.56044687180771e-05
Position 731: 3.5358694422761206e-05
Position 913: 3.483193956759099e-05
Position 113: 2.6767035158589107e-05
Position 215: 2.1540487664329895e-05
Position 58: 2.0626049152540252e-05
Position 613: 1.992415713264784e-05
Position 604: 1.399845928914805e-05
Position 1208: 1.297874093093887e-05
Position 1528: 1.2567524570316516e-05
Position 1354: 1.2263670902066896e-05
Position 793: 1.1891709074086566e-05
Position 235: 1.1153455647471081e-05
Position 143: 1.0971317613667133e-05
Position 179: 1.091116852365717e-05
Position 123: 1.0312690325808858e-05
Position 1021: 1.0031617256992445e-05
Position 905: 9.845419051323487e-06
Position 374: 9.646634554668434e-06
Position 1019: 8.544058959022412e-06
Position 1443: 7.396059259890877e-06
Position 715: 7.155423387018033e-06
Position 1362: 6.7016213818845284e-06
Position 824: 6.54976079680293e-06
Position 666: 5.52784296371407e-06
Position 1429: 5.365431150294635e-06
Position 267: 3.508761992522184e-06
