Gene = ENSDARG00000035632
index = 185
Annotated 5SS: [ 117  383 2400]
Annotated 3SS: [ 261 2286 2572]
SMsplice 5SS: [ 117 2400]
SMsplice 3SS: [2286 2572]
Partition function (log Z): -0.7203868722036592

Sorted 5' Splice Sites (High to Low Probability):
Position 117: 0.8653177290601749
Position 2400: 0.8314024074687351
Position 383: 0.27692421611816725
Position 2405: 0.1617876342052689
Position 310: 0.03763715261506341
Position 195: 0.020304170933150036
Position 426: 0.006567152497371177
Position 1715: 0.004018839741412939
Position 2392: 0.0030738305606546872
Position 2182: 0.002761401192625047
Position 358: 0.0015029549739794834
Position 477: 0.0012662392197292677
Position 235: 0.0009557706776409255
Position 1176: 0.0008099770336980336
Position 1117: 0.0007064603960632964
Position 1208: 0.0006240484076616644
Position 387: 0.0005908847556846578
Position 1026: 0.0005409344729589734
Position 484: 0.00036074766338385644
Position 2643: 0.0002952238039694332
Position 1048: 0.00022473629005489895
Position 151: 0.00019099188259086874
Position 1455: 0.00015892682192302678
Position 2677: 0.00014482761219259776
Position 1605: 0.0001399863065472612
Position 228: 0.0001362249081105061
Position 390: 0.00013070853645184895
Position 1768: 0.00012981537367017795
Position 332: 0.00012848015647614174
Position 940: 0.00011661386228647889
Position 1656: 0.0001091605055162513
Position 2171: 0.00010567677289226746
Position 782: 9.962467284251537e-05
Position 758: 8.427874067985371e-05
Position 1814: 7.846759223904783e-05
Position 182: 6.665624134523596e-05
Position 2706: 5.660438708130767e-05
Position 570: 5.581836045629738e-05
Position 944: 4.81851412674049e-05
Position 2204: 4.623557756323764e-05
Position 526: 4.2989531070648596e-05
Position 501: 4.194807668061011e-05
Position 2713: 3.9239649840677764e-05
Position 1067: 3.800155699713258e-05
Position 2682: 3.6468617348540734e-05
Position 446: 3.544294083603666e-05
Position 581: 3.308257907171359e-05
Position 948: 3.2758495418004655e-05
Position 1403: 3.257379939159032e-05
Position 2439: 3.2560730361310574e-05
Position 1093: 2.997290957251565e-05
Position 1962: 2.819197736029289e-05
Position 1267: 2.771729634464736e-05
Position 2092: 2.6994559230038463e-05
Position 2496: 2.51336691658147e-05
Position 1148: 2.293363364598586e-05
Position 1942: 2.2481028157922304e-05
Position 1373: 2.1776329511548448e-05
Position 608: 2.121866367219284e-05
