Gene = Ticrr
index = 1081
Annotated 5SS: [  807  5744  7703  9487 10800 15213 17250 18971 20813 21708 21874 22281
 22857 24066 25743 28121 29771 30808 31784 35627 35865]
Annotated 3SS: [ 5466  7463  9251 10669 15075 17030 18818 20711 21613 21793 22052 22759
 24007 25580 28029 29711 30675 31625 33504 35738 36457]
SMsplice 5SS: [  807  5744 10800 15213 17250 18971 20813 21708 21874 22281 22857 24066
 25743 28121 30808 31020 35865]
SMsplice 3SS: [ 5466 10669 15075 17030 18818 20711 21613 21793 22052 22759 24007 25580
 28029 30675 30894 35738 36457]
top_k =  100
Partition function (log Z): 5.86312269197078

Sorted 5' Splice Sites (High to Low Probability):
Position 30808: 1.0000000000000004
Position 21708: 0.9944363634454657
Position 5744: 0.9836596950285668
Position 22281: 0.9632401333573047
Position 21874: 0.9311044357166167
Position 15213: 0.8734398471734874
Position 22857: 0.8483691147068441
Position 28121: 0.8348556532092914
Position 25743: 0.8212222979356611
Position 31020: 0.7130196814126998
Position 18971: 0.711984824827589
Position 24066: 0.7057454436280282
Position 807: 0.6907536822140716
Position 17250: 0.6878735474372988
Position 31784: 0.5477021686973798
Position 10800: 0.5032653025504226
Position 20813: 0.5015931891472027
Position 20852: 0.3396737104474785
Position 812: 0.22251220765933058
Position 24129: 0.20414294475529043
Position 12328: 0.1981887139101739
Position 7703: 0.17480543155064707
Position 7670: 0.12823194693670764
Position 15267: 0.12646273116221254
Position 28669: 0.09779704182708636
Position 714: 0.07157929906650405
Position 32094: 0.0667982972363974
Position 2490: 0.052073946105333016
Position 7583: 0.04607728157113322
Position 9487: 0.04336430266685069
Position 22288: 0.026313537776038547
Position 23944: 0.02386041778724492
Position 3200: 0.01997877622081102
Position 2305: 0.018065117529609424
Position 25303: 0.017377436165375352
Position 5531: 0.016340304971432403
Position 15459: 0.016337306104096578
Position 4292: 0.015252231976723287
Position 671: 0.015028792171840817
Position 25405: 0.006355057602027434
Position 31087: 0.0059351428367417115
Position 4533: 0.005747522475948551
Position 535: 0.002609849541889176
Position 21887: 0.0019501916409894319
Position 21687: 0.001686852450776098
Position 21815: 0.0013860802078767924
Position 21986: 0.0011933243056810642
Position 329: 0.001166707768416792
Position 327: 0.0007254528408493616
Position 162: 0.000521177567264669
Position 457: 0.0004430512278838013
Position 509: 0.00040502181901803735
Position 287: 0.00018796976711433138
Position 84: 0.00017826560475901144
Position 21794: 0.0001567480401646431
Position 270: 0.00015273347915210103
Position 833: 6.66265935289911e-05
Position 70: 6.0769364266938574e-05
Position 726: 5.9392294722265435e-05
Position 127: 5.2576077249862404e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 30675: 1.0000000000000002
Position 15075: 0.9999025783356997
Position 21613: 0.9954561618989509
Position 21793: 0.9328584864565503
Position 5466: 0.8814997591751482
Position 24007: 0.8689409934185364
Position 22052: 0.8679891854807653
Position 20711: 0.8412668995946813
Position 22759: 0.8390243612117697
Position 28029: 0.8348556532092919
Position 25580: 0.8212222979356611
Position 17030: 0.6878735474372984
Position 18818: 0.6583889326421781
Position 31625: 0.6214840419090049
Position 36457: 0.5694111713287552
Position 30894: 0.5569518857073071
Position 10669: 0.5032653025504228
Position 7463: 0.31090111185596353
Position 12271: 0.1981887139101739
Position 5482: 0.11152834649453613
Position 36431: 0.1000194715582908
Position 28608: 0.07703639584992893
Position 30897: 0.0702641211274807
Position 32311: 0.05811957073395394
Position 32385: 0.05623855479289547
Position 33309: 0.05447499190261475
Position 18763: 0.05359589218541087
Position 31935: 0.050880899048564354
Position 30964: 0.04685754406427069
Position 22202: 0.04609276346735202
Position 35108: 0.04597263961856687
Position 9251: 0.04336430266685069
Position 2350: 0.041304014393852985
Position 30940: 0.03972641631142382
Position 7419: 0.03821354820252414
Position 22144: 0.03478021591143514
Position 24034: 0.02934329159974847
Position 33029: 0.027587425108945504
Position 23836: 0.025484199575888874
Position 25227: 0.023732493767402787
Position 28392: 0.020760645977157426
Position 22174: 0.019401771087369825
Position 34747: 0.01802845823106654
Position 15313: 0.016337306104096564
Position 3148: 0.011741912931929974
Position 30988: 0.010670332169406741
Position 22097: 0.0105111263832817
Position 4149: 0.0105016119355487
Position 23770: 0.009980321576389286
Position 2070: 0.009910898634907695
Position 2212: 0.00923888998819199
Position 3087: 0.008236863288881055
Position 5413: 0.006971894330314094
Position 34262: 0.006443118696897281
Position 4378: 0.00574752247594855
Position 22794: 0.005042287029467734
Position 4105: 0.004750620041174579
Position 644: 0.0045935745982577745
Position 22638: 0.004302466465606833
Position 22119: 0.0035311830853303645
Position 2243: 0.0034477884573973694
Position 2353: 0.003241699063451061
Position 22211: 0.0029657372374786717
Position 22020: 0.0029416985659316604
Position 21440: 0.002398019707118902
Position 2377: 0.002124779847128855
Position 21829: 0.0020767786149925908
Position 713: 0.0019100004596063092
Position 2109: 0.000870993250012497
Position 21800: 0.0004645390443548332
Position 31537: 0.0003246478737736888
