Gene = Rrm1
index = 936
Annotated 5SS: [  349  1381  5033  6207  7560  8381  9369 12943 14860 15619 15945 17896
 18746 19157 19989 22087 24119 25372]
Annotated 3SS: [ 1291  4854  6105  7499  8340  9205 12800 14775 15456 15864 17693 18595
 18934 19911 21950 24022 25182 26599]
SMsplice 5SS: [  160  1381  5033  6207  8381 12943 14860 15619 15945 17896 18746 22087
 24119 25372]
SMsplice 3SS: [ 1291  4854  6105  8340 12800 14775 15456 15864 17693 18595 21950 24022
 25182 26599]
top_k =  100
Partition function (log Z): 18.18405660601224

Sorted 5' Splice Sites (High to Low Probability):
Position 22087: 0.9999999999999997
Position 14860: 0.9999999999999978
Position 1381: 0.9999999999999958
Position 6207: 0.9991997389132883
Position 5033: 0.9744836149494842
Position 24119: 0.9518429310394892
Position 15619: 0.8934147378346242
Position 17896: 0.7791380790797697
Position 8381: 0.7555825621058246
Position 18746: 0.7437340253215957
Position 12943: 0.7047831946191448
Position 160: 0.5734239697813113
Position 15945: 0.5383600356400131
Position 25372: 0.5149880599046797
Position 19989: 0.4876849298304848
Position 349: 0.442308619092653
Position 735: 0.3054840961476995
Position 15952: 0.2933584405947788
Position 21458: 0.28077555916183483
Position 12904: 0.20430887320787694
Position 9373: 0.19083525322990633
Position 174: 0.1749256983708336
Position 25277: 0.1603983471350672
Position 7560: 0.14421378277496974
Position 3766: 0.1412214253447263
Position 23517: 0.1344717484028059
Position 17777: 0.10588232265479491
Position 22299: 0.09476066405359661
Position 16081: 0.07458547821582062
Position 26741: 0.07409526770791097
Position 740: 0.0709107862974626
Position 14139: 0.06993732514123596
Position 5980: 0.064801534051636
Position 24385: 0.05887180437937116
Position 101: 0.05732544025577409
Position 3962: 0.05138097367197125
Position 645: 0.041928123862008775
Position 22600: 0.028873357544247805
Position 24974: 0.02626455393642144
Position 21413: 0.02563244696604268
Position 5219: 0.020726866879722135
Position 24970: 0.018304443572394687
Position 4339: 0.015497564890135207
Position 152: 0.01187732875184059
Position 25346: 0.011571709056212161
Position 148: 0.01145124414697684
Position 22481: 0.010803697667865313
Position 22284: 0.009213378053898491
Position 356: 0.008767535966939778
Position 129: 0.00781584188431629
Position 5215: 0.007638632582953948
Position 5042: 0.007132848041712439
Position 18861: 0.006798715096690975
Position 25361: 0.0066347444318291295
Position 921: 0.005220785879624024
Position 731: 0.0038956354861363154
Position 105: 0.003156993051124295
Position 8375: 0.002552889309150162
Position 6812: 0.0020663652028044613
Position 3522: 0.0018495482230563428
Position 728: 0.0011856312687911757
Position 6331: 0.0008002610867077473
Position 294: 0.000655434718705539
Position 122: 0.0003323729094703161
Position 214: 0.00032626080132938965
Position 493: 0.0003185688750554814
Position 110: 0.0002644046591333856
Position 336: 0.00011596371003196687
Position 46: 5.1029310561581506e-05
Position 183: 2.7264681989642597e-05
Position 87: 2.425696196802129e-05
Position 78: 2.1540983681403758e-05
Position 489: 1.3770776492543745e-05
Position 34: 5.3163729326505335e-09
Position 23: 3.814811648787217e-09
Position 25: 2.39541475045821e-09
Position 30: 1.977647077600382e-09
Position 164: 1.4047087307015887e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 21950: 0.9999999999999978
Position 14775: 0.9999999999999973
Position 1291: 0.9993123561423676
Position 6105: 0.9937083005006069
Position 4854: 0.9766389200969693
Position 26599: 0.9679028903946233
Position 12800: 0.909092067827023
Position 24022: 0.8692732030119048
Position 18595: 0.7505327404182881
Position 15456: 0.7318033446391023
Position 8340: 0.7300080914012099
Position 25182: 0.7118188940636045
Position 17693: 0.5716305606015645
Position 15864: 0.5686380954478758
Position 580: 0.38549918152027224
Position 19911: 0.3440382449716786
Position 17655: 0.31338984113299995
Position 21306: 0.30640800612787733
Position 15689: 0.21275394328401273
Position 9205: 0.19083525322990613
Position 223: 0.16451771178981964
Position 19948: 0.14364668485880633
Position 7499: 0.1368149216536112
Position 23425: 0.1344717484028059
Position 3624: 0.13357771222688958
Position 15803: 0.11318279523279096
Position 22201: 0.10121419555891578
Position 255: 0.09314459596640966
Position 23944: 0.06978959033075836
Position 5818: 0.064801534051636
Position 15486: 0.06366402625002653
Position 24859: 0.04492172059177825
Position 15499: 0.040906484484094174
Position 13993: 0.03604873875434142
Position 27782: 0.035700213515950506
Position 13997: 0.03388858638689454
Position 642: 0.0321757431347499
Position 15586: 0.02847895131210308
Position 8018: 0.028127360013763935
Position 5129: 0.027463684828794143
Position 15404: 0.024937723656903475
Position 200: 0.02373582263576451
Position 27718: 0.023341175582133514
Position 3803: 0.022444859430833936
Position 24233: 0.021353522848465284
Position 24267: 0.0203927084821495
Position 3858: 0.018639010349344943
Position 3657: 0.017940817009629142
Position 22416: 0.01593400114181229
Position 4220: 0.015497564890135204
Position 23970: 0.01341277559080897
Position 24310: 0.012130671450294834
Position 309: 0.011261166804668436
Position 16074: 0.010589755129745007
Position 22519: 0.010391693504222158
Position 27389: 0.010297763694308988
Position 22207: 0.00869428693235952
Position 25836: 0.008216245917003501
Position 7174: 0.007398861121358528
Position 22440: 0.007220634964035584
Position 283: 0.0062919122104704685
Position 6063: 0.006290472668913343
Position 24189: 0.00499490159846154
Position 4788: 0.0049775428942293596
Position 27455: 0.004256951248279824
Position 15358: 0.003624207492394725
Position 25534: 0.0028470685346044487
Position 810: 0.0023424145833211684
Position 28025: 0.002321564308244299
Position 672: 0.002295927626758454
Position 3301: 0.0018495482230563428
Position 6757: 0.0013102713172874294
Position 15777: 0.0011011930497190389
Position 5184: 0.0009018146338819126
Position 6590: 0.0007560938855170317
Position 1095: 0.0004296585015079535
Position 1211: 0.00025798535612175607
Position 220: 0.0002149075613835938
Position 317: 0.00020681179894678687
Position 22228: 0.00015000636604613654
Position 183: 0.00010086679221778328
Position 22171: 4.6278852216779737e-05
Position 15665: 3.817230646959495e-05
Position 324: 2.6761137884319122e-05
Position 344: 1.3382957049745633e-05
Position 602: 1.4070211525859544e-06
Position 6008: 1.2268304757392554e-06
