Gene = Ddias
index = 327
Annotated 5SS: [  107  1486  7677 11923 12848]
Annotated 3SS: [ 1402  7547 11760 12729 13934]
SMsplice 5SS: [  107  1486  6136  7677 11923 12848]
SMsplice 3SS: [ 1402  6048  7547 11760 12729 13934]
top_k =  100
Partition function (log Z): -1.2650339947928828

Sorted 5' Splice Sites (High to Low Probability):
Position 11923: 1.0000000000000029
Position 107: 0.9909183411081763
Position 12848: 0.8788576869206565
Position 7677: 0.8150451831752112
Position 1486: 0.755514564967549
Position 6136: 0.7047538193366797
Position 7644: 0.1849548168247911
Position 5974: 0.15773276337637002
Position 9570: 0.13582677098236098
Position 12422: 0.10395747434978073
Position 8860: 0.07501504096325994
Position 2098: 0.06815932082183498
Position 8927: 0.05172026684147082
Position 6570: 0.038510310307743
Position 13993: 0.030794874642756088
Position 12584: 0.0220575127808258
Position 9985: 0.020140514487880252
Position 365: 0.019260718480737696
Position 3784: 0.013340125359745249
Position 12730: 0.012656527411447682
Position 12691: 0.012414029322703241
Position 12154: 0.008210181918409212
Position 1325: 0.006233489026428073
Position 378: 0.004788762207122932
Position 1222: 0.004764050401316997
Position 393: 0.004275646865798192
Position 231: 0.003408353313230168
Position 453: 0.0012117523259607746
Position 273: 0.0009690942900145319
Position 476: 0.000819914541798124
Position 613: 0.0004242905075942318
Position 12842: 0.00016898793992069772
Position 1732: 9.784638477644767e-05
Position 91: 8.587569713730752e-06
Position 74: 2.893712516946274e-06
Position 170: 1.849558770693905e-06
Position 185: 1.6055614389046363e-06
Position 87: 1.4025404857568122e-06
Position 93: 8.463598270819243e-07
Position 244: 5.783672346502146e-07
Position 145: 4.832274086055604e-07
Position 213: 2.78338153448409e-07
Position 127: 1.290047498813026e-07
Position 34: 4.629468137330947e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7547: 1.0000000000000027
Position 11760: 1.0000000000000022
Position 12729: 0.8542774632661547
Position 13934: 0.7388958162045383
Position 1402: 0.7376268194031537
Position 6048: 0.5746246501246138
Position 9379: 0.135826770982361
Position 8779: 0.12673530780473075
Position 5924: 0.1252195579316555
Position 12277: 0.11314729315843551
Position 5741: 0.08519382482204728
Position 14672: 0.08126009640240234
Position 5703: 0.0774485498347332
Position 14947: 0.07007142412642134
Position 12576: 0.06170880226251926
Position 1826: 0.04833539085655586
Position 6438: 0.02952749376129896
Position 12997: 0.028965408433351953
Position 12690: 0.028653686077635753
Position 201: 0.02223487856494624
Position 9892: 0.02014051448788025
Position 2018: 0.019823929965279107
Position 1316: 0.017793172800384376
Position 15262: 0.014148704082080698
Position 3682: 0.013340125359745249
Position 13265: 0.012936006999681799
Position 12917: 0.012457420309154761
Position 14408: 0.010471662937748032
Position 6405: 0.008982816546444042
Position 13226: 0.008965182963926923
Position 14123: 0.007218691236015776
Position 1115: 0.0070378332116303784
Position 12280: 0.00575355111821943
Position 12153: 0.005480675503835593
Position 12035: 0.005029943790054503
Position 13170: 0.00411345533372956
Position 12019: 0.0031802381283547055
Position 1159: 0.0026157931296242895
Position 12309: 0.0023817529522403044
Position 412: 0.0019053446304803244
Position 272: 0.0018904599349107282
Position 1221: 0.0008681685069136849
Position 1130: 0.0003190617771830475
Position 1111: 0.00010862699085265958
Position 1522: 9.784638477644767e-05
Position 872: 7.028309214480751e-05
Position 230: 6.476383924894671e-05
Position 1324: 5.984110950310701e-05
Position 1484: 1.2504373904077309e-05
Position 281: 8.55406110398283e-08
