Gene = Traip
index = 1138
Annotated 5SS: [  217  4967  5474  7900  8611 10117 10700 11386 11965 12462 17794 19097
 19663 19803]
Annotated 3SS: [ 4908  5389  7859  8482 10021 10585 11297 11874 12372 17637 19047 19512
 19751 20017]
SMsplice 5SS: [  217  4967  5474  7900  8611 10117 11965 12462 17794 19097 19663]
SMsplice 3SS: [ 4908  5389  7859  8482 10021 11874 12372 17637 19047 19512 19751]
top_k =  100
Partition function (log Z): 13.234319416473165

Sorted 5' Splice Sites (High to Low Probability):
Position 12462: 0.9999999999999973
Position 10117: 0.9985630824290419
Position 217: 0.9983963936392567
Position 17794: 0.9666730362605597
Position 11965: 0.9515716452668312
Position 8611: 0.9376563683189375
Position 7900: 0.9107358188258139
Position 19663: 0.8208563931123177
Position 19097: 0.7911683983111361
Position 4967: 0.7876921460646416
Position 5474: 0.7543535673276255
Position 10704: 0.4161804438771371
Position 11386: 0.39274054445876305
Position 20508: 0.3736258998123364
Position 20093: 0.37178279797045377
Position 11419: 0.24346430877247546
Position 14928: 0.16991217736812123
Position 19865: 0.11801694368766222
Position 9890: 0.08052187307491684
Position 3976: 0.07776930212338574
Position 10700: 0.07161639381869149
Position 5112: 0.06696273798706688
Position 936: 0.05790627987282809
Position 8635: 0.05786009679523811
Position 12280: 0.04909971727493739
Position 20727: 0.046270517702224546
Position 2215: 0.046106670885883994
Position 9603: 0.028043239496114848
Position 11181: 0.024274577245959522
Position 2347: 0.023973222871069233
Position 20513: 0.020912478172472326
Position 402: 0.019999513181101755
Position 5302: 0.01944946028402934
Position 20529: 0.017449767560355416
Position 20078: 0.016928381826902174
Position 19803: 0.016532680249729544
Position 11989: 0.015294113709696876
Position 392: 0.01297811035675394
Position 19931: 0.012814923517755832
Position 20740: 0.011686428324415292
Position 12023: 0.009430299136039148
Position 12105: 0.009145190225730276
Position 9835: 0.008173903225830455
Position 19954: 0.006613658408316428
Position 9912: 0.004542741842855221
Position 20731: 0.00445309212962828
Position 10284: 0.0017560392551670182
Position 6102: 0.0013341282259784453
Position 9629: 0.001149371363735716
Position 10230: 0.0010687265634439327
Position 11488: 0.0010508637507872457
Position 9181: 0.0009584426554556562
Position 54: 0.00048437557641083724
Position 242: 0.00041220805025294103
Position 19688: 0.0004011260816512362
Position 377: 0.00012699722812569935
Position 232: 4.890747790659329e-06
Position 221: 4.812559852134931e-06
Position 230: 3.466826117574212e-06
Position 76: 2.5857971756904436e-06
Position 108: 1.5922468808297446e-06
Position 192: 1.4948441114730138e-06
Position 176: 3.309874196090592e-07
Position 72: 2.801333164834298e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10021: 0.9944953981119906
Position 17637: 0.9666730362605591
Position 11874: 0.9157535354267008
Position 8482: 0.9154252193999018
Position 19751: 0.8160235461033135
Position 12372: 0.8055495406561276
Position 7859: 0.8047124642591998
Position 19047: 0.766941720607098
Position 4908: 0.756555418367765
Position 19512: 0.7536682078406644
Position 5389: 0.7454889161049386
Position 11297: 0.6372557169820261
Position 20394: 0.5058579118488039
Position 21147: 0.39139093400471464
Position 10585: 0.23835655047137053
Position 10353: 0.19813635189052264
Position 14816: 0.16991217736812123
Position 12350: 0.16282168534019495
Position 7789: 0.10602335456661456
Position 9721: 0.09015191493092471
Position 19981: 0.08372626447425838
Position 8486: 0.08009124571427415
Position 3897: 0.07776930212338574
Position 19436: 0.06186360182993706
Position 20669: 0.05865263517257145
Position 765: 0.05654686742267732
Position 4866: 0.05516411615265011
Position 20575: 0.051888640742297994
Position 12199: 0.051107780195178344
Position 20017: 0.03740192787041596
Position 11581: 0.03527653634985311
Position 20880: 0.032106923127554164
Position 10604: 0.031433567927509606
Position 19952: 0.03047790905041068
Position 12316: 0.029620711083434833
Position 9516: 0.027659542966755744
Position 11799: 0.025342078009857077
Position 312: 0.024357110260626737
Position 11069: 0.024274577245959536
Position 2000: 0.024232197492692484
Position 19060: 0.024226677704037577
Position 2214: 0.023973222871069233
Position 2043: 0.02187447339319151
Position 5212: 0.019449460284029305
Position 5020: 0.015099456302139972
Position 4696: 0.014312389436353132
Position 10414: 0.014250527879157919
Position 4931: 0.009610479374236666
Position 20399: 0.009560876967911327
Position 5437: 0.0088646512226878
Position 12062: 0.008730437619648614
Position 288: 0.006853032349349135
Position 19380: 0.0057257095233678185
Position 10027: 0.004787290651199883
Position 10449: 0.004170022372650372
Position 4954: 0.003913024418563502
Position 9814: 0.0030869574830420395
Position 10221: 0.0020583190419528456
Position 9354: 0.0015330678930948307
Position 10417: 0.0014498171546173612
Position 783: 0.0013594124501507994
Position 5930: 0.0013341282259784453
Position 332: 0.001206909564591814
Position 9022: 0.0009584426554556564
Position 11694: 0.00033866093223781793
Position 10229: 1.6347524280984303e-05
Position 10181: 1.5196190312553483e-05
Position 10245: 1.4942457551356292e-05
