Gene = Selplg
index = 963
Annotated 5SS: [153]
Annotated 3SS: [10252]
SMsplice 5SS: [153]
SMsplice 3SS: [10252]
top_k =  100
Partition function (log Z): -8.612975177019589

Sorted 5' Splice Sites (High to Low Probability):
Position 153: 0.9556589187416942
Position 4246: 0.37600318564053853
Position 10586: 0.3457195406607013
Position 10384: 0.2899483940830156
Position 11747: 0.16442928940505389
Position 4782: 0.0501456250403068
Position 7685: 0.03928909015954754
Position 6245: 0.03523116784242702
Position 3425: 0.03518462940024862
Position 236: 0.03401979224345613
Position 7871: 0.031199586657653527
Position 472: 0.026771971874606632
Position 4662: 0.02085747847676455
Position 222: 0.01030782817937554
Position 2715: 0.005475395894216768
Position 3274: 0.004356122220008415
Position 264: 8.453809837871586e-06
Position 243: 3.7768706986527947e-06
Position 36: 1.2301549350849652e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 10252: 0.9214503323963062
Position 11654: 0.6242382237955939
Position 4065: 0.3768703701696441
Position 11821: 0.14641787381815027
Position 4550: 0.0736872535975716
Position 11797: 0.053271033776266546
Position 7427: 0.04264718687274323
Position 3185: 0.034620848937097076
Position 7821: 0.031199586657653527
Position 11884: 0.018011415586903477
Position 6113: 0.016470913082357104
Position 297: 0.015424855501555725
Position 5979: 0.015372230923198612
Position 6153: 0.009790770628886539
Position 329: 0.009476538119650473
Position 7176: 0.005970205157140656
Position 3324: 0.005340176514673983
Position 2619: 0.004623331669909493
Position 8909: 0.0033142813582753674
Position 5497: 0.002337595259542046
Position 6296: 0.002185043752504184
Position 342: 0.0017525651777211943
Position 5672: 0.001274608139953649
Position 2577: 0.0012165528527936207
Position 7101: 0.0011394493354983885
Position 6907: 0.0010782994478079674
Position 4347: 0.0010462145291857193
Position 5585: 0.0009544360376766822
Position 4184: 0.0004592393531107388
Position 263: 0.0004021003387978582
Position 4208: 0.0003884862934841854
Position 4038: 0.0002692058691840957
Position 1869: 0.00022996129164299138
Position 1700: 0.00021646762033051336
Position 1040: 0.00018907526494148417
Position 221: 0.00016777727408708807
Position 361: 0.00015341633708019993
Position 2365: 0.0001522330788878106
Position 2006: 0.00014103053896085045
Position 272: 0.00013973276208578147
Position 2340: 0.00012478020310379
Position 847: 0.00010483686772528144
Position 2454: 9.982089055850985e-05
Position 1736: 9.390541076673362e-05
Position 2040: 7.52270603169863e-05
Position 561: 2.1987803761747424e-05
