Gene = Ambn
index = 113
Annotated 5SS: [  96  943 3414 4740 5733 7456 8499 9180 9324 9740]
Annotated 3SS: [  873  3347  4691  5621  7260  8459  9119  9278  9694 11440]
SMsplice 5SS: [  96  943 7032 7456 9180]
SMsplice 3SS: [  743  6809  7260  9119 11440]
top_k =  100
Partition function (log Z): -0.866052113570658

Sorted 5' Splice Sites (High to Low Probability):
Position 96: 0.9798737333201633
Position 7456: 0.9673195249477287
Position 7032: 0.9577332753215231
Position 9180: 0.9398628984242876
Position 943: 0.8888012226744302
Position 4029: 0.552472537006585
Position 9324: 0.3194903053685648
Position 4740: 0.27626905889375886
Position 8499: 0.240993028767588
Position 9740: 0.15743968354602264
Position 846: 0.15063037695951337
Position 1054: 0.09781014223943918
Position 3414: 0.02706422715938985
Position 7870: 0.014772510950503666
Position 103: 0.0035699179351505934
Position 8520: 0.00313450970457701
Position 619: 0.002729454685481788
Position 77: 0.002347184138324742
Position 9230: 0.0022092349396728873
Position 561: 0.0018353366291181342
Position 83: 0.0016101461751667884
Position 276: 0.0015711647255035094
Position 512: 0.0008887834328052907
Position 663: 0.0002645921383947559
Position 332: 6.103099773255023e-05
Position 148: 4.014919182146551e-05
Position 122: 2.611085232665847e-05
Position 44: 1.7590523196355938e-07
Position 8: 1.1091268318644013e-07
Position 300: 2.762431624375137e-08
Position 124: 3.449098668956252e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9119: 0.970410036396333
Position 6809: 0.9577332753215229
Position 7260: 0.5759016837051807
Position 3920: 0.5383470421624371
Position 11440: 0.5026135284367653
Position 743: 0.4718260393192222
Position 10412: 0.35202538899382807
Position 9278: 0.33458301487704084
Position 873: 0.31780719825672815
Position 919: 0.2650391859876618
Position 8459: 0.244127538472165
Position 4691: 0.22152830684861316
Position 9694: 0.13971818894114468
Position 7305: 0.1279752727094821
Position 7215: 0.11231636348767976
Position 7272: 0.09608454026803263
Position 4575: 0.054740752045145696
Position 9651: 0.04675240114211204
Position 787: 0.036233318138336974
Position 894: 0.031597473410867126
Position 7329: 0.024271214783694685
Position 10432: 0.02295165797654342
Position 3347: 0.01947500345347045
Position 7125: 0.01806843595258274
Position 9128: 0.015827969855130353
Position 7389: 0.01268256756749475
Position 3899: 0.011803320561005156
Position 10859: 0.01088672877202494
Position 9598: 0.009739667616122012
Position 7800: 0.008049532656748758
Position 7651: 0.006722978293754919
Position 1024: 0.0049717229648255454
Position 11891: 0.004170320688060709
Position 3216: 0.003991382744333297
Position 3104: 0.003597840961586098
Position 9288: 0.0033348289713540425
Position 11255: 0.002540372991071684
Position 3796: 0.0023221742831428176
Position 11011: 0.00205313812843236
Position 792: 0.001556460358533565
Position 9909: 0.001123588748308882
Position 648: 0.001114507315942548
Position 419: 0.0008498749309532247
Position 707: 0.00029511019764356304
Position 8842: 0.0002712897442756757
Position 361: 0.000232755106696387
Position 761: 0.00018893588495534107
Position 310: 9.999342990528699e-05
Position 511: 8.176987917365983e-05
Position 845: 7.176014636581787e-05
Position 570: 3.5580146780582746e-05
Position 155: 2.721381469814245e-05
Position 7106: 1.9446473581372292e-05
Position 195: 1.3341019307860815e-05
Position 173: 1.2103021141879238e-05
Position 806: 5.3175527737036805e-06
