Gene = Med29
index = 667
Annotated 5SS: [ 258 1619 1897]
Annotated 3SS: [1559 1811 5683]
SMsplice 5SS: [ 258 1619 1897]
SMsplice 3SS: [1559 1811 5683]
top_k =  100
Partition function (log Z): -5.113545052741423

Sorted 5' Splice Sites (High to Low Probability):
Position 258: 0.9474989328296496
Position 1897: 0.9166474062264555
Position 1619: 0.5242603174074313
Position 2251: 0.3419721157565244
Position 5172: 0.2364814475581199
Position 2366: 0.09171383064854514
Position 5876: 0.06250952193877757
Position 91: 0.056668661398889784
Position 982: 0.032774215178817
Position 807: 0.024868517281659442
Position 2498: 0.015534167545271496
Position 2271: 0.012671752624875403
Position 2574: 0.012185633264002176
Position 1005: 0.008068525405918455
Position 2869: 0.007384629186607848
Position 353: 0.006998227766626055
Position 156: 0.006731907072740731
Position 1303: 0.004891346944013238
Position 417: 0.003373736834029598
Position 250: 0.002382659200586229
Position 938: 0.0006398219390719042
Position 764: 0.0004361056481947314
Position 1025: 0.00039137291353739294
Position 106: 0.0003046218371518549
Position 75: 0.00024831384485920967
Position 118: 0.0002009659354878737
Position 95: 5.0790914531901576e-05
Position 93: 1.9343273931584207e-05
Position 86: 1.5002779779030456e-05
Position 124: 1.0806346653622389e-05
Position 29: 5.381283642623978e-06
Position 152: 2.728179680557876e-06
Position 160: 9.505099241839092e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5683: 0.9696322128065313
Position 1811: 0.7980093760533199
Position 1559: 0.4996425831732758
Position 2144: 0.4219786471120392
Position 5063: 0.23648144755811987
Position 1757: 0.11449769093236459
Position 6008: 0.03693892495858028
Position 869: 0.03251912070319123
Position 2392: 0.03169904455993099
Position 6266: 0.025570596980197285
Position 170: 0.021238767901494326
Position 1486: 0.020173204562001033
Position 2088: 0.016816590094661993
Position 610: 0.013011679023819977
Position 2057: 0.012122253463776832
Position 2702: 0.007843959979962121
Position 185: 0.00784370591030345
Position 5800: 0.007319385306812923
Position 4204: 0.006436747772211742
Position 654: 0.005770776916337382
Position 1724: 0.0050489854719394
Position 172: 0.004266361086392093
Position 1692: 0.002901560733155997
Position 1187: 0.0026775536856808936
Position 1578: 0.002647239169040367
Position 1100: 0.0018185272766181137
Position 188: 0.001500675298551572
Position 702: 0.0014859573331446588
Position 1836: 0.0010993566261796857
Position 845: 0.001070787297295212
Position 1571: 0.0010187181677426187
Position 1595: 0.0008925380878386903
Position 1815: 0.0008063244802274618
Position 191: 0.0007380915205979979
Position 3372: 0.0006136890246714752
Position 831: 0.0005638334012446663
Position 215: 0.0005572653292228408
Position 194: 0.0004631865057904252
Position 767: 0.00041575913922382217
Position 625: 0.0002770023864058738
Position 960: 0.0002744675195672707
Position 796: 0.0002638115405919725
Position 802: 0.00023738012259783825
Position 659: 0.000189922008650577
Position 827: 0.00015716337669388674
Position 2063: 0.00015074318407448428
Position 197: 0.00011486522398536288
Position 676: 0.00010676332935812149
Position 2146: 2.9928267432106705e-05
Position 1654: 3.818755376663335e-06
Position 606: 1.1626944730993748e-06
Position 464: 1.1231805238639743e-06
Position 245: 8.346926819524643e-07
Position 716: 6.962306707601074e-07
