Gene = Hykk
index = 551
Annotated 5SS: [  576  3542  5052 20040]
Annotated 3SS: [ 3190  4911 19855 28782]
SMsplice 5SS: [  576 13546 20040]
SMsplice 3SS: [13411 19855 29627]
top_k =  100
Partition function (log Z): -24.883283758974663

Sorted 5' Splice Sites (High to Low Probability):
Position 576: 0.669943367927474
Position 371: 0.4526222645765713
Position 181: 0.14871780526368
Position 1050: 0.10207248056351974
Position 3542: 0.10131853724650897
Position 2805: 0.08196783836042865
Position 1107: 0.07620687447654811
Position 426: 0.07397464849501985
Position 2939: 0.05741997656755303
Position 419: 0.009947335859083905
Position 54: 0.006116661978741769
Position 215: 0.00492313142270549
Position 2539: 0.0025892732709791666
Position 58: 0.00180559211469445
Position 2449: 0.0017962706851980656
Position 3033: 0.0016253618732196599
Position 1100: 0.001478362572825484
Position 256: 0.0014632873407548288
Position 68: 0.001419129849329702
Position 738: 0.0003994767244723494
Position 94: 0.0002932009664653348
Position 231: 0.000244855051188334
Position 48: 8.795026014750504e-05
Position 166: 8.77392560247618e-05
Position 43: 2.078330371936657e-05
Position 87: 1.6579482643599466e-05
Position 264: 4.487257764151477e-06
Position 222: 3.390560401888098e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 963: 0.439255316775643
Position 5124: 0.35126698957026814
Position 2751: 0.2889117791082653
Position 482: 0.26606553770087593
Position 3190: 0.23859758112447407
Position 355: 0.07899499121348932
Position 4198: 0.058589587530875925
Position 2357: 0.014550281498054327
Position 301: 0.013870463752462668
Position 681: 0.011431107521503022
Position 1168: 0.010148529014088806
Position 452: 0.00742393522656156
Position 457: 0.003974257780118142
Position 1389: 0.0035444717499430794
Position 1024: 0.0030213103942511145
Position 2251: 0.0025881353571424555
Position 988: 0.0012651806338909559
Position 2448: 0.0011787964686326327
Position 297: 0.0011198095298050477
Position 359: 0.0007926163163434048
Position 497: 0.00042872410450919043
Position 404: 0.00034648332366429764
Position 490: 0.00033958600243904973
Position 435: 0.00022111194673371106
Position 180: 0.00012239369739197505
Position 280: 0.00012137174161629116
Position 500: 0.00010464507676441436
Position 569: 9.880965873026087e-05
Position 270: 9.322602022920447e-05
Position 636: 6.299575264270675e-05
Position 930: 3.132034041104171e-05
Position 215: 3.641324751708851e-06
Position 192: 1.6760510914893753e-06
