Gene = Ric3
index = 901
Annotated 5SS: [  169 25549 26588 28967 35381]
Annotated 3SS: [25321 26514 28872 35234 44447]
SMsplice 5SS: [  169 16920 25549 26588 28967 35381]
SMsplice 3SS: [16879 25321 26514 28872 35237 44447]
top_k =  100
Partition function (log Z): -31.878656921506664

Sorted 5' Splice Sites (High to Low Probability):
Position 169: 0.9923128456071842
Position 2157: 0.3831253583292014
Position 2371: 0.3170637250570388
Position 766: 0.20622320984430384
Position 1601: 0.14696821830457832
Position 1202: 0.11847852248543315
Position 2380: 0.025432597603175462
Position 35: 0.010520442692468598
Position 1286: 0.008528546622916622
Position 1029: 0.003468174039473505
Position 582: 0.002808029453015569
Position 985: 0.0021486921116705927
Position 60: 0.000559603745656605
Position 285: 0.00036988062274690054
Position 281: 0.0002709180874908325
Position 510: 0.00020713026426581458
Position 757: 0.00010661291186156387
Position 13: 4.937300300559014e-05
Position 240: 4.7360470852737205e-05
Position 779: 3.703791381163071e-05
Position 50: 8.039286012275326e-06
Position 27: 2.149853057066969e-06
Position 7: 8.319669926333006e-07
Position 206: 5.165215147045652e-07
Position 329: 4.330211345445163e-07
Position 69: 2.2507477288545623e-07
Position 90: 9.152038949848032e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2261: 0.5602740664709398
Position 4179: 0.40770042167881787
Position 690: 0.15205168589483595
Position 2113: 0.13394398371096253
Position 1507: 0.11968023481972292
Position 3903: 0.11487929513736234
Position 844: 0.08692299001059398
Position 2027: 0.08015219783756532
Position 2081: 0.0774872449779336
Position 5536: 0.07610764145964866
Position 3558: 0.06278153488158361
Position 2006: 0.05475169353484556
Position 2054: 0.052641890863341576
Position 614: 0.05179041904651726
Position 4700: 0.04860183685548008
Position 1112: 0.03890977092214421
Position 1141: 0.02021709869211132
Position 1424: 0.02010976833174126
Position 3588: 0.011386262366826449
Position 656: 0.009841762268206614
Position 1115: 0.008750782122617373
Position 437: 0.006359740951441359
Position 1392: 0.005043534697697623
Position 1939: 0.00475659854832178
Position 119: 0.004150015553348048
Position 2534: 0.0021581502244338276
Position 1314: 0.0021346804554172347
Position 388: 0.0017657323573841894
Position 917: 0.0011400928570977481
Position 491: 0.0008352181754894021
Position 140: 0.000546400714372696
Position 640: 0.00029079771171120107
Position 1009: 0.00013750896028231582
Position 971: 0.00013612821315116895
Position 863: 8.679457196289776e-05
Position 757: 6.058400729962241e-05
Position 316: 4.181428491727685e-05
Position 585: 3.873467370641311e-05
Position 587: 2.553562678829263e-05
Position 581: 2.2381844144178692e-05
Position 370: 1.7631856655287588e-05
Position 149: 5.609375833613476e-06
Position 439: 2.1837548716683455e-06
Position 390: 3.274555090190539e-08
