Gene = Cln6
index = 269
Annotated 5SS: [  170  5900  7268  8370  8856 10447]
Annotated 3SS: [ 5784  7168  8180  8799 10323 11831]
SMsplice 5SS: [  170  5900  7268  8856 10447]
SMsplice 3SS: [ 5784  7168  8799 10323 11831]
top_k =  100
Partition function (log Z): 0.2614269820507875

Sorted 5' Splice Sites (High to Low Probability):
Position 170: 0.9997644188414873
Position 5900: 0.9961231448926438
Position 10447: 0.9255321003040886
Position 7268: 0.8270289769170159
Position 8856: 0.7695855620654583
Position 8370: 0.42076643473315717
Position 1807: 0.30087175448157505
Position 11145: 0.10021669208707906
Position 2850: 0.08385551003394595
Position 4348: 0.050317554382889325
Position 8969: 0.04513051068614822
Position 10701: 0.044725372160023306
Position 1160: 0.042187223916141305
Position 7511: 0.025826092993918456
Position 8937: 0.025350636044186272
Position 2844: 0.02406928960265792
Position 8003: 0.020262627003562583
Position 11991: 0.01550953721697691
Position 6108: 0.010460055444222018
Position 9440: 0.010123722850780495
Position 11720: 0.0062337788667646814
Position 10324: 0.0061267531570286015
Position 12099: 0.00530821431657887
Position 10860: 0.004760240697854872
Position 7147: 0.003333330168996763
Position 642: 0.0031155351543996983
Position 10434: 0.0026648419482185187
Position 11273: 0.0018339619244738896
Position 1116: 0.0016180785372007743
Position 11955: 0.001225871370709994
Position 12085: 0.0012054834182752092
Position 917: 0.001165448749176869
Position 155: 0.00017060521852388404
Position 381: 4.325690380851174e-06
Position 148: 1.4251060673050583e-06
Position 150: 1.2979158544917789e-06
Position 404: 1.0187304580502346e-06
Position 233: 5.219595923930155e-07
Position 360: 3.9220399475826566e-07
Position 340: 1.6870447049213894e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5784: 0.9961231448926436
Position 11831: 0.9927668150164031
Position 10323: 0.8975579667699238
Position 8799: 0.8375688485980999
Position 7168: 0.7395370423455387
Position 8180: 0.288847947315446
Position 1699: 0.23799636277858355
Position 8302: 0.08431671264803445
Position 11009: 0.08043853088533748
Position 7186: 0.06466538344501606
Position 4264: 0.050317554382889325
Position 10559: 0.047653336162901565
Position 8220: 0.047601774769676586
Position 2691: 0.043168558005754525
Position 2735: 0.03129901513251867
Position 1748: 0.030923230153168474
Position 1115: 0.028494814178584023
Position 2694: 0.027015100443231275
Position 7436: 0.02582609299391845
Position 7055: 0.02530934734696236
Position 12387: 0.02433205720757345
Position 11109: 0.0222565921018926
Position 10197: 0.022199214704979875
Position 1703: 0.017756953541838396
Position 7841: 0.015548098542730688
Position 10362: 0.015488872860056704
Position 1052: 0.014054665246939588
Position 9284: 0.010123722850780495
Position 1659: 0.008940124498411132
Position 2768: 0.006442126055099419
Position 11583: 0.0062337788667646814
Position 5981: 0.005673005860412551
Position 6053: 0.004787049583809467
Position 1676: 0.004758295859823304
Position 7795: 0.004714528460831889
Position 12521: 0.0032117394787047338
Position 10731: 0.003203943413533418
Position 522: 0.0027351544273021802
Position 8880: 0.002497860197692653
Position 831: 0.0014205276366605433
Position 6901: 0.0008505339484953574
Position 974: 0.0004571477318023929
Position 1719: 0.0002944694229233631
Position 476: 0.0002927959326976878
Position 937: 0.00016072866506218667
Position 838: 0.00011446909372374558
Position 1754: 8.621581060355326e-05
Position 1469: 7.70023804454685e-05
Position 1080: 7.15454610818386e-05
Position 750: 6.495494093217175e-05
Position 442: 4.14402569782539e-05
Position 1586: 3.910003577788998e-05
Position 786: 3.618972718684224e-05
Position 599: 3.215639283860405e-05
Position 811: 2.9032186927909345e-05
Position 481: 2.483884902996196e-05
