Gene = Tada1
index = 1054
Annotated 5SS: [  380  3122  3366  7667  9675 10891 12889]
Annotated 3SS: [ 3029  3299  7568  9464 10738 12725 13470]
SMsplice 5SS: [  380  3214  3366  7667  9675 10891 11611 11972 12889]
SMsplice 3SS: [ 3029  3299  7568  9464 10738 11535 11720 12725 13470]
top_k =  100
Partition function (log Z): 3.387094189881081

Sorted 5' Splice Sites (High to Low Probability):
Position 3366: 0.9970436798043727
Position 380: 0.9420404704077773
Position 12889: 0.8957952011022787
Position 10891: 0.7965363369476283
Position 9675: 0.7202049674965187
Position 7667: 0.6559656643030153
Position 3214: 0.6257047205543356
Position 11611: 0.6074799639348892
Position 1618: 0.5994542235863393
Position 1777: 0.5312661706155007
Position 11972: 0.5228020333416464
Position 3122: 0.25069342631430896
Position 11806: 0.2375723701650137
Position 6923: 0.2179849247503975
Position 3803: 0.2158408939284127
Position 10895: 0.19434772797147262
Position 566: 0.13344060157771634
Position 12251: 0.07862376544701237
Position 2303: 0.06832857558813038
Position 615: 0.050456099397008146
Position 3180: 0.04509067470080701
Position 11793: 0.04419278464065915
Position 4640: 0.03599967454339466
Position 12864: 0.02818506082866451
Position 3230: 0.027367726018942613
Position 3137: 0.014284993226205939
Position 752: 0.01189478147273569
Position 10793: 0.009115935080898498
Position 1836: 0.007916153655122757
Position 1976: 0.006229995860278347
Position 11354: 0.006142899293121055
Position 1369: 0.005858316436555705
Position 415: 0.005285911589353516
Position 12305: 0.0048918829371774695
Position 198: 0.004520496122639459
Position 193: 0.0032646882683633935
Position 2090: 0.0032164328897505475
Position 212: 0.002791121732273826
Position 1642: 0.0025531814550607715
Position 318: 0.0007374634159057567
Position 281: 0.0007330814872447916
Position 411: 0.000667470930072754
Position 372: 0.0006279052503666049
Position 1165: 0.00025180682155661086
Position 237: 0.00023379719448927952
Position 249: 0.00010944213930552454
Position 256: 4.355028705676485e-05
Position 274: 3.090059214772091e-05
Position 262: 3.079586471249394e-05
Position 183: 1.512041374277955e-05
Position 36: 6.804995610592741e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 10738: 0.9999999999999998
Position 3029: 0.9913715309966408
Position 3299: 0.9675619720124351
Position 12725: 0.9060433381319681
Position 9464: 0.7202049674965186
Position 13470: 0.6677844016875103
Position 11720: 0.6629923084558665
Position 7568: 0.6220664584141672
Position 11535: 0.5568440324669403
Position 1684: 0.5336754966930702
Position 1521: 0.4580690416483203
Position 13523: 0.1714295132550865
Position 11740: 0.14374269904624468
Position 6841: 0.12987129241531775
Position 3584: 0.12716908942641975
Position 480: 0.11248339373509632
Position 6787: 0.08811363233507974
Position 3606: 0.08446044821409732
Position 12689: 0.08189420108596658
Position 12131: 0.06021468516726335
Position 11471: 0.050775051155446664
Position 473: 0.05052123832628943
Position 1547: 0.05026401935650606
Position 1283: 0.045007705625336916
Position 1893: 0.03811292269492789
Position 7489: 0.03389920588884834
Position 13830: 0.02915104390952922
Position 1447: 0.027939329022647022
Position 12184: 0.02330096321692649
Position 2222: 0.021372906181193106
Position 13558: 0.018850299962598918
Position 4306: 0.0184735780097197
Position 1996: 0.01828917546203827
Position 4429: 0.01752609653367497
Position 1484: 0.013026601959675962
Position 14315: 0.012619196887979587
Position 1382: 0.010160924345378299
Position 14018: 0.0075895576635854264
Position 14219: 0.00740935506846869
Position 12759: 0.007389866706264217
Position 11253: 0.006142899293121054
Position 13031: 0.004578568766644624
Position 13161: 0.004500276135766694
Position 3564: 0.0038429211297001872
Position 13419: 0.002433703627283857
Position 446: 0.001687038901929974
Position 2896: 0.0012517176098972382
Position 1318: 0.0008113939561398919
Position 3437: 0.0003167371920274202
Position 675: 0.00020374176911762767
Position 964: 0.00019114199403111882
Position 1692: 6.939941541651902e-05
Position 1014: 6.066482752549219e-05
Position 3749: 5.169796616808405e-05
Position 1704: 4.983885605649575e-05
Position 690: 9.38527612014994e-06
