Gene = Cwh43
index = 308
Annotated 5SS: [  330  2254  5898  7090  9059 10722 12127 15505 17920 22598 24473 25899
 28294 32422 35386]
Annotated 3SS: [ 2061  5776  6934  8856 10632 11868 15378 17839 22491 24336 25748 28148
 32359 35229 46942]
SMsplice 5SS: [  330  5898  7090 10722 15505 17920 24473 25899 28294 32422 35386 42682]
SMsplice 3SS: [ 5776  6934 10632 15378 17839 24336 25748 28148 32359 35229 42553 46942]
top_k =  100
Partition function (log Z): 2.222330963146324

Sorted 5' Splice Sites (High to Low Probability):
Position 15505: 1.0000000000000049
Position 25899: 0.9986500547255027
Position 10722: 0.9931028597642435
Position 35386: 0.9911853304468389
Position 28294: 0.9834070988022809
Position 7090: 0.9600246216858614
Position 24473: 0.9498185867066681
Position 330: 0.925152078949261
Position 5898: 0.8876021679134761
Position 32422: 0.8597035830441309
Position 36358: 0.5811713399105184
Position 17920: 0.5800528884523428
Position 4016: 0.5567804162493611
Position 12127: 0.4101477988519497
Position 2254: 0.4051707683476297
Position 9059: 0.38674071631085527
Position 14063: 0.37233176536864937
Position 7761: 0.30102581013826474
Position 29315: 0.21864204149810368
Position 33349: 0.15336302607692756
Position 8465: 0.13510531600799905
Position 1478: 0.0985594816358434
Position 26735: 0.0920802274765791
Position 27349: 0.08394693495522966
Position 14067: 0.0661654291378646
Position 30023: 0.058694726368938036
Position 641: 0.042053244723835745
Position 13891: 0.04042893346945231
Position 16210: 0.04005076872634959
Position 120: 0.035149935289017685
Position 11705: 0.03326161427310869
Position 1656: 0.024888559504538343
Position 24708: 0.02079926623106601
Position 35781: 0.014557470937641946
Position 13150: 0.010967737436002722
Position 1192: 0.010787599619727858
Position 35402: 0.008078204068219352
Position 36: 0.00653388017255733
Position 2250: 0.004287762215334388
Position 37755: 0.0030122962533726642
Position 36636: 0.002660440943894229
Position 3006: 0.002461312637385337
Position 35531: 0.001925850844935042
Position 10898: 0.000959681747061388
Position 492: 0.0004976430435460638
Position 25849: 0.0003674514325983199
Position 25843: 0.0003622171694648267
Position 25876: 0.00032377412620627393
Position 25864: 9.156100537719018e-05
Position 136: 9.138025341441561e-05
Position 845: 7.711929600567028e-05
Position 637: 4.109764600570326e-05
Position 478: 2.2252260319292977e-05
Position 94: 4.702083377863725e-06
Position 62: 2.4660151581414146e-06
Position 99: 1.4035694790072395e-06
Position 29: 1.387175447216322e-06
Position 69: 1.1147700351897978e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 15378: 1.0000000000000047
Position 35229: 1.0000000000000027
Position 10632: 0.9931028597642435
Position 25748: 0.9861278301537735
Position 28148: 0.982300910094324
Position 6934: 0.9600246216858613
Position 24336: 0.9498185867066681
Position 5776: 0.8674433003754475
Position 46942: 0.8672585417631766
Position 32359: 0.687141001646683
Position 17839: 0.5800528884523428
Position 36286: 0.5647644640181575
Position 13982: 0.43849719450651403
Position 3741: 0.39517873998576275
Position 8856: 0.3867407163108552
Position 2061: 0.37112191163643876
Position 11868: 0.35040174015469966
Position 7697: 0.2454405748932489
Position 32334: 0.17256258139744773
Position 33254: 0.15336302607692767
Position 3862: 0.13237424733311265
Position 29276: 0.12669448133008787
Position 8308: 0.11685429104497394
Position 1272: 0.07054228455975373
Position 26597: 0.06669863875824168
Position 29944: 0.058694726368938036
Position 7663: 0.054186269269320825
Position 11991: 0.04768902180054527
Position 27179: 0.04279703505106085
Position 27266: 0.041149899904168806
Position 13642: 0.04042893346945231
Position 2160: 0.038336618926525366
Position 41661: 0.03759300610911441
Position 29038: 0.03749615011294206
Position 39968: 0.035166654827126234
Position 11578: 0.03326161427310869
Position 16072: 0.03147480431282875
Position 3929: 0.02922742893048567
Position 29126: 0.02871011310324915
Position 36241: 0.027435205831211524
Position 29179: 0.02574129695182458
Position 26707: 0.025381588718337452
Position 1402: 0.023353422733005284
Position 36521: 0.022026096468569182
Position 24650: 0.02079926623106601
Position 5696: 0.020158867538028664
Position 8183: 0.018251024963025112
Position 35594: 0.014785276378211896
Position 25781: 0.013501201673836578
Position 1560: 0.013476182486874717
Position 36725: 0.012911594986020635
Position 11940: 0.012057036896704827
Position 38545: 0.011921297854098432
Position 1047: 0.011905786594933798
Position 13039: 0.010967737436002723
Position 16093: 0.008575964413520843
Position 1316: 0.00560077459624686
Position 500: 0.004247208320349047
Position 1538: 0.0029279807696560517
Position 562: 0.0027717586795841845
Position 2841: 0.002461312637385337
Position 37686: 0.0023305412174332435
Position 1582: 0.002016425401625613
Position 37730: 0.0019427147512121078
Position 1642: 0.0018904852729446026
Position 1622: 0.001580917104441304
Position 35719: 0.001479517934818498
Position 7702: 0.0013989659756949988
Position 38016: 0.0013361445636738526
Position 35455: 0.0011893853599911626
Position 27938: 0.0011061887079567504
Position 10811: 0.000959681747061388
Position 224: 0.0007835834735581642
Position 1369: 0.0007465186840568787
Position 172: 0.0005635761813372466
Position 152: 0.0005198854923416051
Position 36246: 0.00045049134260311127
Position 119: 0.0004351912983258056
Position 202: 0.00030850180195975433
Position 1224: 0.00019486255657076869
Position 25708: 0.00016602663153922082
