Gene = Mnd1
index = 685
Annotated 5SS: [  125 14088 17618 21769 39360 50852 62232]
Annotated 3SS: [14021 17559 21619 39284 50736 62186 67611]
SMsplice 5SS: [  125 13931 14088 17363 17618 21769 33517 39360 45491 50852 62232]
SMsplice 3SS: [13788 14021 17099 17559 21619 33422 39284 45432 50736 62186 65774]
top_k =  100
Partition function (log Z): -45.23889375196408

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.9961576022758409
Position 11958: 0.3982436036458667
Position 1269: 0.082778772688323
Position 567: 0.010525607952650227
Position 3515: 0.0014185952338976265
Position 1151: 0.0009837289700523521
Position 206: 0.0005682684223525142
Position 307: 1.572836335377553e-05
Position 374: 1.1326170171845014e-05
Position 381: 8.887905806574283e-06
Position 376: 8.01094715007639e-06
Position 201: 6.0446576777905905e-06
Position 842: 5.132428906055768e-06
Position 79: 1.8339441843871806e-06
Position 60: 1.7301427342383887e-06
Position 181: 9.84071602989353e-07
Position 361: 9.569367428113167e-07
Position 391: 5.803403979166547e-07
Position 277: 3.6905665396990384e-07
Position 475: 1.1224540575742698e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11797: 0.6795781674700823
Position 12053: 0.5555498248737161
Position 10182: 0.05892150818211354
Position 1150: 0.05346313535676096
Position 1099: 0.02363554383865209
Position 5862: 0.02229168064904655
Position 4386: 0.016693497120117678
Position 452: 0.011697678164380967
Position 1022: 0.011692378414318444
Position 5480: 0.008014322668824536
Position 1919: 0.006388344740975147
Position 3371: 0.005555212103774453
Position 1268: 0.005065578520709368
Position 2477: 0.0032024338592035115
Position 592: 0.0031697905847756377
Position 4939: 0.003120993965680139
Position 1453: 0.002702044298724134
Position 6153: 0.002632271405553458
Position 925: 0.002412468182424607
Position 5676: 0.00236955114593714
Position 1543: 0.002311206568552991
Position 754: 0.0018935523988985298
Position 1179: 0.0013745790986304687
Position 4546: 0.0012887585041604344
Position 2040: 0.0008296055064523516
Position 2069: 0.0005527377001061214
Position 2764: 0.000513573956597494
Position 2034: 0.0005050916544750097
Position 1303: 0.00046203759548297786
Position 2409: 0.00041975020956056105
Position 3015: 0.000392856520345926
Position 825: 0.0002868500606298441
Position 283: 0.0002785878267005517
Position 1288: 0.00023186221035613306
Position 804: 0.0002312960767422745
Position 1891: 0.00020549870909971084
Position 722: 0.00015338716432114526
Position 195: 0.0001191037415957097
Position 880: 0.0001190173166150132
Position 235: 0.00011773540348935755
Position 475: 0.00011451358094803895
Position 560: 0.00011182935165591298
Position 1163: 3.159779596991527e-05
Position 513: 1.3512726497774737e-05
Position 1104: 1.3320936214790555e-05
Position 406: 5.959981246831138e-06
Position 275: 1.7766764632360074e-06
Position 486: 1.323462710075786e-06
Position 295: 2.1570650448361416e-07
Position 343: 7.745922177811005e-08
Position 497: 6.202218326153001e-08
Position 565: 6.180861499509563e-08
