Gene = Sf3b1
index = 971
Annotated 5SS: [  143  8248 10703 11106 12999 15380 20002 21311 21680 24189 24378 26099
 26470 26838 27240 27467 27855 29444 30470 30665 32116 33152 37179 39543]
Annotated 3SS: [ 8080 10597 10990 12918 15208 19763 21097 21557 23990 24275 25918 26382
 26566 27093 27319 27728 29221 30286 30552 31994 33019 36905 39325 39988]
SMsplice 5SS: [  143  8248 10703 11106 12999 15380 20002 20342 21311 21680 24189 24378
 26099 26470 26838 27240 27467 27855 29444 30470 30665 32116 33152 39543]
SMsplice 3SS: [ 8080 10597 10990 12918 15208 19763 20184 21097 21557 23990 24275 25918
 26382 26566 27093 27374 27728 29221 30286 30552 31994 33019 39325 39988]
top_k =  100
Partition function (log Z): 47.04699943342108

Sorted 5' Splice Sites (High to Low Probability):
Position 15380: 1.0000000000000095
Position 143: 0.9999950415106237
Position 21680: 0.9998638955170743
Position 26470: 0.9971271710795641
Position 12999: 0.9953223012991779
Position 30470: 0.9765443273039688
Position 26838: 0.9750455420813339
Position 27467: 0.9715492642188471
Position 24189: 0.970319969521368
Position 10703: 0.9669695138108859
Position 24378: 0.9664017299116123
Position 29444: 0.9509202872573421
Position 8248: 0.9474535180466199
Position 39543: 0.9306920705836272
Position 21311: 0.9194979545387739
Position 20002: 0.901772366487657
Position 11106: 0.889117073089148
Position 33152: 0.8491238231783284
Position 30665: 0.7828537596183553
Position 32116: 0.7663117076309773
Position 27240: 0.7632746699080226
Position 26099: 0.7152060853229791
Position 20342: 0.6615351131659881
Position 27855: 0.5745449624914869
Position 15144: 0.30220135263168363
Position 4030: 0.21793522892816242
Position 26086: 0.18345339240559203
Position 27273: 0.11223152430899504
Position 23742: 0.10334481561396101
Position 4544: 0.09736382446087294
Position 11669: 0.08999587020902167
Position 15992: 0.08827774958631904
Position 21931: 0.08422708621637415
Position 27175: 0.083097927385687
Position 1556: 0.0588393897469591
Position 21188: 0.05691907041307508
Position 2290: 0.055771010600868115
Position 8162: 0.052081965398435875
Position 28134: 0.04894808646577188
Position 26078: 0.047906243153700685
Position 20294: 0.04083440613563137
Position 28998: 0.03757692999922008
Position 20256: 0.03132686045426162
Position 29355: 0.02707905320931718
Position 27494: 0.02699179558539539
Position 25136: 0.02213105574820032
Position 1856: 0.02099840800444425
Position 4491: 0.020630974521961564
Position 11353: 0.0195385993877015
Position 11299: 0.01811729467169893
Position 12494: 0.01719944930992687
Position 13945: 0.014945442987598324
Position 30685: 0.014101251126935
Position 26103: 0.01306849309482781
Position 10739: 0.010267058719144571
Position 29327: 0.009324314686454473
Position 10045: 0.007664128649822022
Position 12613: 0.006997026815660256
Position 1118: 0.006929783186410883
Position 24070: 0.006385963999712119
Position 13613: 0.0059740735001231155
Position 9435: 0.004697737058049532
Position 26751: 0.004379810662882272
Position 20006: 0.004357045081523243
Position 24358: 0.004335427993875581
Position 1574: 0.004323984103079958
Position 10927: 0.0042683468189437255
Position 10635: 0.004190473237999528
Position 3061: 0.004138774982219944
Position 24503: 0.0039863661433341855
Position 27217: 0.0034423936531321926
Position 11728: 0.003428753174619117
Position 649: 0.002749403796797963
Position 25333: 0.002635146725547708
Position 9553: 0.002602642774569837
Position 29409: 0.002521568075651734
Position 25198: 0.0024046238545066883
Position 26885: 0.002003681244930022
Position 26042: 0.0019996519650830173
Position 30369: 0.001954644977106969
Position 10743: 0.0015282432759760574
Position 29975: 0.0014970033323287312
Position 26883: 0.0010641592819353601
Position 26663: 0.0010285319352221968
Position 26116: 0.0009008867031431609
Position 29981: 0.000839862672652125
Position 26499: 0.0004164727472829414
Position 11131: 0.0001410298580477732
Position 1549: 0.00011978240510800048
Position 996: 6.015108563298232e-05
Position 1246: 5.025284196440487e-05
Position 296: 1.869094187684952e-06
Position 22: 1.3727983734504103e-06
Position 351: 1.0962596330421932e-06
Position 347: 6.203371839739636e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 15208: 0.9998026379131211
Position 26382: 0.9975143192227923
Position 21557: 0.9945507376658175
Position 8080: 0.9935248522295637
Position 12918: 0.9908045729579101
Position 29221: 0.9892508264182283
Position 10597: 0.9864462380731631
Position 30286: 0.9831293903347377
Position 24275: 0.9747235240488198
Position 25918: 0.9526776758650141
