Gene = Ube2cbp
index = 1157
Annotated 5SS: [  210 13137 16188 24365 29667 37583 39689 42110 92610]
Annotated 3SS: [ 12939  16096  24195  29596  37512  39579  41945  92470 157073]
SMsplice 5SS: [   210   1445  13137  16188  17252  17405  19380  24365  24537  29667
  39689  42110  50440  73003  92610 129514 144662 150719]
SMsplice 3SS: [  1368  12939  16096  17101  17322  19257  24195  24453  29596  39579
  41945  50296  72944  92470 129429 144570 150629 157073]
top_k =  100
Partition function (log Z): -95.51064689266686

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9091744830290546
Position 1445: 0.8401492480298456
Position 1452: 0.14016468126412798
Position 6547: 0.09699583512798395
Position 2083: 0.045925462507441374
Position 228: 0.03872427881202377
Position 191: 0.015207163476171525
Position 2821: 0.013583174978897144
Position 2077: 0.012003854675314613
Position 481: 0.009801899405424926
Position 4346: 0.004749540945723916
Position 3222: 0.003441736145064953
Position 365: 0.0031280794604290514
Position 359: 0.0030079322086771832
Position 114: 0.0028598413950363935
Position 172: 0.002831652575074785
Position 345: 0.002747600698041381
Position 274: 0.0027182053944153047
Position 92: 0.0017228425311081063
Position 2839: 0.0016789550346696827
Position 86: 0.0015394296291485162
Position 505: 0.0014652544406795998
Position 80: 0.001111811366325602
Position 282: 0.0011011070968112641
Position 883: 0.000771299817098681
Position 107: 0.0007111882878978277
Position 521: 0.0006918948995651149
Position 67: 0.0006840354770185858
Position 1532: 0.00022855095537940815
Position 1476: 1.0268044429670147e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 1368: 0.9667183657338956
Position 6425: 0.22233033368759028
Position 6787: 0.21145238308398734
Position 3287: 0.12043325815422028
Position 4465: 0.11470011130314099
Position 7522: 0.07793613813407872
Position 1866: 0.06322063024116117
Position 4980: 0.04902840026105172
Position 7854: 0.03674572418139047
Position 7366: 0.031840987315356596
Position 3800: 0.02491816569955873
Position 2726: 0.023507245477564758
Position 5374: 0.02103427727764324
Position 1904: 0.02045499272081261
Position 3336: 0.019853585546547377
Position 4098: 0.013487801771051786
Position 2019: 0.012265011674119022
Position 1371: 0.011708993286953018
Position 4212: 0.011491620690240449
Position 1718: 0.011453684440392528
Position 6476: 0.010123537425721134
Position 3070: 0.009965793809742919
Position 5863: 0.009295559129895315
Position 5068: 0.008309437163485924
Position 2265: 0.006498009096598595
Position 5179: 0.00562856286300083
Position 4542: 0.004865514443927137
Position 4791: 0.0048429800197205075
Position 2218: 0.004531317894802076
Position 1690: 0.004467964379512267
Position 3089: 0.004139021591261887
Position 4118: 0.0037440541436442455
Position 3221: 0.0036206276689637897
Position 3462: 0.002387559552909607
Position 1312: 0.0019848637008730097
Position 3361: 0.001619790292599993
Position 2368: 0.0011248493361106305
Position 1621: 0.0010930637280439346
Position 1625: 0.0009868795786826456
Position 1389: 0.0009410772820593785
Position 2111: 0.0008918296509637797
Position 1163: 0.0008754419028790012
Position 1283: 0.0007845880596110658
Position 627: 0.0005963570042317924
Position 2747: 0.0003873037959855174
Position 1192: 0.0002494020133344355
Position 1294: 0.00014206948113637928
Position 1013: 0.00011108211093689966
Position 1199: 7.75383291031627e-05
Position 1403: 6.15534941147897e-05
Position 1444: 1.968084270552781e-06
