Gene = Paf1
index = 788
Annotated 5SS: [ 304  748 2185 2589 2745 2922 3107 3252 3437 3776 3999 5603 5799]
Annotated 3SS: [ 717 2091 2466 2677 2819 3000 3182 3332 3658 3869 5496 5707 5874]
SMsplice 5SS: [ 304 2185 2589 2745 2922 3107 3252 3437 3776 3999 5603 5799]
SMsplice 3SS: [2091 2466 2677 2819 3000 3182 3332 3658 3869 5496 5707 5874]
top_k =  100
Partition function (log Z): 29.597238105923477

Sorted 5' Splice Sites (High to Low Probability):
Position 5799: 0.9999498844617356
Position 304: 0.9864488955633942
Position 3999: 0.9776945433951167
Position 2922: 0.9743776634286468
Position 2185: 0.9579610761337993
Position 3107: 0.9326387624181338
Position 3776: 0.922539726830336
Position 5603: 0.904045213036316
Position 3252: 0.8662404296217301
Position 2589: 0.8533852441157321
Position 3437: 0.8042515403085165
Position 2745: 0.6985540387363143
Position 748: 0.5175342128406737
Position 5995: 0.3907036094202726
Position 2750: 0.26732734292187654
Position 4169: 0.11075776435791276
Position 3780: 0.04649303268578002
Position 5645: 0.03560785457146054
Position 5350: 0.03147710845251661
Position 2610: 0.028181205489518184
Position 2937: 0.0225113791867426
Position 3923: 0.014256967715941858
Position 3790: 0.013571520962549467
Position 5541: 0.010492576547152297
Position 801: 0.009927365075055795
Position 3784: 0.008352097281899092
Position 191: 0.007020109787190483
Position 3965: 0.003932736916072056
Position 2763: 0.002605715896226596
Position 3796: 0.002068318100317366
Position 3225: 0.001621670969404021
Position 2593: 0.00118427752371798
Position 2289: 0.0011709408474865238
Position 5060: 0.0008990422324359446
Position 402: 0.0008302100071992007
Position 3802: 0.0005365369300761092
Position 466: 0.0004575769414299476
Position 2855: 0.0004427086167114286
Position 251: 0.0003944247150948738
Position 447: 0.0003269786082669755
Position 2926: 0.00032676694092901275
Position 5641: 0.00031137431319617375
Position 56: 0.000285360668933433
Position 477: 0.00025293698283195356
Position 2591: 0.00022277833797175014
Position 415: 0.00021942915108489914
Position 2540: 0.00019167006222134094
Position 531: 0.00016035777587967303
Position 308: 7.977164713340072e-05
Position 31: 7.12952488566853e-05
Position 340: 6.0611712686158115e-05
Position 243: 5.6587451737741e-05
Position 187: 5.0957624227429614e-05
Position 62: 3.1092617918822324e-05
Position 3870: 3.0596821757593263e-05
Position 60: 2.8067316983769173e-05
Position 541: 2.746967304488382e-05
Position 520: 2.4059908790166894e-05
Position 110: 1.4866030834257729e-05
Position 72: 7.515120950452876e-06
Position 76: 7.005327877338414e-06
Position 3807: 4.202098980916436e-06
Position 16: 2.986501420045877e-06
Position 3774: 2.4755381959858265e-06
Position 11: 1.0557404068086714e-06
Position 37: 4.894232176456387e-07
Position 25: 4.1708933824983445e-07
Position 90: 4.1466791371862735e-07
Position 205: 3.909516824918056e-09
Position 315: 1.1894017558678302e-09
Position 177: 1.116897642328236e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5707: 0.999003820454821
Position 3869: 0.9949767790920272
Position 5874: 0.9927041936303006
Position 2819: 0.9885000696079659
Position 3658: 0.9868586555647377
Position 5496: 0.9505775314605225
