Gene = Spg20
index = 1013
Annotated 5SS: [  110  5688  9690 12818 14547 15582 16268 16482]
Annotated 3SS: [ 4875  9491 12646 14425 15386 16108 16390 23301]
SMsplice 5SS: [  110  9690 14547 16268 16482]
SMsplice 3SS: [ 9491 14425 16108 16390 23301]
top_k =  100
Partition function (log Z): -19.098468568735846

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.8909496047668439
Position 701: 0.5166750426689326
Position 9690: 0.37458843234366057
Position 2740: 0.08728065471215475
Position 142: 0.053649985879253737
Position 3463: 0.04763196060790875
Position 147: 0.013110185314014578
Position 2788: 0.012879174531132239
Position 1818: 0.008587726317077297
Position 501: 0.007138498725044216
Position 384: 0.006307114348545913
Position 154: 0.005781422879325663
Position 194: 0.005368807684295718
Position 499: 0.0036136111744215914
Position 95: 0.0026127838149742565
Position 2732: 0.0023874461847144496
Position 538: 0.002341090570543746
Position 764: 0.0021343340134849396
Position 1915: 0.0011503129985005257
Position 28: 0.0011068409101991808
Position 566: 0.001050643410322972
Position 116: 0.0010137403983984834
Position 348: 0.0009284729835763356
Position 228: 0.0007879696737586074
Position 286: 0.0007326936123226932
Position 423: 0.000531054343769487
Position 320: 0.00043392173052826606
Position 203: 0.00036231507801141107
Position 246: 9.261145858225808e-06
Position 296: 1.4079319770155536e-06
Position 44: 6.495604662245958e-08
Position 144: 6.483818698389984e-08
Position 58: 2.4154848616716534e-08
Position 179: 2.256432014101629e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4875: 0.4933948097509798
Position 633: 0.43655982168519425
Position 9491: 0.43283366424833203
Position 12007: 0.18567053476194034
Position 2596: 0.12346603497497462
Position 11092: 0.1094595421551238
Position 10338: 0.07945835542659649
Position 576: 0.05715994251860684
Position 3373: 0.024850320473443467
Position 3412: 0.024601961118784665
Position 358: 0.023319131678218204
Position 3614: 0.016073463469020353
Position 1656: 0.011835512365097611
Position 6706: 0.009663637948827103
Position 651: 0.007339124458140703
Position 6058: 0.005334487441791076
Position 3703: 0.0025873739696581515
Position 2778: 0.0013167115420233866
Position 2607: 0.0012653622552904484
Position 4811: 0.0011709458141652388
Position 1080: 0.0007582434692383305
Position 1994: 0.000685668679045195
Position 1844: 0.0006422246057182575
Position 972: 0.0004675042484381717
Position 222: 0.00032350005902067464
Position 405: 0.0002712753825638616
Position 251: 0.00021657302900215104
Position 1230: 0.00014011322900392266
Position 823: 0.00011218214498033692
Position 282: 9.908231967863366e-05
Position 316: 4.5203271245783905e-05
Position 286: 2.4378772809621174e-05
