Gene = Mcmbp
index = 664
Annotated 5SS: [  363 15383 16428 16560 19931 24550 26097 27832 30714 31414 33448 36017
 37001 38253 41177]
Annotated 3SS: [15296 16286 16517 19828 24404 25944 27730 30534 31289 33329 35850 36866
 38087 41087 41924]
SMsplice 5SS: [  363 15183 15383 16428 19931 27832 30714 33448 36017 37001 38253 41177]
SMsplice 3SS: [15075 15296 16286 19828 27730 30534 33329 35865 36866 38087 41087 43546]
top_k =  100
Partition function (log Z): -26.98896713139853

Sorted 5' Splice Sites (High to Low Probability):
Position 363: 0.9999932550159046
Position 16428: 0.7665790298244699
Position 15383: 0.6714227834074387
Position 15474: 0.30106107386511743
Position 17075: 0.12189104929364307
Position 1077: 0.00046086421985192314
Position 9040: 0.00034854630640210544
Position 7400: 0.0003257662809570119
Position 4396: 0.00028295564974352075
Position 2304: 1.4585930702627034e-05
Position 1183: 8.282204351046868e-06
Position 767: 2.412881551222503e-06
Position 27: 1.6121568720245672e-06
Position 763: 1.4283404374071586e-06
Position 12: 6.828660270497066e-07
Position 53: 4.1344601352409764e-07
Position 675: 1.7743236457119349e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 15296: 0.9931554154458678
Position 16286: 0.8206072395724812
Position 19828: 0.811853884224111
Position 16912: 0.15644259640570157
Position 16517: 0.051718704411380705
Position 16909: 0.02033151177699258
Position 9366: 0.003847116686604344
Position 8945: 0.0005775167409063353
Position 5702: 0.0004918336890130662
Position 923: 0.0004129246547426999
Position 7274: 0.0003257662809570119
Position 2697: 0.0002973694408837845
Position 4234: 0.0002620589862395262
Position 8735: 0.00018216264952746917
Position 5728: 0.00017223401472938186
Position 3442: 0.0001541344502448542
Position 4289: 0.00012864213349118115
Position 3360: 0.00012764459674203843
Position 6693: 0.00012484704980960257
Position 2000: 9.298818678324002e-05
Position 889: 9.207337760153463e-05
Position 6201: 9.166457787352394e-05
Position 6034: 8.453941509489124e-05
Position 2388: 6.0811428498374964e-05
Position 4673: 5.839533738515211e-05
Position 6444: 5.548622278437925e-05
Position 6050: 5.436181526811417e-05
Position 6356: 5.0101418021956704e-05
Position 2524: 4.770028599496678e-05
Position 3176: 4.7336323571093356e-05
Position 1044: 4.318530461990372e-05
Position 5731: 3.9687993361043414e-05
Position 4010: 3.6422550171580275e-05
Position 3676: 3.439028509158014e-05
Position 3839: 3.294861304402842e-05
Position 5466: 3.0240010534204248e-05
Position 5249: 2.540141295113094e-05
Position 4525: 2.3192212893610402e-05
Position 2188: 2.1770528156844536e-05
Position 3797: 1.7245322282174995e-05
Position 4781: 1.667657408812826e-05
Position 2338: 1.4894701839219298e-05
Position 3171: 1.4356853202176595e-05
Position 3972: 1.3384097052859143e-05
Position 3556: 1.183805435698904e-05
Position 1070: 1.177860885475541e-05
Position 1916: 1.1531135301024415e-05
Position 1471: 9.502352214211964e-06
Position 951: 7.743922922627328e-06
Position 2256: 6.939049859217269e-06
Position 1851: 6.366486398186952e-06
Position 1330: 6.175710704602147e-06
Position 1705: 3.713314239318884e-06
Position 1475: 3.203571152009318e-06
Position 2204: 9.195760537051109e-07
Position 2218: 8.262995413123025e-07
Position 2223: 5.032496717757578e-07
Position 2142: 4.1277199025772653e-07
Position 965: 2.491247863643099e-07
Position 1008: 2.2274478116453827e-07
Position 1131: 1.1365903666574967e-07
Position 929: 2.1431392029530375e-08
