Gene = Dcps
index = 324
Annotated 5SS: [  291  4985 39718 46601 49755]
Annotated 3SS: [ 4809 39571 46486 49643 51216]
SMsplice 5SS: [  291  4985 14289 37372 37698 39718 40948 46601 49755]
SMsplice 3SS: [ 4809 14195 37207 37571 39571 40853 46486 49643 51216]
top_k =  100
Partition function (log Z): -30.726172380736795

Sorted 5' Splice Sites (High to Low Probability):
Position 4985: 0.7909603124265426
Position 1885: 0.6269638581932231
Position 291: 0.5375637481048667
Position 14289: 0.5311943434744166
Position 72: 0.42781273987273344
Position 4879: 0.20631324008011173
Position 6833: 0.17350031921280992
Position 1811: 0.07000767432168126
Position 397: 0.035687974695292696
Position 10155: 0.03480886369529305
Position 4138: 0.02367367315681699
Position 1863: 0.01371815579948941
Position 1785: 0.008750278890222639
Position 1771: 0.006875456161266732
Position 3399: 0.003850459738278109
Position 564: 0.002276789369921067
Position 640: 0.002218790962792781
Position 234: 0.0011305812407310975
Position 1749: 0.0004796646943276778
Position 243: 0.0001249166029487689
Position 22: 2.66707483146026e-05
Position 77: 1.5364506740424433e-05
Position 207: 9.478172381670453e-06
Position 424: 5.389043604589148e-06
Position 383: 3.6601852550169247e-06
Position 402: 3.017498295845177e-06
Position 218: 2.6159108204065564e-06
Position 356: 2.3423170671646532e-06
Position 254: 1.203872641025185e-06
Position 341: 9.147564069810641e-07
Position 44: 7.779150078078419e-07
Position 183: 5.142109769258171e-07
Position 3: 1.5772620196554104e-07
Position 404: 1.5519002759671004e-07
Position 378: 1.4071218108030838e-07
Position 62: 1.2347401673846346e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4809: 0.999784009837692
Position 14195: 0.8801594404167519
Position 1683: 0.5734733467063309
Position 18287: 0.4212326372629551
Position 15882: 0.10996170621146151
Position 1723: 0.10926886603990627
Position 6673: 0.08982975425003678
Position 6787: 0.05842981859669781
Position 10137: 0.03914283825843454
Position 9848: 0.03709943524467895
Position 6700: 0.03447863737476311
Position 4078: 0.023673673156817003
Position 6935: 0.02036429772620459
Position 1726: 0.015422722908689037
Position 1841: 0.015239801804053266
Position 12721: 0.01323955534496432
Position 1688: 0.012086976487279341
Position 7276: 0.01010963690818246
Position 11436: 0.007633729694612476
Position 498: 0.0045961129538178505
Position 6938: 0.004161289435289902
Position 3141: 0.0038504597382781115
Position 232: 0.0036958608704649757
Position 6975: 0.002918267445782891
Position 5394: 0.0024860226080227104
Position 7224: 0.0017488886970628856
Position 6308: 0.0014917740306373294
Position 5830: 0.001011682303852712
Position 5081: 0.0003650623609711915
Position 6258: 0.0003632069312475481
Position 4973: 0.0002469151737995651
Position 5236: 0.00017523374260610487
Position 4949: 0.00012724887015318627
Position 4741: 0.00011424945227823003
Position 4634: 1.208088929212656e-06
