Gene = Rabif
index = 883
Annotated 5SS: [162]
Annotated 3SS: [11427]
SMsplice 5SS: [ 162 6574 8527]
SMsplice 3SS: [ 6518  8425 11427]
top_k =  100
Partition function (log Z): -9.607870363988729

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.9935933582867505
Position 6574: 0.7830078553724291
Position 8527: 0.7577311958031561
Position 4363: 0.2776345218148118
Position 1113: 0.09284426078562177
Position 751: 0.06805280092725582
Position 6161: 0.05968712333041918
Position 8583: 0.022138505918232222
Position 96: 0.003430323368115652
Position 123: 0.001979150345679189
Position 109: 0.000651750562031153
Position 512: 0.00014773716767685997
Position 290: 0.00010364107925250241
Position 788: 7.822880286656053e-05
Position 1411: 5.780123112396702e-05
Position 1585: 4.973632151738765e-05
Position 890: 3.7746096278805736e-05
Position 68: 3.7405531054615395e-05
Position 240: 3.176674404511351e-05
Position 395: 2.1834623266377864e-05
Position 313: 1.9531957560051017e-05
Position 514: 1.6996060588150587e-05
Position 772: 2.734967475088198e-06
Position 287: 1.0704158853235967e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8425: 0.8470563650088152
Position 6518: 0.7870738231931943
Position 11427: 0.7323251017244969
Position 4265: 0.2776345218148118
Position 1009: 0.09336070226375254
Position 8851: 0.09232644963816052
Position 630: 0.0605959541756958
Position 6059: 0.059687123330419076
Position 12440: 0.04739685760884732
Position 8440: 0.01601963601972291
Position 9289: 0.011810233594812009
Position 6663: 0.010226163322046782
Position 11326: 0.009281236405411116
Position 511: 0.006052521594963243
Position 600: 0.003424722036140359
Position 5649: 0.002667455342786328
Position 2109: 0.001514094477573077
Position 3123: 0.0009217132960842579
Position 4560: 0.000415407432668987
Position 3491: 0.00026625392910738883
Position 2315: 0.00024256410238555405
Position 378: 0.00022917364759050444
Position 239: 0.00018401463163312
Position 3406: 0.00014721995379167813
Position 1440: 0.000128667343585098
Position 1307: 9.492587008317886e-05
Position 2495: 9.248932844273396e-05
Position 582: 5.5100220682172403e-05
Position 428: 5.35744950226978e-05
Position 1633: 3.4577670347914715e-05
Position 161: 1.941463017124556e-05
Position 1263: 8.398577384894582e-06
Position 1444: 5.806567400333057e-06
Position 409: 1.6483419843824036e-06
Position 641: 7.227513580533848e-07
Position 635: 7.006215990076966e-07
Position 632: 6.82838391894465e-07
