Gene = Ibsp
index = 554
Annotated 5SS: [  184  3020  3162  3330  6876 10279]
Annotated 3SS: [ 2952  3110  3251  6809 10104 10850]
SMsplice 5SS: [  184  3020  3162  3330  6876 11061]
SMsplice 3SS: [ 2952  3110  3251  6809 10850 11156]
top_k =  100
Partition function (log Z): 2.915979901468841

Sorted 5' Splice Sites (High to Low Probability):
Position 3020: 0.9933465208594899
Position 3330: 0.9906926215832802
Position 6876: 0.9698695265585844
Position 184: 0.9316666428351228
Position 3162: 0.9248671972505654
Position 11080: 0.6104499380068934
Position 9254: 0.4723923205381435
Position 10279: 0.43669469510450876
Position 8545: 0.33004061970771525
Position 2414: 0.13158719311733072
Position 2732: 0.08182518588746764
Position 2835: 0.07450859987878389
Position 2720: 0.06334577046961994
Position 11001: 0.03871329572182998
Position 7259: 0.03758095317567005
Position 8795: 0.033470590402948995
Position 8473: 0.03260194742110739
Position 178: 0.025511189998766677
Position 2513: 0.020354423401653745
Position 21: 0.019384545762398418
Position 116: 0.01850208659816485
Position 518: 0.015976778595058454
Position 10709: 0.01565422050663058
Position 1920: 0.013758696878925603
Position 2068: 0.012207235111034229
Position 3944: 0.008169256503515635
Position 9329: 0.003227282125133203
Position 7431: 0.0016815036433065898
Position 1909: 0.000710023041205652
Position 1877: 0.0006423749259123569
Position 391: 0.0004826243300413657
Position 2197: 0.00042625318425613376
Position 2192: 0.00041285801898954794
Position 1870: 0.000352198939647536
Position 108: 0.0003452093927790546
Position 1915: 0.00015454855379941563
Position 2615: 8.532116243339066e-05
Position 2465: 7.480562155947316e-05
Position 1886: 7.055060435748397e-05
Position 1966: 3.410886722729345e-05
Position 1862: 3.331343708130776e-05
Position 825: 1.4055855516879002e-05
Position 3229: 6.966367043010732e-08
Position 248: 7.302923673600957e-09
Position 244: 4.996577239210824e-09
Position 59: 4.8808611756989635e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10850: 0.9872744402322985
Position 2952: 0.9756991361731825
Position 3110: 0.9574269399138806
Position 3251: 0.9499016916741165
Position 6809: 0.9444697931088418
Position 9135: 0.4805023698086825
Position 10104: 0.4366946951045085
Position 11156: 0.40087730801102894
Position 8417: 0.3503029460246426
Position 2385: 0.2990464701370461
Position 11178: 0.13811463761105774
Position 11159: 0.06742202587747091
Position 8686: 0.03180953102051735
Position 2711: 0.029797761566418994
Position 2574: 0.028163855474256514
Position 6614: 0.023911283647278243
Position 1799: 0.022665690758650592
Position 2652: 0.02136198189344298
Position 11206: 0.016974391082350902
Position 10506: 0.01565422050663058
Position 7126: 0.011747746943298583
Position 7074: 0.011285227814904502
Position 11607: 0.010501910012373123
Position 12009: 0.010241240284958417
Position 2991: 0.00969747994682949
Position 318: 0.00920449584420914
Position 7238: 0.00895376729540636
Position 8289: 0.006928023942103891
Position 3130: 0.006584866135563254
Position 10830: 0.006559840837157407
Position 6983: 0.005833564709618493
Position 3720: 0.005448679037471838
Position 8270: 0.005411597162076162
Position 1964: 0.005338683394047354
Position 11573: 0.005031720849483189
Position 3809: 0.0027205774660437974
Position 2618: 0.002646554554644159
Position 8708: 0.002520208913525595
Position 6643: 0.0018427646148372464
Position 386: 0.0015025925588084321
Position 6952: 0.0014421500557487126
Position 333: 0.001084570937468861
Position 2035: 0.00036533515751802764
Position 2112: 0.00022600897748961885
Position 2089: 0.00020644327473096216
Position 3052: 0.0001811725345731239
Position 3090: 0.00016163592989550224
Position 4094: 6.94874416719598e-05
Position 346: 3.433907756931681e-05
Position 351: 2.4877691708160513e-05
Position 276: 1.8218582928964265e-05
Position 662: 1.4055855516879031e-05
Position 3287: 7.845702518122633e-06
Position 3324: 2.637880486712648e-06
Position 3260: 2.4905443148338452e-06
Position 3204: 2.415504729842955e-06
Position 3226: 1.9596773979474073e-06
Position 3175: 8.136525573314777e-07
