Gene = Ncapg
index = 732
Annotated 5SS: [  215  1305  2583  4585  4935  6223  6823  8569 10053 11537 11988 17504
 18762 21908 23420 24008 25897 26250 26626 28992]
Annotated 3SS: [ 1100  2353  4438  4849  6029  6672  8427  9928 11452 11807 17392 18641
 21682 23237 23832 25734 26113 26553 28921 29928]
SMsplice 5SS: [  215  1305  4585  4935  8569 11537 11988 18762 21908 25897 26250]
SMsplice 3SS: [ 1100  4438  4849  8427 11452 11807 18641 21682 25734 26113 29928]
top_k =  100
Partition function (log Z): 8.649701654489494

Sorted 5' Splice Sites (High to Low Probability):
Position 4935: 0.9999999999999996
Position 18762: 0.9999999999999996
Position 11988: 0.9999999999999989
Position 1305: 0.9963632834489868
Position 25897: 0.9902170110641079
Position 8569: 0.984854180897982
Position 4585: 0.9673392395497252
Position 21908: 0.9440798954912037
Position 215: 0.9398677096163375
Position 26250: 0.9027059459431899
Position 2583: 0.6454432383615826
Position 11537: 0.436908592385275
Position 26626: 0.42459270677545086
Position 30039: 0.28628520336448016
Position 13171: 0.27733308823409636
Position 24848: 0.2566192226732701
Position 28992: 0.2537032161469441
Position 24008: 0.25338190088015766
Position 9093: 0.20091101956408058
Position 23420: 0.18952354659728632
Position 1634: 0.10660401238576493
Position 10053: 0.0970096092282956
Position 7786: 0.09601530614116383
Position 30000: 0.07851360396461766
Position 23423: 0.06310105000962075
Position 1884: 0.06133869326955805
Position 10086: 0.04586364314029832
Position 697: 0.04478950113923549
Position 21804: 0.03868439902588078
Position 713: 0.03571284120775941
Position 3069: 0.033618435583258964
Position 205: 0.02828935291910572
Position 823: 0.02764622061124764
Position 2104: 0.017853995917684544
Position 4712: 0.017369829958246787
Position 22727: 0.011311384810821303
Position 2510: 0.009546307655989354
Position 1014: 0.00948294123486765
Position 635: 0.009221160041089378
Position 23339: 0.00822797144871172
Position 320: 0.007049455864336899
Position 4607: 0.006991622243739082
Position 912: 0.006741686570766383
Position 1148: 0.0029203650315565008
Position 670: 0.0018811339795565024
Position 22505: 0.0014947050252196706
Position 4642: 0.0013216331620366267
Position 1161: 0.0008160674168808589
Position 687: 0.0006772067391979102
Position 302: 0.0006196956539991511
Position 1267: 0.00047134603220522247
Position 1211: 0.00037517771207052345
Position 472: 0.00029008573666988735
Position 185: 1.0390775095460726e-06
Position 338: 8.523227068692703e-07
Position 188: 3.961266712625214e-09
Position 131: 3.887549646289066e-09
Position 142: 2.5574505593771286e-09
Position 93: 7.318273611895533e-10
Position 73: 5.958932298374676e-10
Position 49: 3.3017114079842634e-10
Position 87: 2.7902275301004e-10
Position 25: 1.4671215243882457e-10
Position 27: 3.123464183011327e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 18641: 0.9999999999999996
Position 25734: 0.9997581296650938
Position 4849: 0.9927029642114826
Position 11807: 0.9892030236309395
Position 1100: 0.986750237348111
Position 8427: 0.984854180897982
Position 21682: 0.9760592445173721
Position 4438: 0.9680614437649048
Position 29928: 0.7156856054817738
Position 26113: 0.6930917421676585
Position 30136: 0.5602957543379746
Position 2353: 0.5018953329959298
Position 11452: 0.436908592385275
Position 26440: 0.3186156504418528
Position 23237: 0.2608525680556187
Position 24741: 0.25661922267327
Position 28921: 0.2537032161469443
Position 23832: 0.25362377121506413
Position 13068: 0.23096214906327361
Position 26037: 0.18155221443860545
Position 8980: 0.15082250825732357
Position 9928: 0.14287325236859388
Position 2487: 0.11934038591706814
Position 26457: 0.11720390828448209
Position 7692: 0.09601530614116383
Position 1367: 0.08572684673060672
Position 1790: 0.046693067447478157
Position 549: 0.03594404465392596
Position 13033: 0.03419149597077579
Position 27455: 0.03006117928841295
Position 2549: 0.029615678015642594
Position 8673: 0.029087894350591986
Position 441: 0.026637924566124425
Position 26757: 0.021032778546579207
Position 8843: 0.02100061695616505
Position 26005: 0.020306922083879648
Position 1561: 0.02003323686894286
Position 27870: 0.018747063547669047
Position 489: 0.01418892324061785
Position 3033: 0.013658387319966046
Position 4688: 0.01324056346971876
Position 13112: 0.01217944320004691
Position 1824: 0.011361328459218818
Position 22681: 0.01131138481082132
Position 11694: 0.010796976369060114
Position 471: 0.010695913114991167
Position 909: 0.009070621155237324
Position 1747: 0.00900047707216709
Position 1232: 0.007791260886627751
