Gene = Shfl
index = 975
Annotated 5SS: [ 295  812 1012 2594 2884 4330 4623]
Annotated 3SS: [ 687  961 2554 2733 4225 4467 4899]
SMsplice 5SS: [ 295  812 1012 2594 2884 4330 4623]
SMsplice 3SS: [ 687  961 2554 2733 4225 4467 4899]
top_k =  100
Partition function (log Z): 3.0325613151173494

Sorted 5' Splice Sites (High to Low Probability):
Position 4330: 0.9628074283341924
Position 812: 0.9051235996663226
Position 4623: 0.9035841530039024
Position 1012: 0.817485496081629
Position 2594: 0.6187822311419993
Position 2884: 0.587181918653353
Position 295: 0.4343504425284543
Position 109: 0.2643449338157735
Position 2621: 0.25745917406861235
Position 2851: 0.23224553502405218
Position 57: 0.1895582001665093
Position 1074: 0.1543690534767899
Position 2636: 0.10993009300341312
Position 258: 0.05979867871193844
Position 4748: 0.031522249781238756
Position 5113: 0.014787265706588228
Position 2856: 0.014334612202492353
Position 2866: 0.011048693517425379
Position 1130: 0.004033910946808409
Position 1719: 0.0029063927423936854
Position 405: 0.002740534358183723
Position 807: 0.002371382735441343
Position 2228: 0.001423543813061973
Position 421: 0.0014232533911561675
Position 826: 0.0009356703925891914
Position 121: 0.0008609773889307079
Position 398: 0.0008175414170641873
Position 1310: 0.0007550681303857918
Position 143: 0.0006791047764083552
Position 1614: 0.0006410382970796372
Position 630: 0.00034946415694089947
Position 2700: 0.00013195340342146147
Position 842: 0.00010807631841918303
Position 154: 7.624795336979555e-06
Position 18: 1.293284646086138e-06
Position 168: 2.0314412921934773e-07
Position 8: 1.6372542961316655e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2554: 0.9779934940836101
Position 4225: 0.9636371849946531
Position 961: 0.9331806429880979
Position 4467: 0.8271394765090776
Position 2733: 0.8145080033957294
Position 687: 0.786327220245624
Position 4899: 0.3933319981136064
Position 4842: 0.36137226143360895
Position 4881: 0.05581898936815755
Position 4441: 0.041055334962271824
Position 4937: 0.03836723245316624
Position 152: 0.03239649333402921
Position 901: 0.03233537695648456
Position 4702: 0.03205238381517354
Position 4728: 0.030522058315831463
Position 664: 0.02911057699375748
Position 4480: 0.024533091277972142
Position 2767: 0.022732990386097558
Position 4996: 0.02248548849541297
Position 4857: 0.02248194524942198
Position 4993: 0.021602645818459408
Position 4451: 0.01987673198124528
Position 5604: 0.015709578941750693
Position 4575: 0.010864097404740569
Position 4664: 0.008937409794697216
Position 4705: 0.006323349221061185
Position 4965: 0.00585559950345556
Position 2444: 0.005456426094067055
Position 5190: 0.004904124792411952
Position 226: 0.004613531828620923
Position 2381: 0.004527708066249069
Position 936: 0.0034545049551283746
Position 2789: 0.00343356981711768
Position 857: 0.0033230401566640175
Position 4598: 0.003147536603499012
Position 247: 0.0022547323658409445
Position 1097: 0.002201299721466952
Position 207: 0.0021974174060912163
Position 1548: 0.002143158228188126
Position 557: 0.0019597612135930464
Position 2280: 0.0016745415584463
Position 2088: 0.001423543813061973
Position 1659: 0.0014042728112851927
Position 2691: 0.0013839698248389273
Position 161: 0.0013698057483147246
Position 197: 0.0013043015535613004
Position 876: 0.0012988469295620276
Position 4604: 0.0010394975716744798
Position 171: 0.0009408766386885229
Position 629: 0.0005983015606580154
Position 3995: 0.0005884011073476712
Position 474: 0.00036144169851243826
Position 2354: 0.0003133637862705714
Position 201: 0.000285233732399904
Position 186: 0.00015073530232349224
Position 235: 0.00014123160024403803
Position 513: 0.00012010925502270747
Position 4939: 9.433470106672828e-05
Position 539: 5.800610512063734e-05
Position 282: 5.096092378724283e-05
Position 4901: 5.048839850058896e-05
Position 131: 3.3881022795640466e-05
Position 253: 2.3124008777315918e-05
Position 257: 1.904858068300403e-05
Position 1034: 2.1432219533307304e-06
Position 496: 1.0894970138362125e-06
Position 938: 6.255687503231982e-07
Position 972: 3.1229571766094466e-07
