Gene = Sdhc
index = 958
Annotated 5SS: [   45  4848  7046 11910 14611]
Annotated 3SS: [ 4790  6943 11847 14446 20697]
SMsplice 5SS: [   45  4848  7046 14611]
SMsplice 3SS: [ 4790  6943 14446 20697]
top_k =  100
Partition function (log Z): -14.318347183228164

Sorted 5' Splice Sites (High to Low Probability):
Position 7046: 0.994698727020165
Position 4848: 0.9278363532331871
Position 45: 0.7078996505033625
Position 3318: 0.1306975388417839
Position 4644: 0.12526029075858838
Position 124: 0.09333289830577109
Position 520: 0.06963030605473074
Position 501: 0.06942520048545632
Position 5652: 0.04373954155088104
Position 11910: 0.03818710683832341
Position 160: 0.03665542448881857
Position 12187: 0.03193191518519698
Position 12206: 0.017726072633925193
Position 2695: 0.017616231507306374
Position 4463: 0.0162205099483979
Position 7651: 0.015912544886130527
Position 4403: 0.01075185798225487
Position 4916: 0.009466503793184432
Position 6235: 0.007157875408695862
Position 915: 0.005829909916993731
Position 335: 0.005803113213175378
Position 115: 0.0057338836537546255
Position 595: 0.005689613377938628
Position 8730: 0.0042614620618265766
Position 8114: 0.004115558391933435

Sorted 3' Splice Sites (High to Low Probability):
Position 6943: 0.9862127974754372
Position 4790: 0.9160563998049327
Position 10788: 0.28509637830582674
Position 12345: 0.1811294432698638
Position 11155: 0.12752106337644975
Position 11847: 0.12010054712433788
Position 3127: 0.11601942992155156
Position 13649: 0.08272542139507057
Position 4544: 0.06544372126705947
Position 9956: 0.06248183246060595
Position 12097: 0.05635999192611703
Position 4520: 0.04517796776601369
Position 8559: 0.04110721410665631
Position 4586: 0.03588505894695473
Position 4347: 0.026972367930652774
Position 13922: 0.026110105104223708
Position 5465: 0.01714122541870112
Position 9723: 0.016012277103478155
Position 2498: 0.015009924235551558
Position 5543: 0.014983064945969328
Position 3148: 0.014678108920232353
Position 6966: 0.012729484326665621
Position 10524: 0.011894750578747774
Position 9800: 0.010099584710224298
Position 11522: 0.009651219091080476
Position 7544: 0.00911013818022971
Position 7590: 0.00777551803182808
Position 5518: 0.007518246409576837
Position 9045: 0.007492336426542365
Position 6013: 0.0071578754086958594
Position 9425: 0.006756492954246586
Position 7751: 0.005654646561805489
Position 9070: 0.005546479668429337
Position 9377: 0.005501377163210537
Position 8336: 0.005191987423508453
Position 7193: 0.004439719609039223
Position 7887: 0.004281108231064071
Position 5499: 0.004097004776633755
Position 7957: 0.0038689368007253696
Position 2494: 0.002606307271754875
Position 8583: 0.001982261860876859
Position 7279: 0.001962627358963056
Position 8832: 0.0018793585057568475
Position 8418: 0.0018590286599832165
Position 8652: 0.0016863500130322932
Position 6916: 0.001057718197898706
Position 7564: 0.0008531797385968219
Position 7400: 0.0006542847723571981
Position 7500: 4.772650462298216e-05
