Gene = Tbcb
index = 1060
Annotated 5SS: [ 693 1147 4669 5429 7800]
Annotated 3SS: [1002 4571 5236 7726 7924]
SMsplice 5SS: [ 693 1147 4472 4837 5380 7800]
SMsplice 3SS: [1002 4364 4571 5236 7665 7924]
top_k =  100
Partition function (log Z): -4.263341696960848

Sorted 5' Splice Sites (High to Low Probability):
Position 1147: 0.9101717953457836
Position 4472: 0.6676326138734318
Position 4837: 0.5381195293195268
Position 5380: 0.5121825561586986
Position 693: 0.49012767603477186
Position 5429: 0.39837235428304596
Position 915: 0.3895347247311996
Position 585: 0.22152689314306964
Position 4669: 0.2105634585602196
Position 4696: 0.18932392818976762
Position 7800: 0.15654162618287454
Position 4331: 0.10541900785299163
Position 6841: 0.03813158285913575
Position 4299: 0.03004140089968562
Position 4700: 0.026350787363944556
Position 5421: 0.01695941456191329
Position 3219: 0.016517651726863855
Position 4504: 0.0111620079839639
Position 712: 0.008094394598214642
Position 3556: 0.006057714406898389
Position 409: 0.005783423345388957
Position 4509: 0.005646523975293461
Position 468: 0.005235537157197063
Position 4984: 0.004687391211292874
Position 451: 0.004493653742987851
Position 667: 0.0033235889958080646
Position 531: 0.00308177052765652
Position 1364: 0.002391450977695898
Position 391: 0.0020619897539973183
Position 223: 0.001929385633664609
Position 841: 0.0018850221085686836
Position 609: 0.0017306239962714418
Position 3094: 0.0017120682259086784
Position 2498: 0.001545716125093104
Position 446: 0.0013668384148604734
Position 5107: 0.0012392660178819927
Position 4704: 0.0010475886732851188
Position 4604: 0.0010320969775078973
Position 4994: 0.0010065947869631181
Position 384: 0.000632464558245478
Position 1086: 0.0006215791137017339
Position 646: 0.000578814421812563
Position 1481: 0.0005512509934579827
Position 533: 0.00044773274735790587
Position 37: 0.0003709222674309233
Position 893: 0.00035270738588606183
Position 686: 0.000352116513156932
Position 701: 0.00024470997462706207
Position 359: 1.530680886399932e-06
Position 265: 1.3661083432794656e-06
Position 413: 9.139604894489053e-07
Position 202: 1.5655117119374057e-07
Position 615: 8.442644807036287e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4571: 0.9889304052305063
Position 5236: 0.9605324718909511
Position 1002: 0.9089501641067765
Position 4364: 0.5885354299504403
Position 7924: 0.33141153301440074
Position 6705: 0.24212831314240343
Position 4210: 0.22702369369552383
Position 7665: 0.16577586358231888
Position 5610: 0.13466832682651697
Position 6767: 0.10771181507499705
Position 5515: 0.10589745818412953
Position 786: 0.054420808889534024
Position 779: 0.04112967493598073
Position 808: 0.025421820544239433
Position 6162: 0.021957104302303115
Position 2999: 0.015067338152720874
Position 5184: 0.013104618523064366
Position 7955: 0.01037490822454116
Position 6044: 0.008384854749301354
Position 3372: 0.006057714406898389
Position 574: 0.004353486610374115
Position 4227: 0.004342430939402468
Position 6549: 0.0038514128979302235
Position 830: 0.003796214904527297
Position 759: 0.003163966053350001
Position 3018: 0.0031397615065682427
Position 625: 0.0029725490459887316
Position 1066: 0.002718975363872766
Position 628: 0.0021498389596698647
Position 1225: 0.0018547267232537172
Position 2345: 0.001545716125093104
Position 832: 0.001241345651261958
Position 684: 0.001004369662247738
Position 5264: 0.0008290895026938305
Position 796: 0.0007035541117527836
Position 850: 0.0006977656409283034
Position 507: 0.0004423418992905683
Position 774: 0.0004413506085983492
Position 656: 0.00035564928406306494
Position 510: 0.0002726252559793758
Position 640: 0.0002447144355472234
Position 478: 0.0002190633061795866
Position 504: 0.0001720424117415067
Position 527: 7.314089445355253e-05
Position 450: 4.3888268624842846e-05
Position 472: 3.96859250216547e-05
Position 2965: 2.2620293483411185e-05
Position 1332: 7.479707021027884e-06
Position 653: 1.5053082721255353e-06
Position 664: 1.0811413360608914e-06
Position 1028: 5.480564364574039e-07
Position 948: 5.014342210022549e-07
Position 369: 2.390696031263415e-07
