Gene = Nfrkb
index = 744
Annotated 5SS: [   79  2858  5973  8639 10306 10946 11602 12453 13138 13856 14512 14812
 15944 16087 16883 17438 19466 23205 23733 24087 24446 25198 28593 32891
 33758]
Annotated 3SS: [ 2684  5770  8510 10130 10843 11527 12367 12956 13746 14384 14745 15863
 16042 16821 17262 19358 23080 23652 23871 24174 24984 27824 32783 33621
 33862]
SMsplice 5SS: [   79  2858  8639 10306 10946 11602 12216 12453 14512 14707 15944 16087
 19243 19466 23205 23733 24087 24446 25198 27907 32891 33758]
SMsplice 3SS: [ 2684  8510 10130 10601 11527 12092 12333 14384 14592 15863 16042 19168
 19358 23080 23652 23871 24174 25090 27824 32783 33621 33862]
top_k =  100
Partition function (log Z): 35.66366192005372

Sorted 5' Splice Sites (High to Low Probability):
Position 27907: 1.0000000000000036
Position 14512: 0.9983137889200572
Position 12453: 0.9980973100932705
Position 19466: 0.9977102950767714
Position 11602: 0.9856824215810267
Position 23733: 0.9840883336743262
Position 32891: 0.9636748296683119
Position 15944: 0.9531227427995428
Position 10306: 0.9222589206035045
Position 23205: 0.9117589003247015
Position 33758: 0.9061931988524924
Position 8639: 0.8936053172936073
Position 24087: 0.8899696879296978
Position 2858: 0.885790108220569
Position 79: 0.8556933301329491
Position 12216: 0.8282306318630378
Position 24446: 0.7712145482027289
Position 5973: 0.7165204038479581
Position 25198: 0.7127552233953989
Position 16087: 0.6564593363796613
Position 10946: 0.641067920198412
Position 5564: 0.6369197425449603
Position 14707: 0.6357313798391705
Position 19243: 0.5908734291457326
Position 16883: 0.545556684816603
Position 13856: 0.5154112984501248
Position 17438: 0.3223353503455205
Position 16107: 0.29953519211079715
Position 14812: 0.2587488324829709
Position 26366: 0.2532230430112615
Position 16612: 0.24187327092272046
Position 20137: 0.23737209719536545
Position 19292: 0.22984441333281794
Position 24308: 0.2136028731521472
Position 13138: 0.1673022789639299
Position 13215: 0.15563574285625015
Position 1119: 0.13252839610005682
Position 55: 0.13124678610401233
Position 1449: 0.1249597033083719
Position 23567: 0.10923700837912721
Position 28593: 0.10166934903741892
Position 2828: 0.08139417170252822
Position 22136: 0.06952033925295942
Position 26398: 0.06746730958725182
Position 1095: 0.06743533415381947
Position 23219: 0.06670602819253776
Position 10710: 0.06083440583495932
Position 12036: 0.05374199894698072
Position 5685: 0.04825062554160074
Position 21385: 0.047643113243547995
Position 1058: 0.0466680581593663
