Gene = Ostc
index = 785
Annotated 5SS: [ 208 3495 6129]
Annotated 3SS: [ 3400  5930 12965]
SMsplice 5SS: [ 208 3495 6129]
SMsplice 3SS: [ 3400  5930 13343]
top_k =  100
Partition function (log Z): -8.63375640273203

Sorted 5' Splice Sites (High to Low Probability):
Position 3495: 0.9929614424102393
Position 6129: 0.9604418980252941
Position 208: 0.722657663333866
Position 5770: 0.09497452909716374
Position 177: 0.08944656273001629
Position 183: 0.07270204744195435
Position 231: 0.04046431051952535
Position 7208: 0.0331259185338468
Position 167: 0.02364040426539772
Position 778: 0.012665699833222598
Position 165: 0.011238022779121936
Position 5805: 0.010787727115775818
Position 5638: 0.009591846501808913
Position 284: 0.00946304791926288
Position 1612: 0.007896115192494588
Position 24: 0.006247551283706159
Position 4901: 0.0060744549480659955
Position 3581: 0.005290787417138453
Position 451: 0.0042015374628258705
Position 837: 0.003601473842240905
Position 141: 0.0033411956503123096
Position 628: 0.003078197689967333
Position 7896: 0.0024744555593726554
Position 1688: 0.002369893118631872
Position 2323: 0.0023634820132411123
Position 2663: 0.002238740170583187
Position 6314: 0.0008831663370741583
Position 489: 1.3099414193732397e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3400: 0.9975867296115917
Position 5930: 0.8546764950843455
Position 13343: 0.5570665781383166
Position 6047: 0.07608016980682493
Position 12965: 0.06658786082371396
Position 12117: 0.04556276138514722
Position 5603: 0.04546949935850995
Position 8125: 0.04394144589801177
Position 6280: 0.038594526602331126
Position 6430: 0.03841507769148158
Position 5995: 0.03739598584866169
Position 5667: 0.035725449445757326
Position 7734: 0.03007601988203418
Position 7057: 0.02601009294076001
Position 11897: 0.024365475657216324
Position 7703: 0.01818132871578122
Position 11359: 0.015410979623932463
Position 5711: 0.013703836082498314
Position 7197: 0.013126937714112132
Position 7482: 0.01261585159926404
Position 8519: 0.012402824166744387
Position 10753: 0.012331516962355361
Position 5560: 0.011831559552837498
Position 10010: 0.01037663186058267
Position 9745: 0.007541634974669761
Position 5524: 0.007434510806264317
Position 10440: 0.007219731848129387
Position 6930: 0.007219527038049648
Position 4761: 0.004992748651059696
Position 6601: 0.004973819117934974
Position 9726: 0.0047151125376478295
Position 9448: 0.004607221168773179
Position 9407: 0.004522254541108307
Position 1412: 0.004302915985886664
Position 7521: 0.004180199712123621
Position 1562: 0.004069308899598296
Position 6798: 0.0028072531772368407
Position 581: 0.0027608141656167307
Position 8015: 0.002283289787154273
Position 7355: 0.002247901391416537
Position 4736: 0.0022387724955046677
Position 6545: 0.002114007628448739
Position 6212: 0.002000478844470938
Position 7290: 0.0018189148197362084
Position 5302: 0.0018109900037049456
Position 1608: 0.0014797986964657274
Position 2236: 0.001406375544382319
Position 2590: 0.001399478986783547
Position 3434: 0.0009943305603228863
Position 6915: 0.0009703539663014734
Position 2183: 0.0009571064688587937
Position 6838: 0.0008806005466270782
Position 2479: 0.0008392611837996399
Position 6528: 0.0006686289201634874
Position 4168: 0.0005302922477159245
Position 1310: 0.0004139847291757668
Position 3729: 0.0002794426613158517
Position 6252: 1.8574047087271797e-05
