Gene = Rexo2
index = 898
Annotated 5SS: [ 205 1302 5492 6210 7580 8792]
Annotated 3SS: [ 1217  5413  6097  7470  8737 11664]
SMsplice 5SS: [ 321 5492 6210 7580]
SMsplice 3SS: [ 5413  6097  7470 11664]
top_k =  100
Partition function (log Z): -3.394351817304166

Sorted 5' Splice Sites (High to Low Probability):
Position 5492: 0.991913036197557
Position 7580: 0.9570069374682915
Position 6210: 0.8480020114273378
Position 321: 0.7249454935217172
Position 1302: 0.43550707223816415
Position 5345: 0.21007527636671364
Position 8792: 0.19207198315902518
Position 7858: 0.17988552380778108
Position 11786: 0.1460192501220495
Position 205: 0.13456872555680288
Position 1306: 0.10387062272329604
Position 312: 0.09066218024163875
Position 792: 0.0807609219671657
Position 2159: 0.07986373470050476
Position 498: 0.07068514264863508
Position 7340: 0.04417092260752198
Position 1359: 0.038948722193079655
Position 143: 0.03830641446816433
Position 1400: 0.03399856233980708
Position 2850: 0.03030130580005039
Position 9432: 0.02284806207478464
Position 5770: 0.01723577692413938
Position 7326: 0.008853938265045424
Position 648: 0.0042943939380011235
Position 2015: 0.003678684072222576
Position 231: 0.0036398623620592365
Position 67: 0.0033520964741594133
Position 494: 0.0028922335143318333
Position 475: 0.0022486445143551892
Position 562: 0.0012449224325424473
Position 55: 0.001011374630276058
Position 972: 0.0009988191096324615
Position 1316: 0.0006347000007998488
Position 797: 0.0005403791474670234
Position 533: 0.0004371115026771184
Position 801: 0.00027609865783863416
Position 7554: 0.0002288761550177397
Position 187: 3.669124824952263e-05
Position 211: 3.191667444044426e-05
Position 97: 3.0112919997251845e-05
Position 131: 2.5866861042129472e-05
Position 364: 1.984006314686261e-05
Position 346: 6.104448808071739e-06
Position 259: 2.4997921677729098e-06
Position 193: 1.20454034783297e-06
Position 117: 8.710684107361331e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5413: 0.9845391490081472
Position 7470: 0.9565923706838831
Position 6097: 0.833678652482395
Position 11664: 0.7286324863218708
Position 1217: 0.6129596794951468
Position 5229: 0.21744916355612387
Position 7700: 0.20358738092795756
Position 8737: 0.19406192461424843
Position 438: 0.13745781344527278
Position 11644: 0.10637800410085134
Position 11907: 0.08963832119413283
Position 7712: 0.08772998395486373
Position 2099: 0.07986373470050477
Position 11984: 0.05638092892791675
Position 7198: 0.04725790548773365
Position 9289: 0.046378282546639726
Position 2625: 0.030301305800050377
Position 5711: 0.017235776924139388
Position 700: 0.008591775377740517
Position 6112: 0.007016405284156217
Position 11345: 0.006652929329208206
Position 7297: 0.006571840873443835
Position 6116: 0.005968986455172665
Position 682: 0.005157640003102649
Position 8791: 0.003778741004303739
Position 10210: 0.003717432333483816
Position 7543: 0.003537420419517199
Position 9591: 0.0031838084100162707
Position 9407: 0.0025887092080415118
Position 293: 0.0025627224062872798
Position 290: 0.0024154852045582347
Position 9234: 0.002104602723747788
Position 547: 0.0018549144651100209
Position 5926: 0.0018273758005336298
Position 9061: 0.0018230120027369428
Position 1957: 0.0016637643392646401
Position 1989: 0.0010842689903787324
Position 1721: 0.0007656504486992076
Position 858: 0.0007619013348349602
Position 455: 0.00040070305780032933
Position 296: 0.0003300063006050807
Position 311: 0.00023724599452999834
Position 894: 0.00023691777479750218
Position 411: 0.00020956953200602357
Position 661: 0.00019193245368351054
Position 458: 0.00018720155690239083
Position 720: 0.0001775745746289453
Position 1789: 0.00016500029387999537
Position 561: 0.0001390591141643609
Position 269: 0.00010667574648093236
