Gene = E130309D02Rik
index = 353
Annotated 5SS: [ 458 1183 3650 7745 8595]
Annotated 3SS: [  960  3483  7219  8554 13356]
SMsplice 5SS: [ 458 1183 3650 7745 9279]
SMsplice 3SS: [ 1067  3609  7665  9204 13356]
top_k =  100
Partition function (log Z): -2.8686582671478016

Sorted 5' Splice Sites (High to Low Probability):
Position 7745: 0.9992903899829844
Position 3650: 0.9984176352192063
Position 1183: 0.977524749012969
Position 9279: 0.921912161829942
Position 458: 0.6362539223061792
Position 4097: 0.24240453450369687
Position 9586: 0.2056092779986815
Position 4103: 0.20151461841237753
Position 8499: 0.16168391925562836
Position 323: 0.15545117594870397
Position 8595: 0.1320618124922582
Position 11502: 0.12707080854341857
Position 7377: 0.11749804258807088
Position 145: 0.1159054219738036
Position 1265: 0.01768890807274978
Position 155: 0.017181038670129784
Position 6155: 0.01526725182759768
Position 5424: 0.013606722136810873
Position 415: 0.012042866451913955
Position 428: 0.011174085197497926
Position 486: 0.011113761647120142
Position 8518: 0.009555105179110646
Position 507: 0.008336884866960922
Position 5536: 0.007896267776681565
Position 32: 0.007214299124281322
Position 1163: 0.0047838471750519685
Position 4182: 0.003522532716601285
Position 614: 0.0032261535040862726
Position 854: 0.0031679890061318996
Position 132: 0.002318312439538968
Position 914: 0.00226212698314
Position 205: 0.002243371764474238
Position 232: 0.0021663004273581865
Position 1885: 0.0019824241246604824
Position 896: 0.001968755327718672
Position 328: 0.001776728239335922
Position 189: 0.0017176120719726762
Position 2430: 0.0016594839331616502
Position 625: 0.0016232751721908252
Position 617: 0.0015285443584775104
Position 656: 0.001327374518982233
Position 3505: 0.0007873123857593375
Position 3967: 0.00024269272604235119
Position 5084: 4.0315596781241716e-05
Position 3903: 3.534748267564441e-05
Position 1254: 1.014375348114261e-06
Position 1382: 5.700076326434648e-07
Position 1212: 4.602655340672102e-07
Position 1244: 4.510907130819064e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1067: 0.9505689147319664
Position 7665: 0.8896828662743294
Position 9204: 0.7555787872274757
Position 13356: 0.546937579734434
Position 3609: 0.3485385868312187
Position 4056: 0.3419170958207781
Position 3483: 0.3153589890205169
Position 8394: 0.2731889531699545
Position 3428: 0.26876587819830444
Position 11326: 0.24194803993789513
Position 9478: 0.20279898516524056
Position 9168: 0.18080577612962745
Position 7219: 0.1559097852443072
Position 13116: 0.11373913827235368
Position 7524: 0.06649579921048314
Position 13178: 0.04692903007144046
Position 12445: 0.04563730654002487
Position 3849: 0.04218427440014691
Position 11541: 0.03991192124680519
Position 3936: 0.038842214497862564
Position 960: 0.03872616635153096
Position 3442: 0.03640621638896245
Position 8554: 0.03522528847431811
Position 11563: 0.03295913542582428
Position 5334: 0.021652244325876896
Position 3564: 0.021061017437214967
Position 11848: 0.020614083495340628
Position 4033: 0.01731044384721289
Position 6006: 0.01322621893753034
Position 12579: 0.007486585367083003
Position 3997: 0.007434577984731979
Position 7823: 0.00618673923412725
Position 7336: 0.00526033744656575
Position 8137: 0.005203157036702256
Position 3370: 0.003834193092283046
Position 1007: 0.0031674452578335376
Position 3387: 0.0022688966839859805
Position 1017: 0.002202589662403626
Position 6052: 0.0020410328900673414
Position 8928: 0.0020329687533771953
Position 978: 0.0020054396149918
Position 3232: 0.0017541414353151917
Position 2190: 0.001517170789470845
Position 1075: 0.0014817928953942017
Position 934: 0.0010209445817071804
Position 1044: 0.0008254074454566494
Position 1710: 0.0007227859086224434
Position 3334: 0.0005997381062940058
Position 1778: 0.0005494776127570682
Position 1525: 0.0005426994981257473
Position 3190: 0.00039322239804636864
Position 3116: 0.0002240680128236185
Position 1822: 0.00016746110515522355
Position 2324: 0.00014231314369080421
Position 4975: 4.0315596781241716e-05
Position 3840: 2.6058142196314866e-05
Position 3717: 5.061148464885777e-06
Position 894: 1.2994587135956482e-06
