Gene = Odaph
index = 778
Annotated 5SS: [84]
Annotated 3SS: [7169]
SMsplice 5SS: [84]
SMsplice 3SS: [7169]
top_k =  100
Partition function (log Z): -8.88105190763546

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.974519190878975
Position 555: 0.6186372380664802
Position 2180: 0.07044619043955717
Position 803: 0.06322140217343082
Position 68: 0.00594621397464483
Position 3251: 0.005909129715038206
Position 61: 0.005842918846197885
Position 150: 0.0017896470354038408
Position 53: 0.0015789766615065327
Position 289: 0.0008209609765744683
Position 408: 0.0005635133239597096
Position 117: 0.0002666552010575525
Position 109: 0.00020843689491654497
Position 113: 0.00019273889129170523
Position 415: 0.0001075144140299012
Position 278: 9.752893193055874e-05
Position 212: 5.906728810990276e-05
Position 46: 2.692331278668692e-05
Position 396: 1.2965642964837591e-05
Position 90: 1.0952267999251492e-05
Position 65: 2.877355158151165e-08
Position 38: 2.6347841531047767e-08
Position 210: 2.3068348272602503e-08
Position 162: 9.687233836995929e-09
Position 96: 6.172533337445928e-09
Position 111: 5.968428262755377e-09
Position 188: 2.643595925919882e-09
Position 179: 1.902600292740762e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7169: 0.57398924300305
Position 475: 0.2987165929409504
Position 287: 0.25752136160000627
Position 667: 0.12800067738683304
Position 1810: 0.08062346539633242
Position 1781: 0.07963858266149665
Position 3367: 0.06608606114951841
Position 7135: 0.06573122990069002
Position 478: 0.057549745072723965
Position 932: 0.025340062354789035
Position 3250: 0.018911302579418032
Position 2972: 0.013622457273515631
Position 2131: 0.011819783775518167
Position 614: 0.01177221372769893
Position 449: 0.011502998673085322
Position 206: 0.010507427767903397
Position 1667: 0.008660368451699122
Position 3319: 0.006090531730019399
Position 1722: 0.004232914045551156
Position 1585: 0.0035450525229835453
Position 1704: 0.002745096798889594
Position 377: 0.002571401042826816
Position 1927: 0.0025300942466730644
Position 1747: 0.002509356888917815
Position 1027: 0.001743677297882466
Position 2374: 0.0015720342034939386
Position 874: 0.0007466888202719093
Position 800: 0.0006146615747896041
Position 1290: 0.0005736474134943152
Position 389: 0.0004690760006416529
Position 335: 0.00010108770265590886
Position 360: 6.563035081716909e-05
Position 430: 4.442960175532075e-05
Position 490: 2.8752241178039974e-05
Position 227: 1.730172468573296e-05
Position 482: 1.2861802766696744e-05
Position 337: 1.2130168554074715e-05
Position 354: 1.052279760397443e-05
Position 261: 7.925366718905376e-06
Position 697: 7.528594991488784e-06
Position 248: 6.498645129981948e-06
Position 267: 5.578451491336432e-06
Position 149: 2.1403863406391507e-07
