Gene = Rita1
index = 903
Annotated 5SS: [ 316  610 1212]
Annotated 3SS: [ 514  859 2626]
SMsplice 5SS: [ 316 1212]
SMsplice 3SS: [ 859 2445]
top_k =  100
Partition function (log Z): -5.076389148655173

Sorted 5' Splice Sites (High to Low Probability):
Position 1212: 0.7491273054631372
Position 316: 0.6593988918262693
Position 201: 0.30976623696798694
Position 610: 0.14518462765484097
Position 1148: 0.1047112366846965
Position 643: 0.0739105553511365
Position 3237: 0.06873747667342696
Position 189: 0.026826903450720467
Position 2524: 0.01739664488112099
Position 1467: 0.01370031232885644
Position 1217: 0.006949348872498363
Position 2520: 0.003847494426371707
Position 715: 0.0023010701455894057
Position 47: 0.0022606437235383435
Position 382: 0.0002482797850855707
Position 102: 5.642086916235667e-05
Position 1369: 5.6286256343014364e-05
Position 1088: 5.3451000139369954e-05
Position 10: 3.591033718159008e-05
Position 293: 1.2216099528403666e-05
Position 57: 9.223153193129654e-06
Position 17: 7.956076361352063e-06
Position 83: 6.982582577161725e-06
Position 26: 3.365622968816519e-06
Position 55: 1.0205581869638927e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.6291792685037166
Position 2445: 0.5102510996233262
Position 1083: 0.2149296513917555
Position 2626: 0.17548586845972514
Position 3333: 0.13026260053564875
Position 514: 0.08349862225846875
Position 2935: 0.08139537241377537
Position 549: 0.05886530885184385
Position 530: 0.05014448123126395
Position 1060: 0.03422432921082879
Position 3038: 0.031734758414740466
Position 1293: 0.018181780794873526
Position 963: 0.014988050545701414
Position 3344: 0.014190174621134038
Position 1031: 0.013354953095892139
Position 1568: 0.013126313504336498
Position 518: 0.013040172900805589
Position 1456: 0.011473373774524427
Position 1779: 0.010908604888446593
Position 1166: 0.0092805256800629
Position 2897: 0.006760607738460996
Position 1413: 0.006250893837590113
Position 1036: 0.006200730722078889
Position 410: 0.005688304974383902
Position 1803: 0.00530305935328505
Position 2745: 0.00516530837529449
Position 2755: 0.005161464588150657
Position 2779: 0.004479555917627809
Position 1699: 0.004023704444407415
Position 3406: 0.003692692012731169
Position 556: 0.0035725749496546533
Position 767: 0.00333933018587073
Position 441: 0.0016916944568471756
Position 184: 0.001318331631208917
Position 938: 0.0011542456753474374
Position 302: 0.000714333585469297
Position 568: 0.0005046625750352625
Position 263: 0.00035847985964359056
Position 137: 0.0002573831837067267
Position 114: 0.0001713627393702495
Position 373: 0.00010500087259617064
Position 130: 9.933705223305383e-05
Position 808: 8.123827725817773e-05
Position 429: 2.5308179449394587e-07
