Gene = Hirip3
index = 540
Annotated 5SS: [ 545  749  955 2279 2514 2690]
Annotated 3SS: [ 627  845 1196 2347 2590 2761]
SMsplice 5SS: [ 545  749  955 1392 2690]
SMsplice 3SS: [ 627  845 1196 2590 2761]
top_k =  100
Partition function (log Z): 5.862037708167081

Sorted 5' Splice Sites (High to Low Probability):
Position 2690: 0.9936944801066053
Position 749: 0.9814419865482271
Position 955: 0.9510006285535789
Position 1392: 0.9070257795417238
Position 545: 0.6526024766411466
Position 17: 0.4179187546025729
Position 2971: 0.17617232384882872
Position 2279: 0.11686042907149059
Position 2296: 0.07151009528219057
Position 2211: 0.044545221610929456
Position 2514: 0.038137589224559405
Position 2912: 0.03047406582606389
Position 119: 0.030320102222673312
Position 324: 0.028081871901892343
Position 1059: 0.02537597754992335
Position 932: 0.01892659794527651
Position 560: 0.017406431206988867
Position 2271: 0.015812331551515853
Position 1442: 0.013938038843651517
Position 1502: 0.009669901930301084
Position 1359: 0.0079497463174477
Position 782: 0.007383201733265411
Position 751: 0.005898088367688927
Position 403: 0.004704930428642215
Position 470: 0.004415270266270481
Position 27: 0.00242275637674115
Position 69: 0.0022376337233964497
Position 138: 0.001141957455878032
Position 2891: 0.0007424119404673072
Position 371: 0.00043010485465856945
Position 896: 0.00040550667515794775
Position 755: 0.0003902218582271244
Position 722: 0.0003235670802428296
Position 950: 0.00019562221038820147
Position 262: 0.00017192018262610114
Position 2684: 0.00011943786716893779
Position 913: 0.00011008703696410649
Position 671: 8.392813217650135e-05
Position 123: 3.2170268868851255e-06
Position 76: 2.3705926522198883e-06
Position 175: 2.3656384502428128e-06
Position 6: 1.5159185889646752e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 845: 0.991772458615459
Position 2590: 0.9840324149455935
Position 627: 0.9365473301417849
Position 2761: 0.921427739071424
Position 1196: 0.907482797899186
Position 3121: 0.12663327496579987
Position 2189: 0.1183057124820326
Position 347: 0.0765690280455572
Position 3237: 0.0719566969454219
Position 2797: 0.05615142051492961
Position 655: 0.047169867871525925
Position 2124: 0.04323162237635996
Position 2347: 0.03602191110598822
Position 388: 0.03050854494725843
Position 2146: 0.024892537912696265
Position 191: 0.01834183427180359
Position 2130: 0.017628299524371074
Position 433: 0.01759199754460889
Position 2102: 0.014399681090347541
Position 265: 0.013034634009088657
Position 1218: 0.012305122455020672
Position 2098: 0.011599147782347483
Position 2610: 0.00993150480304396
Position 2210: 0.008537298924394763
Position 3316: 0.0070592161428521165
Position 1122: 0.006449555333220764
Position 1223: 0.006171908030169867
Position 3053: 0.005625121905589007
Position 246: 0.005554525310389966
Position 2128: 0.005345280602606871
Position 271: 0.00503827288072757
Position 2249: 0.004788496820969856
Position 3089: 0.004004399562511699
Position 2815: 0.0038510852377498096
Position 3200: 0.003750282504419398
Position 1251: 0.0033331609018137647
Position 3269: 0.002870998427981046
Position 2454: 0.0027294559234379684
Position 3280: 0.0022607714701431297
Position 913: 0.0019580963550580787
Position 163: 0.0015475490473862935
Position 1203: 0.0013585181035271825
Position 85: 0.0012641760066764679
Position 1149: 0.0011988570933113324
Position 362: 0.0011781519578420141
Position 220: 0.0007531597396992412
Position 862: 0.0006621502382607279
Position 449: 0.0006060900107666133
Position 1040: 0.0005129106845023468
Position 1015: 0.0004369789641138316
Position 3336: 0.00041465616133732627
Position 304: 0.00041341619177302796
Position 312: 0.0003630144027783152
Position 698: 0.00035102737939613757
Position 295: 0.0003420391709294773
Position 2845: 0.00029594852939639996
Position 319: 0.00029330254690060527
Position 994: 0.00026550991230958913
Position 2774: 0.00017586875297389838
Position 1232: 0.0001307847498710791
Position 867: 9.43269097301464e-05
Position 948: 8.839203518646473e-05
Position 2848: 8.280493410784824e-05
Position 703: 8.127459089790378e-05
Position 1020: 6.882515401045285e-05
Position 1127: 4.849464305957832e-05
Position 1177: 4.824449824869794e-05
Position 1059: 4.4866393725047676e-05
Position 2906: 3.54877692910904e-05
Position 2903: 2.9249139703835178e-05
