Gene = Galp
index = 420
Annotated 5SS: [  263  5795 11425 14295 16825]
Annotated 3SS: [ 5709 11375 14213 16746 18953]
SMsplice 5SS: [  263  5795 11425 14295 16353 16825 17272]
SMsplice 3SS: [ 5709 11375 14213 16252 16746 16998 18953]
top_k =  100
Partition function (log Z): -8.004877749053017

Sorted 5' Splice Sites (High to Low Probability):
Position 5795: 0.9997772944811907
Position 263: 0.8120498976520643
Position 16825: 0.8005166185462378
Position 11425: 0.44639822837932275
Position 17272: 0.3895668112717466
Position 17136: 0.217801491568483
Position 16915: 0.1872400818197659
Position 400: 0.07434321419274999
Position 2993: 0.06476153643947981
Position 450: 0.04531779063642801
Position 17061: 0.038872052066918183
Position 392: 0.025902820838995907
Position 479: 0.02299792633457651
Position 666: 0.01269873788922004
Position 907: 0.01161506880771528
Position 2859: 0.011548007128453561
Position 433: 0.009679696431736178
Position 3456: 0.008901515117687634
Position 316: 0.008693576931642761
Position 17167: 0.008358509678587565
Position 1289: 0.0067488165184949
Position 1418: 0.0060576874018762
Position 93: 0.005726382024606208
Position 1334: 0.005307490470923476
Position 485: 0.0006344037371839154
Position 109: 0.00010103589172445647
Position 243: 8.529752183764735e-05
Position 457: 6.22493092860206e-05
Position 120: 3.899020937695515e-05
Position 388: 2.737991526543191e-05
Position 5833: 2.1034697149836068e-05
Position 429: 1.7947685097702818e-05
Position 52: 1.6214059877861178e-05
Position 460: 1.4113921812998208e-05
Position 117: 1.12644360121063e-05
Position 464: 5.784098275779224e-06
Position 8: 1.7533501445667817e-06
Position 75: 1.4356971225393489e-06
Position 39: 2.4869941245900195e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 16746: 0.9959602258339092
Position 18953: 0.8871954887497946
Position 5709: 0.8756036732113601
Position 16998: 0.7436111826090112
Position 11375: 0.44648383691502225
Position 5672: 0.12432252737614351
Position 2798: 0.07631041713181771
Position 18566: 0.01481687890280611
Position 584: 0.014807562527448767
Position 1152: 0.012763530510019144
Position 722: 0.009517995036659026
Position 3329: 0.008902264094968198
Position 190: 0.0057294235752305125
Position 1237: 0.0032859005388683493
Position 1326: 0.002074414496092023
Position 8829: 0.0004140640629934845
Position 5860: 0.00010192767293566965
Position 6733: 7.3130545195437225e-06
Position 6471: 4.6246097704303506e-06
Position 1660: 2.466779799876611e-06
Position 3879: 1.0212243493417344e-06
Position 1582: 7.292363883149017e-07
Position 1102: 5.480883281493876e-07
Position 1046: 4.841147544449257e-07
Position 1566: 4.780134417774942e-07
Position 645: 4.7594252956812207e-07
Position 1126: 3.570420630274834e-07
Position 542: 2.9654161465308767e-07
Position 896: 2.8648860347675766e-07
Position 726: 1.1477241221576563e-08
