Gene = Hrc
index = 546
Annotated 5SS: [2085 2242 2666 2919 3436]
Annotated 3SS: [2170 2596 2863 3398 3590]
SMsplice 5SS: [ 336 2364 2666 2919]
SMsplice 3SS: [2170 2596 2863 3398]
top_k =  100
Partition function (log Z): -3.2399725371889554

Sorted 5' Splice Sites (High to Low Probability):
Position 2919: 0.7565582893009555
Position 2666: 0.721170635824041
Position 336: 0.7163014499320892
Position 2364: 0.5650185740464518
Position 2242: 0.4126655783306793
Position 3507: 0.3953864381858873
Position 2085: 0.39320760007137334
Position 109: 0.25996338449491396
Position 412: 0.14511899756504912
Position 1337: 0.1410226146482668
Position 588: 0.1378701087531495
Position 945: 0.08219912946763198
Position 1889: 0.06439325763653243
Position 3436: 0.05491310051143293
Position 716: 0.024885932015065643
Position 1409: 0.019851614413880777
Position 3210: 0.01640794679809178
Position 1707: 0.016258763849964265
Position 954: 0.012050412653688954
Position 1761: 0.0072060871361725835
Position 2106: 0.005113774706498936
Position 428: 0.003994875403654015
Position 1392: 0.002652296190009591
Position 1208: 0.00263827429476448
Position 683: 0.0007840279883181414
Position 677: 0.0004358478905087403
Position 131: 0.0003496432535455139
Position 366: 0.0001147795624010514
Position 57: 9.665883879265488e-05
Position 3107: 8.089456706876594e-05
Position 168: 2.3165706122065793e-05
Position 212: 2.0177178536557744e-05
Position 200: 1.483069237218879e-05
Position 20: 1.4509370291178685e-05
Position 157: 1.0554622622050184e-05
Position 185: 4.098638461590452e-06
Position 223: 3.6543217890645194e-06
Position 237: 4.989479745437174e-07
Position 209: 1.2313887019186295e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2170: 0.9871102464758952
Position 3398: 0.8484792684108238
Position 2863: 0.6569509548685836
Position 3590: 0.5335504747624448
Position 2596: 0.5125235051765924
Position 1676: 0.4861794834005414
Position 185: 0.1753390226656087
Position 1134: 0.12945609632203633
Position 2832: 0.1215158904443341
Position 2579: 0.11918197829612036
Position 771: 0.08162840570035346
Position 2470: 0.08128434310736792
Position 209: 0.051347916897619465
Position 1290: 0.03670870322488527
Position 612: 0.032863368228644455
Position 2793: 0.02341467436172773
Position 2245: 0.012091714904590213
Position 427: 0.011958475228576125
Position 3436: 0.011815000470115045
Position 509: 0.010568445198757036
Position 515: 0.008379797022795791
Position 777: 0.005543859040938008
Position 3031: 0.005257162346951178
Position 2844: 0.004953433328347306
Position 3592: 0.0023213203408978525
Position 2991: 0.0017514902698168538
Position 220: 0.0016570114716445469
Position 452: 0.0015555167473570114
Position 462: 0.0013471448329036944
Position 269: 0.00041442318614316254
Position 287: 0.0004031519265110532
Position 543: 0.0003109725994595569
Position 547: 0.0002782559067238942
Position 715: 0.00018666268139698344
Position 588: 0.00013305436388055472
Position 549: 8.156645918363184e-05
Position 411: 6.54347894593347e-05
Position 474: 6.360650517546637e-05
Position 478: 4.491755993717717e-05
Position 454: 3.939921274946904e-05
Position 434: 3.68748051005291e-05
Position 335: 7.425248682750255e-06
Position 289: 1.4856779913881057e-06
Position 223: 3.0950907476796756e-07
Position 304: 1.38066540568748e-07
Position 148: 1.1136574948374219e-07
Position 228: 5.668277108332293e-08
Position 230: 5.085412022007601e-08
