Gene = Elof1
index = 373
Annotated 5SS: [  63 3365]
Annotated 3SS: [3228 3492]
SMsplice 5SS: [  63 2985 3365]
SMsplice 3SS: [2942 3228 3492]
top_k =  100
Partition function (log Z): -4.699850518449279

Sorted 5' Splice Sites (High to Low Probability):
Position 3365: 0.9774029120359485
Position 63: 0.7847362994505116
Position 2985: 0.6212441956516983
Position 328: 0.3957210514974602
Position 3726: 0.09083041800107194
Position 236: 0.0798082540229064
Position 2478: 0.07172743990136458
Position 3028: 0.0634160628060584
Position 524: 0.0539449598889496
Position 407: 0.047934855787882855
Position 1430: 0.03723732062230491
Position 3730: 0.030591138218498373
Position 320: 0.026067789985835574
Position 3176: 0.024582257603833906
Position 3382: 0.005954629822938632
Position 3369: 0.003336456962325566
Position 57: 0.0033317999462393498
Position 518: 0.0009669849233395431
Position 1529: 0.0005671490193826246
Position 69: 0.0003676407818828642
Position 26: 0.00029583188828747833
Position 1407: 0.00029043012434244785
Position 1690: 0.000200088803467542
Position 1479: 0.00019071897122263537
Position 948: 0.0001841269687344646
Position 11: 0.00013551424010098216
Position 135: 6.307673457024707e-05
Position 17: 5.721431826903704e-05
Position 74: 5.507073445412409e-05
Position 174: 7.311093043596976e-06
Position 67: 2.9303489545181795e-07
Position 89: 1.1970201106361337e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3492: 0.8270171266771291
Position 3228: 0.8026723105632005
Position 2942: 0.5664611882760376
Position 203: 0.3164627768398602
Position 3246: 0.1902052172657325
Position 3895: 0.187253841640848
Position 2892: 0.12229884447530395
Position 2064: 0.06289585299521908
Position 263: 0.045260965357475015
Position 3539: 0.037930910254101724
Position 1345: 0.027547755423599135
Position 131: 0.024645777963286507
Position 3058: 0.01477541882308354
Position 3967: 0.01254288263786385
Position 4110: 0.010944571065758966
Position 2268: 0.010884317104299003
Position 1314: 0.010809368764926984
Position 3091: 0.010231252358749915
Position 3932: 0.008063095054870881
Position 3443: 0.007291613334182281
Position 4018: 0.005944087270125022
Position 3870: 0.00589185752112689
Position 466: 0.0035197801417983575
Position 439: 0.0033311578700332394
Position 3430: 0.0020264259656712787
Position 4000: 0.0016621514230771538
Position 3655: 0.0010045199666296682
Position 3572: 0.0008817170296212802
Position 313: 0.0002308238123364259
Position 3550: 0.00020630930110771594
Position 856: 0.00018412696873446423
Position 1429: 0.00012858335219405865
Position 349: 2.4597195011758568e-05
Position 164: 1.8188850836023417e-05
