Gene = Fadd
index = 392
Annotated 5SS: [360]
Annotated 3SS: [1602]
SMsplice 5SS: [ 360 1066 1737]
SMsplice 3SS: [1009 1602 2294]
top_k =  100
Partition function (log Z): -4.149993176994795

Sorted 5' Splice Sites (High to Low Probability):
Position 360: 0.9841907052647199
Position 1737: 0.9454200817701041
Position 1066: 0.6695889744728544
Position 164: 0.12204779346272117
Position 1280: 0.0927161182775385
Position 4028: 0.06539851567419917
Position 25: 0.05954173407409669
Position 1098: 0.014426750068005994
Position 1272: 0.01434340984024705
Position 4145: 0.013604391808863962
Position 1149: 0.00863688274134091
Position 627: 0.00846576183058302
Position 633: 0.006532917967255974
Position 1125: 0.00571708211915199
Position 522: 0.004560743804294689
Position 2383: 0.004108846087588744
Position 145: 0.001350996676409654
Position 598: 0.0012456919959987693
Position 604: 0.0006338231935866336
Position 215: 0.0005498686925590337
Position 89: 0.0005320236344460609
Position 656: 0.0003717250476364483
Position 118: 0.00035111560028489887
Position 482: 0.00030167743718254947
Position 63: 0.0002909615895875687
Position 106: 0.00019351526390796816
Position 1047: 0.0001136500697680075
Position 509: 0.00011185843515461174
Position 151: 8.455643942749935e-05
Position 1729: 7.30614681189721e-05
Position 1866: 4.847000439810541e-05
Position 37: 3.517117907500566e-05
Position 1876: 2.8221979247900575e-05
Position 188: 9.570550709134118e-06
Position 195: 2.879923883353088e-06
Position 208: 2.0592023232719507e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1602: 0.96931225416405
Position 1009: 0.7329006323196385
Position 4176: 0.18533094039286427
Position 2294: 0.15920566197196012
Position 1923: 0.145284778137958
Position 5098: 0.13394761133739364
Position 229: 0.1288952096457673
Position 3757: 0.08883347544298009
Position 1141: 0.08869397151748995
Position 3943: 0.04505646841184035
Position 3433: 0.04081181291943937
Position 4071: 0.038001280274392854
Position 114: 0.03261188410188259
Position 3203: 0.031003272654143505
Position 3065: 0.02863281412992447
Position 3915: 0.024376343845811072
Position 3982: 0.020772010784609676
Position 4365: 0.017286621135432535
Position 501: 0.012537499455121344
Position 2012: 0.011505960290433296
Position 2037: 0.009786017640092499
Position 4026: 0.009599221940255163
Position 3661: 0.008364579106303576
Position 1610: 0.007748639863032905
Position 1822: 0.007465745404107152
Position 3665: 0.005852160432719025
Position 3361: 0.00574884026703452
Position 3709: 0.005532728073301808
Position 546: 0.0046151329962668824
Position 304: 0.003966750886799898
Position 2057: 0.003726970759117634
Position 2167: 0.0036277748541429402
Position 226: 0.0035739931701418695
Position 438: 0.0034424038889514026
Position 2667: 0.0033879614648632075
Position 1186: 0.001141837503130512
Position 808: 0.0009970010028252747
Position 268: 0.0005225341769748089
Position 467: 0.0005046568183039776
Position 160: 0.00044558799700659154
Position 193: 0.00018584829028972302
Position 241: 0.00010367319776863587
Position 691: 7.680646674317748e-05
Position 1017: 5.441745948565903e-05
Position 789: 5.117965574204717e-05
Position 1364: 4.468777125703792e-05
Position 730: 3.345227927044792e-05
Position 765: 2.8517688800398197e-05
Position 145: 9.758216318506723e-07
Position 184: 4.091819869043025e-07
Position 178: 2.8906483749288614e-07
Position 139: 2.3245894767868186e-07
Position 168: 2.852737935927424e-08
Position 322: 1.948403509827192e-08
Position 195: 1.343053586137423e-08
Position 355: 8.671214329308332e-09
Position 1214: 7.018841150708331e-09
