Gene = Irgq
index = 594
Annotated 5SS: [ 216 1227]
Annotated 3SS: [ 694 2576]
SMsplice 5SS: [ 216  782 1227 2683]
SMsplice 3SS: [ 694 1143 2576 3007]
top_k =  100
Partition function (log Z): -7.275173835039476

Sorted 5' Splice Sites (High to Low Probability):
Position 2683: 0.7758984167625499
Position 782: 0.6565207458038104
Position 1227: 0.5754124697393299
Position 216: 0.39020401394581505
Position 4415: 0.34583176182758124
Position 3950: 0.21986350718453013
Position 872: 0.1988127942328835
Position 87: 0.15838932974719688
Position 269: 0.1247659514685213
Position 3193: 0.0659682858156365
Position 3092: 0.06507916937660152
Position 2749: 0.050283160495344696
Position 220: 0.04460213487094649
Position 156: 0.04032515722805763
Position 2798: 0.025199765244966716
Position 3921: 0.02211673990915835
Position 799: 0.016869123296419992
Position 91: 0.016211060896073444
Position 2693: 0.012222274172219487
Position 2679: 0.011120898139127327
Position 460: 0.01011006946149855
Position 2123: 0.008005055537852294
Position 468: 0.0055130630624973835
Position 2986: 0.005130842262633967
Position 111: 0.003037666448515905
Position 489: 0.0024835015472605107
Position 580: 0.002029923911610367
Position 264: 0.0015203380258451524
Position 279: 0.0014649113221802345
Position 119: 0.00128680081204666
Position 164: 0.0012468828492032654
Position 422: 0.0011572526547930216
Position 185: 0.0007171795288411703
Position 70: 0.0006078334810996811
Position 479: 0.0005648045045931353
Position 256: 5.235968757776567e-07
Position 49: 2.307193546347689e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2576: 0.9492130532185649
Position 694: 0.6788641969681916
Position 4264: 0.44924361163323817
Position 3007: 0.406951927581877
Position 3847: 0.31832861500715814
Position 1106: 0.27651906444253566
Position 5004: 0.23755005285683958
Position 1154: 0.1529401204094237
Position 5104: 0.06239350324084954
Position 4564: 0.05750694620662547
Position 2595: 0.04501956626370503
Position 711: 0.041012582507671
Position 895: 0.03053471531577004
Position 979: 0.026753352237865295
Position 6991: 0.02667905592840856
Position 2848: 0.021425666062229638
Position 564: 0.01782094501533856
Position 5870: 0.01607913754191386
Position 1157: 0.008438572709161136
Position 946: 0.007728252380707814
Position 994: 0.007263143666117956
Position 2968: 0.007202586031177731
Position 1992: 0.0047554367273816185
Position 1940: 0.003249618810470675
Position 1013: 0.0027763900348919497
Position 195: 0.001344407511928314
Position 2535: 0.0011210996177626888
Position 364: 0.0005637860227957262
Position 519: 0.0004477094792913887
Position 318: 0.00044142471304522697
Position 756: 0.00030793089075616104
Position 150: 8.147890332646422e-05
Position 569: 1.5482299032437215e-05
