Gene = Ap1ar
index = 126
Annotated 5SS: [  363 14247 14928 16752 20602 21916 24272 24978 25296]
Annotated 3SS: [14197 14900 16725 20504 21816 24215 24903 25166 28757]
SMsplice 5SS: [  363 14247 14928 20602 24978 25296]
SMsplice 3SS: [14197 14900 20504 24903 25187 29890]
top_k =  100
Partition function (log Z): -22.95827906717625

Sorted 5' Splice Sites (High to Low Probability):
Position 363: 0.9202385599144923
Position 477: 0.07088516435963536
Position 1376: 0.018556607945117265
Position 3065: 0.011545494803324428
Position 489: 0.010643026873353074
Position 719: 0.00915766927528854
Position 2648: 0.006658201704441719
Position 589: 0.0006015381942026278
Position 727: 0.0003379039059410956
Position 338: 0.0002594733888598703
Position 672: 4.8368057556116816e-05
Position 144: 1.4355782307556774e-05
Position 48: 1.1233519112264511e-06
Position 188: 1.6568017978631866e-07
Position 73: 2.6590545281485506e-08
Position 129: 2.2848951324213682e-08
Position 416: 1.0182248198788307e-08
Position 194: 3.3546077025508488e-09
Position 425: 2.9522855074587064e-09
Position 419: 2.758415097328163e-09
Position 422: 2.7292656197834027e-09
Position 179: 2.256785238224391e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14197: 0.6253542666225939
Position 6175: 0.1269576286005611
Position 3262: 0.034953882772786125
Position 1331: 0.03346639089698058
Position 6619: 0.026944572729779036
Position 3905: 0.02441148003387826
Position 2616: 0.024128201198028873
Position 2954: 0.018338468608360175
Position 7378: 0.015282804038408827
Position 6199: 0.013981318450853942
Position 6151: 0.011705403886569151
Position 5797: 0.011509539968943584
Position 6990: 0.010943153675779593
Position 4593: 0.009017123035569681
Position 5949: 0.008345204801385757
Position 6302: 0.006862894487701715
Position 583: 0.0066173910729823175
Position 653: 0.004870704757115837
Position 445: 0.004258800924873838
Position 671: 0.003990132809317526
Position 2647: 0.0032723812664991873
Position 4989: 0.003058074313799741
Position 2910: 0.002202812150365063
Position 1251: 0.002192342721274455
Position 1287: 0.0020484117386886775
Position 1992: 0.0018505272761903068
Position 3505: 0.001812049465346665
Position 3109: 0.0017668846866381925
Position 2672: 0.0015964897224108722
Position 3135: 0.0012477650503712246
Position 3452: 0.00121832920657325
Position 3631: 0.0012120666704288922
Position 921: 0.0010937243426556822
Position 1589: 0.0009400000287682012
Position 620: 0.0005241760599539251
Position 1099: 0.0004818802095681527
Position 1080: 0.0002971885693543922
Position 635: 9.128462606080288e-05
Position 588: 6.796215979183757e-05
Position 607: 3.401327250475272e-05
