Gene = Fkrp
index = 411
Annotated 5SS: [  33 1669]
Annotated 3SS: [1605 4755]
SMsplice 5SS: [  33 1669]
SMsplice 3SS: [1605 4755]
top_k =  100
Partition function (log Z): -10.977111988685103

Sorted 5' Splice Sites (High to Low Probability):
Position 1669: 0.870901248334798
Position 33: 0.5082181885885062
Position 921: 0.276184184931877
Position 561: 0.16701979250122
Position 6870: 0.14323499548823043
Position 5625: 0.062319436905373546
Position 2516: 0.0538966115271191
Position 1090: 0.017008116034306107
Position 2331: 0.015476299503956913
Position 999: 0.012928618112231265
Position 3269: 0.010091936968804189
Position 467: 0.009331691968216847
Position 170: 0.008992650674750207
Position 1703: 0.007247428867137295
Position 1472: 0.005624280166400071
Position 4295: 0.005539496735663529
Position 210: 0.005347852858839066
Position 4051: 0.004545837651213541
Position 2356: 0.004031750853073106
Position 2267: 0.001876546644128626
Position 1295: 0.0013224850510011393
Position 577: 0.00010200384867801617
Position 558: 9.593424290641752e-05
Position 610: 6.51509262872288e-05
Position 299: 6.226665846430702e-05
Position 148: 4.023041436140255e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 1605: 0.6300235334582236
Position 4755: 0.5141271301694695
Position 7070: 0.30837634664995034
Position 1608: 0.2403738855324159
Position 6730: 0.18963127025141496
Position 5471: 0.0675395317949304
Position 2209: 0.028399641025911325
Position 2397: 0.028334517343581535
Position 2284: 0.024500384957091906
Position 7031: 0.020775062536813795
Position 6773: 0.020707124389412173
Position 3868: 0.019565692357483885
Position 3163: 0.017625811114291335
Position 749: 0.014563157884432219
Position 2907: 0.0101943804353478
Position 2011: 0.00897276954948505
Position 7288: 0.008363655500451369
Position 2266: 0.007664169415846814
Position 4157: 0.005539496735663529
Position 5111: 0.003286481480876136
Position 5015: 0.002379626280073606
Position 4854: 0.0021898959639192615
Position 4033: 0.0018551103346177305
Position 2400: 0.0018519967312535923
Position 1066: 0.0014954491655113158
Position 2378: 0.001395065413345494
Position 701: 0.0013375136723700557
Position 862: 0.0013134474543734088
Position 3028: 0.001211578272498975
Position 1652: 0.0010941404430475142
Position 991: 0.0010444460430010282
Position 905: 0.0008963551546419656
Position 3343: 0.0008223797587225286
Position 964: 0.0006824669269129369
Position 125: 0.0006036938578208188
Position 658: 0.0005352384684240696
Position 2097: 0.00045914835090537256
Position 1191: 0.0004074510603771106
Position 779: 0.00039866033634841007
Position 1729: 0.0003268214020739236
Position 1152: 0.00022368060996893452
Position 103: 0.00015992694741002504
Position 613: 0.00013619053206647238
Position 1209: 0.00012071069476272473
