Gene = Acmsd
index = 96
Annotated 5SS: [  130  9183 10627 16413 19813 24469 28687 30419 36566]
Annotated 3SS: [ 9137 10529 16362 19575 24374 28590 30245 36466 36869]
SMsplice 5SS: [  130 10627 24465 28687 30419 36566]
SMsplice 3SS: [10529 24374 28590 30245 36466 36869]
top_k =  100
Partition function (log Z): -24.627513282419702

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9967057287202394
Position 10627: 0.9077546217818506
Position 5484: 0.0035509590601161237
Position 209: 0.002163344178245721
Position 136: 0.0011302621530755502
Position 668: 0.00047947227943822245
Position 5173: 0.0004263058505767779
Position 350: 2.2036745308454856e-05
Position 238: 4.78754096771366e-07
Position 145: 4.091567917246704e-08
Position 40: 3.7621435993271756e-08
Position 62: 4.6345599065777505e-10
Position 174: 3.443675086993415e-10
Position 52: 3.1382018589321083e-10
Position 50: 2.5270827891825366e-10
Position 44: 8.830697662256354e-11
Position 67: 2.0292404692895353e-11
Position 263: 1.5707454368902733e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10529: 0.9264161807208974
Position 16362: 0.5538230789294629
Position 16105: 0.23630172902253377
Position 13937: 0.06903053207466277
Position 10743: 0.048599281755192444
Position 314: 0.011386184779507208
Position 7019: 0.011171558199185357
Position 5948: 0.009306727752145555
Position 8025: 0.0075515256004967685
Position 5291: 0.006612538110669495
Position 4289: 0.0059317729849899
Position 6077: 0.004615485505636152
Position 5226: 0.0036944011164449847
Position 3525: 0.0034042961481463444
Position 4112: 0.002165918791527649
Position 430: 0.0011152656537995178
Position 4951: 0.0009587011066766807
Position 5739: 0.000873722286231658
Position 6286: 0.000843476306569016
Position 6560: 0.000805057343695213
Position 4135: 0.0007178108627344896
Position 3697: 0.0006567273525875182
Position 5664: 0.0005145382595188978
Position 266: 0.0004970008942727893
Position 289: 0.00048676074225448653
Position 4411: 0.00043417278594470654
Position 3152: 0.00041798551400586213
Position 4206: 0.0003928307409792805
Position 1138: 0.0003843425417478958
Position 376: 0.0003274945040155721
Position 4479: 0.0002717321506468513
Position 2491: 0.00022882991633106742
Position 4120: 0.00020849490618268796
Position 2731: 0.00019556006123570767
Position 587: 0.00018624443781464485
Position 1421: 0.000183809437979161
Position 1043: 0.00016631105104509807
Position 2024: 0.0001618150030553972
Position 3667: 0.00015790086431202767
Position 2230: 0.0001517643743029632
Position 2519: 0.00014966786210574205
Position 4959: 0.00013329310371405385
Position 2402: 0.00011890510748151097
Position 2645: 8.632817605183704e-05
Position 529: 6.606827870234425e-05
Position 1482: 6.370536993032041e-05
Position 2100: 5.949548225775264e-05
Position 1575: 5.8642393062917404e-05
Position 1076: 5.1351681809278086e-05
Position 633: 5.016722396230463e-05
Position 755: 2.9895128593579457e-05
Position 532: 1.3189593426670473e-05
Position 597: 2.9264343230803946e-06
Position 200: 9.010352395220599e-08
Position 336: 3.01619720199899e-09
