Gene = Vcpip1
index = 1177
Annotated 5SS: [ 2933 11417]
Annotated 3SS: [11329 23031]
SMsplice 5SS: [  112 23181]
SMsplice 3SS: [23031 24978]
top_k =  100
Partition function (log Z): -21.068616868773738

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.8241653181482208
Position 9168: 0.3889095676467483
Position 571: 0.16210449634521815
Position 577: 0.1052358933356216
Position 2933: 0.05894688423401319
Position 9274: 0.0491608792882176
Position 1297: 0.014336707737528485
Position 484: 0.0008460771562061217
Position 2855: 0.0002703084302424833
Position 171: 0.000133587188621881
Position 55: 0.00010822797241665285

Sorted 3' Splice Sites (High to Low Probability):
Position 11329: 0.8441267337757473
Position 8983: 0.563088838226472
Position 422: 0.05506726697741984
Position 2818: 0.028686558209340848
Position 502: 0.020330120087129915
Position 2712: 0.012343504173977775
Position 1141: 0.011473513097727225
Position 2667: 0.009848744711451828
Position 5152: 0.009296131947265035
Position 3302: 0.00843816194668199
Position 2695: 0.006067474576952226
Position 480: 0.005485068754886059
Position 447: 0.004087452681291441
Position 1078: 0.0037113663302608614
Position 459: 0.0036374388294512176
Position 465: 0.003148063094321798
Position 2920: 0.002940201217130878
Position 6704: 0.002638346435812666
Position 1210: 0.0016951002074813307
Position 4998: 0.001620572242426405
Position 387: 0.0009122174168047949
Position 3927: 0.0008800344198955789
Position 2227: 0.0006837988107847837
Position 3789: 0.0005171055577399261
Position 3326: 0.0005020997966829453
Position 3423: 0.00041305956872194987
Position 2406: 0.00034078221382174067
Position 2514: 0.00031122838837966484
Position 3654: 0.0002873445411664599
Position 2376: 0.0002564974210550108
Position 2128: 0.00021738613513037688
Position 1511: 0.00017458285874715949
Position 739: 0.00016156166807887153
Position 2313: 0.0001571835355710951
Position 1066: 0.00013673662527833105
Position 1807: 0.00011565648262574856
Position 1786: 0.00010625471646180952
Position 1368: 8.717465718837542e-05
Position 1351: 8.483524746900515e-05
Position 191: 7.759290694485878e-05
Position 381: 1.6565097646438933e-05
Position 558: 1.4792565987007553e-05
Position 279: 1.466413983934475e-05
Position 483: 5.558582298834225e-06
Position 288: 3.2224629244534877e-06
Position 234: 2.8930872849876005e-06
Position 429: 2.544155957694082e-06
Position 214: 2.11677855305269e-06
Position 210: 1.1050697123992228e-06
Position 216: 6.950510746454963e-07
