Gene = Coq7
index = 289
Annotated 5SS: [ 178 3798 5053 6020 7533]
Annotated 3SS: [3618 4937 5879 7463 8061]
SMsplice 5SS: [ 178 3798 5053 6020 7533]
SMsplice 3SS: [3618 4937 5879 7463 8061]
top_k =  100
Partition function (log Z): 3.4188203182136983

Sorted 5' Splice Sites (High to Low Probability):
Position 178: 0.9822182453043566
Position 3798: 0.9781574903809607
Position 6020: 0.9344852213827475
Position 5053: 0.9330790835854075
Position 7533: 0.5792235969861632
Position 5726: 0.17457827272182486
Position 7688: 0.14087993132133544
Position 7628: 0.0642466797475751
Position 1781: 0.06058128629693657
Position 6050: 0.0335658451883037
Position 7845: 0.026154360679637056
Position 3497: 0.024328274314896713
Position 7576: 0.022584837485777484
Position 3371: 0.022227956104506306
Position 6001: 0.022154553443048616
Position 5336: 0.0216280040522532
Position 3400: 0.020733507198705852
Position 3503: 0.017424119849080513
Position 6959: 0.013562421435633713
Position 3345: 0.013322364260180464
Position 6354: 0.012478013945671376
Position 4053: 0.011618368586406125
Position 4089: 0.010281811670672342
Position 4716: 0.009955104336447128
Position 3769: 0.009209073745221353
Position 223: 0.008003089861035415
Position 4476: 0.007214658467487134
Position 4356: 0.006922098394006068
Position 7034: 0.006508047673497988
Position 3721: 0.006249458048424764
Position 307: 0.005247980825277194
Position 7085: 0.00470134644586948
Position 2409: 0.004134023069397836
Position 858: 0.004127122525495307
Position 5013: 0.0036133934006656473
Position 5001: 0.0034948089976243202
Position 830: 0.002631448833433951
Position 2815: 0.0017381630101948483
Position 2441: 0.0016943043769642417
Position 2974: 0.0016660348278101128
Position 300: 0.001578545737509858
Position 2768: 0.0015250836099946227
Position 4309: 0.0013154727917190868
Position 4468: 0.000992098257803109
Position 392: 0.0009445940681515174
Position 4325: 0.0006410137341824192
Position 242: 8.247294629289006e-06
Position 200: 9.523137306772591e-07
Position 187: 3.4594311688405125e-08
Position 22: 2.40909929294023e-08
Position 157: 2.0691332086030595e-08
Position 194: 1.615491765686074e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3618: 0.9642025801571851
Position 5879: 0.9500612399276867
Position 4937: 0.9220091211387751
Position 7463: 0.9106021727609243
Position 8061: 0.6345486120246661
Position 5665: 0.12608285447469594
Position 3282: 0.09000977095991566
Position 7990: 0.07790554337281223
Position 1674: 0.055189840670480626
Position 7803: 0.04891394720987116
Position 7605: 0.04034846739810738
Position 5613: 0.038554637431201584
Position 7033: 0.0337614433951042
Position 8034: 0.03367374106999214
Position 6804: 0.027742299911903485
Position 7908: 0.020731510973377137
Position 3564: 0.01741986362235724
Position 4893: 0.01608409388083928
Position 5244: 0.013819983694331347
Position 3887: 0.013086335203204973
Position 5936: 0.012094990863967588
Position 4617: 0.009955104336447128
Position 7402: 0.009383647993954879
Position 5905: 0.008675002061613403
Position 4152: 0.008397284811947982
Position 7608: 0.008317015189820608
Position 4277: 0.007945526272931469
Position 5558: 0.006022813423741209
Position 2253: 0.0058283274463620804
Position 5885: 0.005278140647744963
Position 7611: 0.005189886831584378
Position 3669: 0.005141991947958591
Position 5219: 0.005063039854880706
Position 6161: 0.004950366786053341
Position 5939: 0.004871951931624965
Position 3982: 0.004265922746880547
Position 3250: 0.004254816175118331
Position 5909: 0.004023491130926474
Position 6196: 0.003992026145110682
Position 5165: 0.0039393199226946006
Position 7172: 0.0038992257192325083
Position 5912: 0.003836494033654569
Position 3327: 0.003777509852008139
Position 3928: 0.00343687118335246
Position 5681: 0.0033325788422778864
Position 2658: 0.0032632466201894727
Position 796: 0.002610826604560287
Position 6193: 0.002507869143891876
Position 3687: 0.0025001834051529164
Position 8164: 0.0022999359653533918
Position 3643: 0.0019468920746368815
Position 1714: 0.001876774105982807
Position 1670: 0.0017662733731604746
Position 2882: 0.0016660348278101128
Position 3517: 0.0013740651847175445
Position 3933: 0.0011062300391921802
Position 1651: 0.0010570366567761967
Position 4783: 0.0010460188021068028
Position 3750: 0.0010245705229263967
Position 6156: 0.000978725266469622
Position 4842: 0.0009595542071421843
Position 4351: 0.0007425305603183679
Position 1635: 0.0006913614905364491
Position 777: 0.0006796183973447022
Position 5263: 0.0006486584128955025
Position 347: 0.000552781206946407
Position 7627: 0.0005437719587864682
Position 634: 0.0005252832251197747
Position 327: 0.00039181286120511076
Position 5968: 0.00010670013423858801
Position 4999: 8.849795483376154e-05
Position 6126: 2.308811116406882e-05
Position 6120: 1.78085786025961e-05
Position 6139: 8.129914379188815e-06
Position 4002: 2.9976531783235525e-06
Position 4042: 9.286340353519544e-07
Position 4023: 8.947972346348204e-07
