Gene = Uvssa
index = 1176
Annotated 5SS: [  307   630  9291 10141 11342 13161 13489 23904 30285 30854 32347 32977
 35378]
Annotated 3SS: [  529  8959 10019 10945 13047 13359 23797 30112 30730 32162 32864 35202
 36101]
SMsplice 5SS: [  270   630 10141 11342 13161 13489 19945 22234 23904 28531 29507 30854
 32347 32977 35378]
SMsplice 3SS: [  529 10019 11194 13047 13359 19888 22126 23797 28426 29320 30730 32162
 32864 35269 36101]
top_k =  100
Partition function (log Z): -9.646590492890565

Sorted 5' Splice Sites (High to Low Probability):
Position 630: 1.000000000000004
Position 10141: 1.0000000000000027
Position 13489: 0.9967719410281282
Position 13161: 0.9832796697568311
Position 11342: 0.9246208025351327
Position 270: 0.5154836128543022
Position 11114: 0.36680504748969517
Position 9291: 0.3652156212222397
Position 5394: 0.25147557109824614
Position 15415: 0.2078938010030589
Position 6714: 0.2038597591229189
Position 6446: 0.13725649256713307
Position 91: 0.1309589234154209
Position 6808: 0.11210318609266107
Position 141: 0.11054643847707113
Position 15983: 0.08399681309463139
Position 12259: 0.0710694869617486
Position 14040: 0.06389628670715611
Position 432: 0.06190981172695121
Position 162: 0.05656674850534703
Position 115: 0.056337226438586636
Position 12493: 0.04211001714355417
Position 13832: 0.027689256701992748
Position 14759: 0.01979959343804985
Position 307: 0.017675426323321492
Position 13337: 0.01696475295793387
Position 13766: 0.015551841321789054
Position 222: 0.014576294028872016
Position 5899: 0.010611816677035556
Position 11382: 0.008816544705157553
Position 442: 0.008479009483407948
Position 33: 0.005346821288662485
Position 197: 0.004774141012922022
Position 12271: 0.004456103348171553
Position 215: 0.00387579190982623
Position 98: 0.0037126649448979013
Position 451: 0.003040386866698096
Position 6105: 0.0025689777915941124
Position 131: 0.002028856409511016
Position 171: 0.0018808758373992916
Position 3743: 0.001318420600938107
Position 13249: 0.0011569340269794077
Position 372: 0.0008304495036027073
Position 231: 0.0007627088022551944
Position 186: 0.0005621911028165532
Position 311: 0.0005531676103654997
Position 183: 0.0005253951525458127
Position 247: 0.0003841921420139846
Position 13989: 0.0003571712062338054
Position 134: 0.0003337856352282847
Position 13443: 0.00028822470724339754
Position 364: 0.0002473917245816796
Position 13521: 0.000171100979573306
Position 68: 4.782457589291552e-07
Position 66: 4.469163215756876e-07
Position 17: 4.19058049299513e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10019: 1.0000000000000038
Position 529: 0.9925084773351068
Position 13047: 0.984713967875094
Position 13359: 0.7194082804601561
Position 18935: 0.5353607576851627
Position 11194: 0.41509078719843606
Position 11214: 0.3926641601321229
Position 15969: 0.2692155574916102
Position 5296: 0.25147557109824614
Position 10945: 0.23986477999779715
Position 6652: 0.20550321336356764
Position 9050: 0.18595550646846784
Position 8959: 0.1792601147537718
Position 13297: 0.17032503148544811
Position 6306: 0.16985777736464694
Position 13684: 0.16421276005368718
Position 15341: 0.15084904629809257
Position 6713: 0.07785844705449867
Position 13883: 0.07504689084128144
Position 13375: 0.07367272178842633
Position 10911: 0.07359582287125924
Position 11139: 0.06729766132401846
Position 15266: 0.06558664965788104
Position 14607: 0.0599115424769478
Position 10978: 0.0537003180689867
Position 13401: 0.051913647177527195
Position 11249: 0.04962433620187162
Position 12085: 0.04336444137776793
Position 12381: 0.03618976788396501
Position 17867: 0.035760510333727735
Position 16100: 0.02851220900645391
Position 16877: 0.022310099168360444
Position 12081: 0.022111441928790707
Position 12177: 0.010049707003361585
Position 14677: 0.00964388943548531
Position 5804: 0.007701190067366483
Position 505: 0.006771789404543056
Position 12258: 0.005920249259589137
Position 11032: 0.005176283148939258
Position 10881: 0.003228245786554784
Position 5761: 0.002910626609669087
Position 5995: 0.0025689777915941124
Position 3598: 0.001318420600938107
Position 13385: 0.0010003977590083046
Position 160: 0.0008367063805412771
Position 331: 0.0008155017741207841
Position 13906: 0.0003734279352534727
Position 552: 0.00036928058147442676
Position 347: 3.891969131614543e-05
Position 263: 2.907958327465788e-05
Position 231: 1.0617154562841614e-05
Position 111: 6.7884267927070776e-06
Position 207: 6.4950850031903476e-06
