Gene = Yod1
index = 1196
Annotated 5SS: [485]
Annotated 3SS: [1388]
SMsplice 5SS: [485 777]
SMsplice 3SS: [ 718 1388]
top_k =  100
Partition function (log Z): -7.642879692522021

Sorted 5' Splice Sites (High to Low Probability):
Position 485: 0.9783917151756738
Position 777: 0.7415200523194223
Position 286: 0.11764107020462498
Position 1083: 0.03743512174215918
Position 203: 0.01764059452061809
Position 121: 0.01625110032528975
Position 812: 0.008754926002346106
Position 1279: 0.0068894343311181995
Position 190: 0.006828879403836519
Position 548: 0.006305531909451751
Position 784: 0.005157334325440035
Position 615: 0.0022191670765464295
Position 99: 0.0019690180668708733
Position 217: 0.0014965258786757204
Position 159: 0.0012356937860373508
Position 123: 0.001008755504222538
Position 1455: 0.0005894591505568652
Position 279: 0.0005714016627294401
Position 803: 0.00046167533204809024
Position 225: 0.0002176873069630928
Position 480: 0.00010153904838085354
Position 429: 6.945183601849127e-05
Position 622: 6.604158350031507e-05
Position 398: 6.126875149445409e-05
Position 633: 5.74936232717843e-05
Position 305: 4.579115002892146e-05
Position 326: 3.375180204077876e-05
Position 76: 2.8781746865009384e-05
Position 512: 2.8468795820597914e-05
Position 539: 1.9656621540155606e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 1388: 0.7570467525647271
Position 718: 0.7077029113623863
Position 1362: 0.1110639785720502
Position 360: 0.061205552153483986
Position 398: 0.054018126458525766
Position 690: 0.04570082329148101
Position 324: 0.03669837264020691
Position 1000: 0.029927378352171435
Position 970: 0.02657022513865751
Position 4438: 0.026118667837958874
Position 641: 0.018508433365481046
Position 6300: 0.01576651486312081
Position 1057: 0.007964965420107176
Position 4908: 0.007705401881170384
Position 5515: 0.005325063448490851
Position 4890: 0.004931188214596423
Position 7009: 0.00449769755885221
Position 3065: 0.004335336002045117
Position 1536: 0.004079678323229078
Position 1805: 0.003904453909723435
Position 335: 0.0028167660367433393
Position 679: 0.002618639418122728
Position 4121: 0.002408642916230901
Position 2823: 0.0013983612401279669
Position 2707: 0.0012427183372519294
Position 2961: 0.0012405131855137584
Position 2978: 0.0011838458064900323
Position 723: 0.0010202992168908346
Position 1497: 0.0010075796776808585
Position 1006: 0.0008378162022651579
Position 643: 0.0007486847100422158
Position 354: 0.0006669942170165889
Position 1799: 0.0006343003201346629
Position 572: 0.0006309680703192379
Position 726: 0.0004618772524944065
Position 402: 0.0004467862043482487
Position 443: 0.0002319879112464965
Position 225: 0.0001471440350490211
Position 429: 8.510474995684054e-05
Position 256: 7.556856009926854e-05
Position 480: 4.954359861571877e-05
Position 297: 2.921160261606079e-05
Position 773: 1.2041686258716502e-05
Position 576: 1.1754148168352936e-05
Position 614: 6.3371619399860626e-06
Position 592: 5.652694773288307e-06
Position 648: 5.288092405311054e-06
Position 586: 1.3524446048931467e-06
Position 231: 8.812772187299321e-08
