Gene = Pclaf
index = 799
Annotated 5SS: [ 238  573 3298]
Annotated 3SS: [  494  3134 11320]
SMsplice 5SS: [ 238  573 3298]
SMsplice 3SS: [  494  3134 11320]
top_k =  100
Partition function (log Z): -6.968860122774749

Sorted 5' Splice Sites (High to Low Probability):
Position 573: 0.99453434871888
Position 238: 0.9678063471266373
Position 3298: 0.9378363094974848
Position 8731: 0.0788812890348833
Position 1462: 0.0427051354444684
Position 974: 0.033572849344127735
Position 2584: 0.016296072339766914
Position 970: 0.014601020117653957
Position 1639: 0.010680806495640452
Position 195: 0.00997965285544532
Position 814: 0.007178469116985398
Position 105: 0.005207782793557112
Position 165: 0.004601168731569324
Position 377: 0.0044582200855919595
Position 2564: 0.003601865879271089
Position 1780: 0.0033172100496601095
Position 1047: 0.0023787033721948832
Position 255: 0.00204363223738809
Position 60: 0.0017773266234314318
Position 127: 0.0016496126879680562
Position 159: 0.001167111739599774
Position 3641: 0.0007936632728687202
Position 4322: 0.0006951483995334055
Position 781: 0.00032884717931597435
Position 600: 0.00018967726338121394
Position 521: 0.0001355012354979342
Position 265: 7.939850733619544e-05
Position 171: 5.574121542662185e-05
Position 423: 5.044151801963848e-05
Position 186: 4.81524440352873e-05
Position 558: 3.194863592967041e-05
Position 281: 2.664483519912025e-05
Position 289: 2.2511766118008532e-05
Position 662: 1.4630620668992778e-05
Position 634: 4.174117722425399e-06
Position 3386: 1.8549332955904324e-06
Position 24: 2.535680337854859e-09
Position 31: 2.405258585870221e-09
Position 380: 1.7703685426647996e-09
Position 390: 1.4960841324281319e-09
Position 153: 9.289878252562576e-10
Position 184: 8.377647927843692e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 494: 0.975929173681604
Position 3134: 0.9344666537124856
Position 11320: 0.6105075235271447
Position 11281: 0.08000621655636389
Position 4077: 0.06061132802662767
Position 8639: 0.05490215385225064
Position 8591: 0.05074108146684163
Position 1208: 0.03472384102340753
Position 881: 0.03154054827242545
Position 5699: 0.024351137752720714
Position 2489: 0.020396228042914695
Position 7591: 0.01990066716048275
Position 3557: 0.018835603817534154
Position 6340: 0.016933013534067346
Position 922: 0.01652825006919379
Position 5743: 0.01602593006392681
Position 9005: 0.015380734030253635
Position 5281: 0.015168409326693796
Position 429: 0.01259411680352806
Position 9478: 0.011978054746907005
Position 6203: 0.010258257150339714
Position 5528: 0.010200813478378685
Position 9082: 0.0088513932685699
Position 4447: 0.008633313220148552
Position 6414: 0.008405745240953295
Position 7685: 0.008029848102101153
Position 3216: 0.007626142042403815
Position 1346: 0.007198696880372889
Position 747: 0.007190373941954914
Position 1497: 0.00692456039670942
Position 1638: 0.004325993443768264
Position 1410: 0.0041375769031351825
Position 4505: 0.0029396820581578144
Position 3115: 0.002868614616775637
Position 6366: 0.002636848715223896
Position 516: 0.002337158451885657
Position 6025: 0.002237792715375047
Position 558: 0.0021821417060273176
Position 6481: 0.0019420535597738872
Position 681: 0.00175736157297746
Position 4214: 0.0017078911450439983
Position 6395: 0.0016608456338881288
Position 322: 0.0016205258358358338
Position 1127: 0.0014122641933113924
Position 3527: 0.001225211711997706
Position 898: 0.0011462314992913948
Position 4073: 0.0010561409137295288
Position 1550: 0.001038055627046125
Position 4007: 0.0009864323427902638
Position 5164: 0.0008722821259751861
Position 4773: 0.0007668652559072673
Position 3575: 0.00046243796558734007
Position 3380: 0.0002783542788741029
Position 1675: 0.000163709307070543
Position 509: 6.619296907860822e-05
Position 358: 3.3790067537283187e-05
Position 520: 1.5607605207459924e-05
Position 364: 1.5194151748244859e-05
Position 319: 1.5128733200989939e-05
Position 1370: 1.5716588821359537e-06
Position 436: 1.4082144166577318e-06
Position 326: 1.3004826550153247e-06
Position 371: 6.914702880974493e-07
Position 222: 6.25224317604673e-08
Position 329: 5.1566494051400486e-08
