Gene = 3110040N11Rik
index = 44
Annotated 5SS: [ 124 1029 3402 6448]
Annotated 3SS: [ 901 3273 6339 6896]
SMsplice 5SS: [ 227 1029 3402 6448]
SMsplice 3SS: [ 901 3273 6339 6662]
top_k =  100
Partition function (log Z): -4.362334597694293

Sorted 5' Splice Sites (High to Low Probability):
Position 3402: 0.9972389765066525
Position 1029: 0.9812649773020676
Position 6448: 0.5154393972731555
Position 227: 0.4618797365515227
Position 835: 0.25064016334928707
Position 2550: 0.07656687979607785
Position 110: 0.0682326664933444
Position 344: 0.05780342668454521
Position 154: 0.046324547096769336
Position 51: 0.04573717784125154
Position 4139: 0.03376766309182461
Position 47: 0.0270839251577794
Position 4277: 0.02529609537602612
Position 2127: 0.01650126068824765
Position 55: 0.014050422693182235
Position 3191: 0.006445272856930047
Position 2765: 0.005420958459090144
Position 271: 0.004778846133969615
Position 2996: 0.004191617383768888
Position 815: 0.004013518260101877
Position 1744: 0.003784059047207042
Position 221: 0.003313413082681328
Position 2252: 0.003070387859096074
Position 795: 0.0020280627239320425
Position 759: 0.001875046043419077
Position 1190: 0.0018338808302848708
Position 1977: 0.0017717867588688705
Position 2574: 0.001681392313372221
Position 2724: 0.001615155488580743
Position 1920: 0.001551479191539871
Position 26: 0.0012805559152862603
Position 364: 0.0007480007774760412
Position 142: 0.0005800439169021799
Position 3363: 1.2646416195379185e-05
Position 70: 1.431622415040093e-06
Position 86: 2.7600135381684117e-07
Position 81: 2.64344836216325e-07
Position 243: 2.568794674332306e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3273: 0.9361620755479397
Position 901: 0.8774385748880285
Position 6339: 0.661544770773333
Position 6662: 0.2029295511754804
Position 7148: 0.19470967242850976
Position 5131: 0.09464280488789618
Position 947: 0.0754577636579764
Position 3309: 0.0634321572752981
Position 2479: 0.04929289865286018
Position 6896: 0.03932322232561494
Position 6592: 0.03790532564328665
Position 5753: 0.03065378385320123
Position 7242: 0.029140656275154962
Position 4156: 0.0289789493622358
Position 4127: 0.025355358096041412
Position 5997: 0.024897093010262713
Position 4054: 0.022598970660613196
Position 6935: 0.021635155216324975
Position 6855: 0.02152640115178485
Position 6391: 0.01698871803672615
Position 2026: 0.013309338644274641
Position 4079: 0.012143258057919128
Position 4018: 0.011660129198500836
Position 4809: 0.010899695509078981
Position 986: 0.009824525989120966
Position 1834: 0.009585575853477827
Position 7102: 0.008723726386003995
Position 3507: 0.008496454370986116
Position 3979: 0.008326806925039251
Position 5256: 0.008124920405968902
Position 2349: 0.007572213710241747
Position 2298: 0.007550499919799208
Position 2610: 0.007036113947670888
Position 6921: 0.006872618796109771
Position 3084: 0.0064497618019280336
Position 3772: 0.006101719289243768
Position 6903: 0.005474301084856807
Position 6360: 0.005292484149583029
Position 2520: 0.004563787955444856
Position 2398: 0.004421590333789498
Position 3999: 0.003643981508807376
Position 4513: 0.00351585989496854
Position 5299: 0.003137197947202013
Position 5354: 0.0030498953496799464
Position 4793: 0.0028821949150289274
Position 1613: 0.0028795566391878196
Position 2386: 0.0026939563306840604
Position 956: 0.002522499069353082
Position 2358: 0.0021533252066304708
Position 4620: 0.0016735528630348654
Position 4759: 0.0016509030336846967
Position 4410: 0.0016068447803251117
Position 2904: 0.0015329936907751268
Position 5101: 0.0014960564187504826
Position 226: 0.0013774395601567869
Position 2763: 0.001349975909983223
Position 2868: 0.0013086477830105364
Position 1150: 0.0013007736403870657
Position 443: 0.0011477378237534433
Position 3521: 0.0010791054684134256
Position 3961: 0.001071284281776789
Position 4138: 0.0010059514048768813
Position 4327: 0.0009954037275473199
Position 1637: 0.000904502408019224
Position 971: 0.0008897777724926252
Position 1106: 0.0005331071898978051
Position 645: 0.0005169647334436888
Position 651: 0.00048675627901916614
Position 599: 0.0004512998523587808
Position 725: 0.0003379842749244727
Position 3190: 0.00033593425694250934
Position 552: 0.0003054732268892794
Position 534: 0.00025889110066899134
Position 527: 0.00016693981594633812
Position 776: 0.00011577453914785755
Position 617: 0.00011198998961064361
Position 340: 9.719702035946063e-05
Position 593: 6.960467151831734e-05
Position 3362: 6.53439748231667e-05
Position 254: 5.033629254219567e-05
Position 1011: 8.997122759679953e-06
