Gene = Hmbs
index = 542
Annotated 5SS: [ 219 2211 2603 3014 3153 3541 4581 4751 6314 6577 6873 7111 7303]
Annotated 3SS: [2156 2529 2963 3096 3462 4502 4674 6199 6537 6752 7056 7215 7382]
SMsplice 5SS: [ 219 2211 2603 3014 3153 3541 4581 6314 6577 6873 7303]
SMsplice 3SS: [1996 2529 2963 3096 3462 4502 6186 6537 6752 7215 7382]
top_k =  100
Partition function (log Z): 14.455514600315174

Sorted 5' Splice Sites (High to Low Probability):
Position 4581: 0.9998731843944656
Position 219: 0.9649954303688164
Position 6314: 0.9431365742223806
Position 6873: 0.9257874024841001
Position 3541: 0.9160707549297946
Position 2603: 0.8893232808727253
Position 3153: 0.8605155891675907
Position 2211: 0.8395864461330412
Position 3014: 0.7932527755823714
Position 6577: 0.6961498754170048
Position 7303: 0.5605696819279197
Position 7111: 0.4622415070582364
Position 6656: 0.1168419710193418
Position 7548: 0.08430880138295416
Position 5182: 0.08356388792284734
Position 7560: 0.07588979861069069
Position 2008: 0.0681712544431006
Position 2200: 0.059483623262495094
Position 4751: 0.05794343597812327
Position 6305: 0.04928491518202948
Position 6690: 0.04872075371169381
Position 4819: 0.04856752932232378
Position 3230: 0.03942348433417056
Position 1437: 0.037236089801210966
Position 2700: 0.03577687480975321
Position 193: 0.035001848470804384
Position 3176: 0.015691695131570343
Position 6804: 0.012589319820227133
Position 3410: 0.009054580141060985
Position 3157: 0.007074858367868843
Position 1298: 0.005471722059559643
Position 3904: 0.002872380407229856
Position 2629: 0.0026673094738809727
Position 4179: 0.0022322416942075077
Position 7291: 0.0021622146044080965
Position 3200: 0.0017712738710628153
Position 2181: 0.0007330203456037201
Position 726: 0.0007182213856299564
Position 636: 0.00046365291745953304
Position 2926: 0.0002784149373091879
Position 2816: 0.0001914162903023244
Position 1487: 9.476600908948288e-06
Position 4596: 5.569310128517555e-06
Position 234: 1.5746665478522664e-06
Position 119: 4.5428059235876683e-07
Position 352: 2.940716585539647e-07
Position 313: 2.5848521808198516e-07
Position 269: 5.092799316580826e-08
Position 56: 4.7888208888464464e-08
Position 427: 4.084016203713874e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4502: 0.9953657342190558
Position 2529: 0.9327939146543596
Position 3096: 0.9169550606777472
Position 3462: 0.8831409337837235
Position 6752: 0.8253297983648288
Position 6186: 0.7341684341529218
Position 6537: 0.7112777666000342
Position 7215: 0.6811526755597782
Position 7382: 0.5190420633768686
Position 1996: 0.49549381391225733
Position 2963: 0.4927558228087789
Position 7637: 0.4700373679634855
Position 2881: 0.2636914745947714
Position 6199: 0.25096260071828874
Position 6997: 0.21907458733321336
Position 2156: 0.2168475121832218
Position 7056: 0.21597560121974146
Position 6463: 0.1676100688383951
Position 6714: 0.11825037204069494
Position 4674: 0.10622191652186527
Position 1949: 0.09503148858654617
Position 2109: 0.06111622795484548
Position 4952: 0.0457473472164184
Position 2899: 0.03309296578096669
Position 2058: 0.029148474684733416
Position 4996: 0.02675003355377032
Position 2096: 0.02585409309631796
Position 1366: 0.02378773218056884
Position 7389: 0.02226056480152645
Position 7031: 0.02101307899853755
Position 3490: 0.01788880529500869
Position 2055: 0.014886087055935733
Position 1164: 0.010766185616120163
Position 2763: 0.010155278632800495
Position 1961: 0.008034138812907194
Position 6756: 0.0077914737504146455
Position 3387: 0.006119327429558136
Position 6229: 0.005720358830688071
Position 5141: 0.0056283800985030665
Position 1788: 0.005026216558412996
Position 1400: 0.004777712085854768
Position 4542: 0.004542679861358011
Position 2929: 0.004491953984195071
Position 1877: 0.0038725959852662062
Position 1924: 0.0037271105197540055
Position 4967: 0.00361052353515336
Position 1890: 0.003302239038079123
Position 6472: 0.0032698778221588397
Position 3684: 0.0026180456779110206
Position 6726: 0.002604770746551426
Position 4018: 0.002232241694207508
Position 3220: 0.0020203983427699583
Position 3464: 0.0018899256614559811
Position 1905: 0.0018319762093663631
Position 2691: 0.0016665320940444294
Position 2726: 0.0016041648979256628
Position 1289: 0.0016038667343624305
Position 6015: 0.0015700957025123485
Position 1797: 0.001121749316560304
Position 1260: 0.0011085177064652108
Position 4762: 0.0010655830966054913
Position 4689: 0.0009727019240400556
Position 3013: 0.0008672830963541907
Position 1814: 0.0008501662372164475
Position 1758: 0.0008113762005488797
Position 500: 0.0007908838482254385
Position 1811: 0.0006067823963228189
Position 6404: 0.000571258620347321
Position 3063: 0.0005042988283619125
Position 3123: 0.0004703807703864491
Position 2592: 0.00043119951371479976
Position 2128: 0.0004122954359482501
Position 1169: 0.00041142967330841086
Position 468: 0.00037947633591639676
Position 2358: 0.00029212062006862485
Position 1373: 0.00026184446499972694
Position 2544: 0.00026008389391319405
Position 3731: 0.00025433472931883503
Position 4671: 4.870690112001738e-05
Position 588: 1.1514118947655152e-05
Position 3103: 3.825485544270068e-07
