Gene = Lias
index = 633
Annotated 5SS: [  177   893  2538  3949  6263  6392  8479 11260 12742 13945]
Annotated 3SS: [  722  2443  3867  6105  6333  8349 11113 12670 13832 17237]
SMsplice 5SS: [  177  2538  3949  5345  6263  6392 11260 12742]
SMsplice 3SS: [ 2443  3867  5231  6105  6333 11113 12670 17237]
top_k =  100
Partition function (log Z): 3.1982565852710954

Sorted 5' Splice Sites (High to Low Probability):
Position 2538: 0.9656269896060523
Position 177: 0.9291625749132927
Position 6392: 0.9260858381679674
Position 3949: 0.8740156222519513
Position 6263: 0.8133916644235987
Position 11260: 0.7528349898423813
Position 8479: 0.5970980912272269
Position 5345: 0.5691108428377459
Position 12742: 0.5439572824211383
Position 893: 0.5433244864668149
Position 4418: 0.5065896074031255
Position 12785: 0.4476042653160157
Position 14672: 0.16006375612135862
Position 16529: 0.14728743233538327
Position 8287: 0.11432227485916265
Position 12932: 0.10159007554133026
Position 8281: 0.07533814665541326
Position 11224: 0.07452864179998586
Position 5411: 0.07094411238672396
Position 7101: 0.0652261325268422
Position 4433: 0.06096320758559591
Position 6674: 0.0592679908768868
Position 3987: 0.047546844392564146
Position 4038: 0.042408028118714525
Position 6246: 0.02726823047781954
Position 75: 0.016494851471106093
Position 2224: 0.01620480113469502
Position 2111: 0.015865135543673928
Position 11740: 0.01580644003637621
Position 8417: 0.01465886386535566
Position 4364: 0.014466018018214512
Position 11442: 0.011872575031491688
Position 6250: 0.010292420522820147
Position 1888: 0.009353407312832088
Position 84: 0.008471057395057347
Position 1637: 0.005402363009032673
Position 1714: 0.005075267189701292
Position 582: 0.0039287387292820134
Position 3914: 0.00375424729106797
Position 6224: 0.0036050468524454534
Position 5058: 0.0032488271901645934
Position 70: 0.0031572036656618532
Position 2485: 0.0015808688847883613
Position 2867: 0.0013678269691867033
Position 3580: 0.0012298203182257229
Position 6415: 0.0009856606435871707
Position 3617: 0.000882706633628851
Position 4193: 0.0008397638877575303
Position 2392: 0.0005219555162294665
Position 365: 0.0005051081565573739
Position 4022: 0.000265053218834289
Position 747: 0.0002566864551559569
Position 556: 0.00019919037148401656
Position 32: 9.096988056214033e-07
Position 170: 8.801897520699853e-07
Position 209: 4.2684322883525936e-08
Position 89: 3.592814620692351e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 12670: 0.9997997989255867
Position 3867: 0.9677050149855181
Position 2443: 0.9665494147327909
Position 6105: 0.9015490802234027
Position 6333: 0.8801816643899353
Position 11113: 0.8273636316423675
Position 5231: 0.6400549552244699
Position 8349: 0.6117569550925828
Position 16436: 0.47999161192484685
Position 17237: 0.47928952984765394
Position 4325: 0.3756619655185973
Position 722: 0.29778140042615747
Position 8148: 0.18966042151457596
Position 12856: 0.17080291583610532
Position 14511: 0.13198494682493916
Position 14463: 0.12322349475885461
Position 4304: 0.10395856150140394
Position 4341: 0.1000008812158651
Position 837: 0.09170386761752243
Position 6981: 0.0652261325268422
Position 6542: 0.0548144735900736
Position 683: 0.04285476593842359
Position 2032: 0.03325033595264811
Position 751: 0.02262342990069344
Position 11621: 0.01580644003637621
Position 771: 0.012640301899590744
Position 11359: 0.011872575031491688
Position 804: 0.011408119181633883
Position 1621: 0.007069263621561022
Position 12805: 0.0068534007365883805
Position 12881: 0.00662948100663266
Position 733: 0.006549592904026721
Position 782: 0.005715706225959316
Position 1718: 0.005657725131773405
Position 6538: 0.004351633761713785
Position 1569: 0.004184825280228773
Position 813: 0.0036281192399237445
Position 462: 0.0033912244265869172
Position 4910: 0.003248827190164592
Position 1521: 0.002911932917410353
Position 4277: 0.002397424771069495
Position 486: 0.0022631048072076073
Position 3443: 0.0021125269518545743
Position 645: 0.001747712436175268
Position 13230: 0.0017274307996045623
Position 776: 0.0014528129584785994
Position 753: 0.0014478390362012263
Position 2744: 0.0013678269691867035
Position 3825: 0.001090774850435631
Position 12469: 0.00020020107441404784
Position 384: 0.00014524165429982014
Position 320: 5.4638069908611446e-05
Position 3976: 3.376932493761638e-05
Position 308: 3.0451901466683375e-05
Position 581: 2.4608874217709063e-05
Position 685: 2.0431354652731253e-05
Position 446: 1.020694526052653e-05
Position 1351: 7.290560592505224e-06
Position 252: 7.181504413856378e-06
Position 520: 1.0088226349323465e-06
