Gene = Nrgn
index = 766
Annotated 5SS: [ 368 6957 7205]
Annotated 3SS: [6729 7186 7572]
SMsplice 5SS: [ 368 6817]
SMsplice 3SS: [6729 7572]
top_k =  100
Partition function (log Z): -5.056592088189184

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.9945287690643334
Position 6957: 0.7488299201284904
Position 5725: 0.08894216625355861
Position 7479: 0.08575020026704647
Position 1426: 0.07567405915731143
Position 3523: 0.04553038427830565
Position 936: 0.03021624379381664
Position 3062: 0.029672231606607386
Position 5318: 0.02659192422457906
Position 5515: 0.02641082897837511
Position 6233: 0.026360310675017085
Position 4299: 0.01910658731950096
Position 5622: 0.017141875793343364
Position 1309: 0.012625253173310836
Position 2932: 0.01191254704286936
Position 2679: 0.008724495874106402
Position 1430: 0.007545549092171902
Position 3734: 0.005540817905127396
Position 429: 0.005471230935667477
Position 49: 0.003087082533843319
Position 10: 0.001967891793535699
Position 37: 0.0019038548846507116
Position 249: 0.0018436548893649468
Position 170: 0.0017983444851952766
Position 33: 0.0011345365325365635
Position 41: 0.0005871730468229052
Position 1051: 0.0005138855572220729
Position 227: 0.00020637993754823772
Position 134: 0.00017403657168492355
Position 14: 0.00014235035759557903
Position 929: 0.00012871651461314053
Position 185: 6.752636661115657e-05
Position 1072: 6.046905618609135e-05
Position 1038: 5.0116584808638255e-05
Position 872: 4.89510105262596e-05
Position 946: 4.5848404454283255e-05
Position 97: 4.564676477711257e-05
Position 1014: 4.502002628836141e-05
Position 850: 3.836348257501979e-05
Position 81: 2.3883711163540212e-05
Position 136: 2.3691591064423128e-05
Position 109: 8.149794297083853e-06
Position 94: 4.399618384701512e-06
Position 35: 4.2235422402057665e-06
Position 257: 5.7719292871101914e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6729: 0.9542172190092629
Position 7572: 0.31430117267187707
Position 7888: 0.25916987875608055
Position 5503: 0.10863794101820537
Position 1142: 0.07072650474389798
Position 7322: 0.06731491530505679
Position 7867: 0.06334975031482837
Position 7284: 0.04330858992548744
Position 2872: 0.03928607795367813
Position 6121: 0.03094909571357402
Position 3365: 0.030426081504182294
Position 7306: 0.027408256974632148
Position 5220: 0.02659192422457906
Position 5419: 0.02641082897837511
Position 7339: 0.025457611626048385
Position 7609: 0.022083013726678532
Position 3498: 0.020819581739759126
Position 792: 0.02002649945460718
Position 7578: 0.01863829670248717
Position 1329: 0.01852949414159741
Position 4236: 0.012117752589110417
Position 928: 0.01085948732715997
Position 2421: 0.00915143693187173
Position 130: 0.00833174835437075
Position 8240: 0.00814161722705796
Position 4036: 0.007481246029083616
Position 3264: 0.007454443250143552
Position 6412: 0.007442425657041014
Position 2822: 0.005828618525112504
Position 1208: 0.004741952575315246
Position 318: 0.00465082434011942
Position 1180: 0.0030140376352814175
Position 775: 0.001813392150012168
Position 2734: 0.0008639090562168433
Position 3599: 0.0003728579390902635
Position 1489: 0.00022113529463679715
Position 1486: 0.0001246549411849903
Position 2892: 5.021391997986678e-05
Position 2481: 4.838922288756671e-05
Position 621: 2.8484441329626632e-05
Position 2398: 2.825914819329685e-05
Position 267: 2.0502435906420373e-05
Position 860: 1.9404069553399535e-05
Position 683: 1.5169714769676437e-05
Position 821: 1.3829242931116901e-05
Position 634: 1.2569987589929968e-05
Position 286: 8.782759771854226e-06
Position 155: 3.8125137884616422e-06
Position 559: 3.5356529797192535e-06
Position 894: 2.7592608810343026e-06
Position 600: 2.4499259014941856e-06
Position 222: 2.013493225257962e-06
Position 162: 1.950394561462632e-06
Position 257: 1.6288386374292986e-06
Position 330: 1.6210102282083562e-06
