Gene = Ttc14
index = 1151
Annotated 5SS: [ 605 1249 1559 3112 3373 3774 4240 4709 4931]
Annotated 3SS: [1123 1358 3026 3242 3617 4167 4588 4807 6983]
SMsplice 5SS: [ 222 1249 1559 3373 4709 4931]
SMsplice 3SS: [1123 1358 3242 4588 4807 5890]
top_k =  100
Partition function (log Z): -3.7730600949136854

Sorted 5' Splice Sites (High to Low Probability):
Position 1559: 0.9692104918665649
Position 4709: 0.9452620645628141
Position 1249: 0.9344073334857741
Position 3373: 0.8664965710616055
Position 4931: 0.6985150666121308
Position 222: 0.5882374729099857
Position 605: 0.5249522277147167
Position 4240: 0.4228030119683126
Position 3176: 0.3454329788674265
Position 3112: 0.2725386396136151
Position 843: 0.15901232971982968
Position 3774: 0.12181700984170409
Position 4278: 0.0851125224746607
Position 4312: 0.05930824657545207
Position 2682: 0.035658246125883065
Position 2009: 0.03338833652007844
Position 5565: 0.030708256293378117
Position 7102: 0.029620029308976916
Position 1285: 0.027393831359912125
Position 2678: 0.025875892962116884
Position 787: 0.017114048172762287
Position 167: 0.010858317118150622
Position 3336: 0.010386379486793898
Position 1449: 0.0090802070357555
Position 1626: 0.008560261562792616
Position 2778: 0.008517188044424322
Position 374: 0.00821552409801605
Position 1892: 0.007088203214785434
Position 3097: 0.003316040882285543
Position 3812: 0.0030400090185749855
Position 328: 0.0009795362670468087
Position 664: 0.0004234958641398893
Position 1446: 0.0002620281635316761
Position 241: 0.0001529487542542432
Position 226: 6.556309802615907e-05
Position 22: 4.4280145726370366e-05
Position 382: 3.7298155654365734e-05
Position 315: 1.5596532757556517e-05
Position 616: 3.16100654782769e-06
Position 783: 1.3505298824361625e-06
Position 26: 1.4988273672194377e-09
Position 251: 3.942011799889118e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1358: 0.946029970595336
Position 1123: 0.904711619358919
Position 4588: 0.8997253100842658
Position 3242: 0.8751668899520987
Position 4807: 0.7259358415819007
Position 5890: 0.6663602524770377
Position 3026: 0.5795120937390539
Position 4167: 0.5581901427149807
Position 8946: 0.1819448272146441
Position 749: 0.1624878782886056
Position 470: 0.12019957064066167
Position 3697: 0.07265534791730464
Position 2502: 0.07005132713242429
Position 4616: 0.049384293839275395
Position 8853: 0.03784577352493246
Position 6983: 0.037266750416342934
Position 1385: 0.03713131641673072
Position 3617: 0.03694900246931285
Position 3043: 0.035235213700130275
Position 5454: 0.030708256293378127
Position 6023: 0.030488381858387707
Position 6331: 0.023298063530787227
Position 1176: 0.022354710984609245
Position 1891: 0.019291564296815625
Position 5756: 0.018135223123494186
Position 3672: 0.01525266847366159
Position 318: 0.012414669432614994
Position 1209: 0.012108053567287442
Position 4108: 0.012046081136297859
Position 1916: 0.009536268965992759
Position 1128: 0.009444225605521314
Position 1743: 0.006128834087932749
Position 2937: 0.004927589925160488
Position 1869: 0.004575919783658807
Position 831: 0.003729481835937544
Position 521: 0.0033411318087493386
Position 2987: 0.0033288225952827224
Position 1230: 0.002678991876898595
Position 431: 0.002615625215809442
Position 286: 0.002565247272482794
Position 327: 0.0024843673699307066
Position 411: 0.0022174758857114673
Position 1390: 0.002181079417117349
Position 675: 0.0020032496780959578
Position 1517: 0.0017706221994592273
Position 524: 0.0013576106355975242
Position 391: 0.0010434985552152678
Position 1700: 0.0008415299452402583
Position 783: 0.0007725506206136851
Position 728: 0.0006744884433925207
Position 378: 0.000642503213915611
Position 884: 0.0006146058161424009
Position 751: 0.0005229080556373785
Position 514: 0.0003458521565248676
Position 544: 0.00029408807078485315
Position 373: 0.00012193592578452095
Position 753: 0.0001158590997085496
Position 1896: 3.5868229922716584e-05
Position 1681: 3.446699199985574e-05
Position 1750: 3.208743330112099e-05
Position 343: 1.3230382374043697e-05
Position 263: 8.835800978739274e-06
Position 361: 7.218124590822017e-06
Position 347: 6.869157378424086e-06
Position 597: 6.249039850684531e-06
Position 570: 3.265285888722806e-06
Position 337: 2.934788407442716e-06
Position 604: 2.6606284571931826e-06
Position 566: 8.542031368291479e-07
