Gene = Ufm1
index = 1162
Annotated 5SS: [  82  217 2616 3597 4589]
Annotated 3SS: [ 159 2557 3556 4555 5834]
SMsplice 5SS: [  82  217 2616 3632 9903]
SMsplice 3SS: [  159  2557  3556  9814 10250]
top_k =  100
Partition function (log Z): -5.722635890128238

Sorted 5' Splice Sites (High to Low Probability):
Position 2616: 0.980591119595712
Position 82: 0.8204926931140075
Position 217: 0.702483334496823
Position 3632: 0.6790256562761989
Position 9903: 0.369985220952886
Position 58: 0.1558346389449204
Position 350: 0.13064720011831435
Position 3597: 0.1305259497411919
Position 4589: 0.12674121128371915
Position 334: 0.0540268433731351
Position 280: 0.049133894108641725
Position 326: 0.02176355488477409
Position 2138: 0.018649917840112988
Position 3889: 0.01595950288120128
Position 387: 0.015116000945862138
Position 452: 0.012784967502529459
Position 86: 0.009642444083902395
Position 4297: 0.008646631803640873
Position 4415: 0.005520286750494096
Position 2747: 0.004113079947673066
Position 416: 0.00387993878737818
Position 3133: 0.003146425602067063
Position 2575: 0.0029370049253354285
Position 2622: 0.0022166287329192015
Position 3474: 0.0010421864483683284
Position 60: 0.0007215577459322288
Position 72: 0.0005487434988238619
Position 523: 0.0005296367695189097
Position 64: 8.175855480442072e-05
Position 167: 3.5448361920883627e-05
Position 92: 2.6261160730545797e-05
Position 62: 2.2218419355057447e-05
Position 160: 1.4528804590951152e-05
Position 215: 7.873018239770275e-06
Position 221: 2.0960132540607513e-06
Position 98: 4.647636496904019e-10
Position 100: 1.3510430802106856e-10
Position 133: 1.1781488262026978e-11
Position 124: 5.542460775012552e-12
Position 117: 1.1653635723579638e-13
Position 146: 4.400969001329905e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 159: 0.9720523406893815
Position 2557: 0.9545922644946497
Position 3556: 0.6851491158898871
Position 9814: 0.5946597202751621
Position 10250: 0.4532667555647517
Position 4555: 0.19380636956824468
Position 3507: 0.1645818625971975
Position 10182: 0.06432039102986684
Position 5834: 0.03475970076881163
Position 2436: 0.034458474470244096
Position 4129: 0.021104776818598375
Position 4484: 0.018780332338679255
Position 4521: 0.01774339865401545
Position 8300: 0.01546662025667096
Position 7949: 0.01204036380629106
Position 6967: 0.011016215732141564
Position 2016: 0.010446238576873938
Position 3344: 0.008768801324049825
Position 4194: 0.008297507101854394
Position 2041: 0.008203679263239052
Position 3761: 0.00530937707099985
Position 386: 0.005197245838057538
Position 3728: 0.005052460223347403
Position 5800: 0.0041668116411777015
Position 3026: 0.004135629979868444
Position 5221: 0.003583736501251837
Position 5519: 0.0033642267402357842
Position 4945: 0.002202698196959599
Position 5404: 0.00203874895343939
Position 3888: 0.001964686400929255
Position 2401: 0.0019586025261802095
Position 3943: 0.0012783796531934339
Position 3921: 0.0010666463769669404
Position 333: 0.0008475583888702674
Position 4263: 0.0006448892894563327
Position 3701: 0.00047558013785290164
Position 3832: 3.5328238827542295e-05
Position 3384: 2.8340597835356303e-05
Position 3829: 2.7311103266536225e-05
Position 166: 3.264791426136206e-06
Position 215: 4.235575766643094e-09
