Gene = Ufc1
index = 1161
Annotated 5SS: [ 104  391 4876 5141 5507 5854]
Annotated 3SS: [ 196 4807 5076 5429 5762 6052]
SMsplice 5SS: [ 104  391 3457 4876 5170 5507 5854]
SMsplice 3SS: [ 196 3309 4807 5076 5429 5762 6052]
top_k =  100
Partition function (log Z): 7.125666804342529

Sorted 5' Splice Sites (High to Low Probability):
Position 4876: 0.9740827595821838
Position 391: 0.9342377575110675
Position 5170: 0.8724498076947084
Position 5507: 0.8288766422600484
Position 3457: 0.7993963876642639
Position 104: 0.7352285684974357
Position 5854: 0.7041976364192811
Position 3749: 0.30560242814598537
Position 2419: 0.24656699977013766
Position 5141: 0.12062652546354935
Position 40: 0.0781088543978019
Position 3447: 0.05217348221015608
Position 5540: 0.04375102170356546
Position 108: 0.04275835666898066
Position 4017: 0.03984237183569664
Position 798: 0.038111647691327195
Position 348: 0.03667217493570918
Position 5524: 0.03358825100413008
Position 1538: 0.019259445213201457
Position 217: 0.017642746984048913
Position 1609: 0.016398897376578413
Position 1503: 0.015411617888358119
Position 2196: 0.01317420638850303
Position 213: 0.012054289998245241
Position 4895: 0.010009726657251635
Position 4901: 0.008812943120253417
Position 55: 0.004986639278355022
Position 4884: 0.004922426553392776
Position 3971: 0.004783471500472398
Position 158: 0.0012521328482944796
Position 5521: 0.0010614199806831363
Position 5188: 0.0010020504292061532
Position 64: 0.0009828801427845307
Position 352: 0.0008503166879452911
Position 5200: 0.0007369794483435682
Position 5279: 0.0007014600790311084
Position 310: 0.0002552454589900586
Position 18: 0.0002261154284740891
Position 635: 0.00021128885610224762
Position 444: 0.00016598081888380883
Position 82: 8.268931079140827e-05
Position 21: 8.213500469772394e-07
Position 196: 1.8365874243678231e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5076: 0.9878894560357214
Position 4807: 0.899097606116941
Position 3309: 0.8413332454029907
Position 5429: 0.8379253072094669
Position 5762: 0.8194185212461245
Position 196: 0.8000756975330705
Position 6052: 0.6669226949263803
Position 3603: 0.3053832211075649
Position 2259: 0.14973374997284952
Position 5958: 0.10643392336390578
Position 4787: 0.07063902340957726
Position 6202: 0.0695056017268742
Position 5305: 0.06484575166137233
Position 2346: 0.05129331416847951
Position 1369: 0.05106996047813799
Position 3846: 0.044625843336169035
Position 245: 0.03688632718386596
Position 657: 0.03642686986889596
Position 4691: 0.026513777683921217
Position 2280: 0.01994244173709144
Position 2318: 0.019445065711336702
Position 2052: 0.01932663456888351
Position 267: 0.017960397186012216
Position 6071: 0.011936475225830655
Position 6094: 0.011694262384430647
Position 3273: 0.010236624471429477
Position 201: 0.008444965801807737
Position 5046: 0.00731333757190117
Position 6033: 0.006892904910881752
Position 5469: 0.0044617532825040555
Position 6097: 0.0030664669236744498
Position 5381: 0.0029134226862193467
Position 5702: 0.0027583036427882013
Position 5810: 0.00226548439005067
Position 303: 0.0020363539761313653
Position 682: 0.0016847778224312409
Position 4654: 0.0015774487393831005
Position 4965: 0.0004274503592234747
Position 3701: 0.0002192070384206718
Position 4954: 0.00018041313498504938
Position 491: 0.0001632074575864262
Position 5007: 0.00010575525524655196
Position 170: 6.385046703774037e-05
Position 318: 4.786736585420843e-05
Position 5634: 2.9408815265231877e-05
Position 156: 1.5451568799001458e-05
Position 107: 1.3093882745370285e-05
Position 337: 9.830409786203657e-06
Position 4968: 3.323433417517971e-06
Position 5245: 1.2322404123683402e-06
Position 5274: 5.440191298504432e-07
