Gene = Ei24
index = 364
Annotated 5SS: [  181  4154  7614  9201 10911 11458 11861 12926 14661 15053]
Annotated 3SS: [ 4043  7467  9139 10843 11332 11740 12813 14548 14977 17123]
SMsplice 5SS: [  168  4154  7614 10911 11861 15053]
SMsplice 3SS: [ 4043  7467 10843 11740 14977 17760]
top_k =  100
Partition function (log Z): -4.651019071328822

Sorted 5' Splice Sites (High to Low Probability):
Position 4154: 0.9998698599154244
Position 7614: 0.9998396728809259
Position 11861: 0.9974594010492751
Position 15053: 0.8179493472140812
Position 10911: 0.5600968228853128
Position 14661: 0.4264092655291529
Position 11458: 0.3796077293323213
Position 168: 0.36127597201802936
Position 181: 0.28858747374782223
Position 14716: 0.22396409017599778
Position 12926: 0.2069257726905571
Position 11580: 0.1403333934168603
Position 137: 0.137176063187562
Position 390: 0.12075698893070969
Position 6383: 0.10357734748548578
Position 14449: 0.09384380044872107
Position 10475: 0.08880534533809552
Position 6413: 0.08647080649100555
Position 9201: 0.08287971726729002
Position 17304: 0.05651058378802966
Position 670: 0.04622722510471821
Position 10948: 0.0346343280752642
Position 5072: 0.030698692889542634
Position 1238: 0.029393315584967564
Position 8556: 0.025055432830448757
Position 1668: 0.020723659271673724
Position 10112: 0.020406954033321947
Position 660: 0.019097501981697844
Position 1705: 0.01816998562081189
Position 557: 0.016720206372249486
Position 530: 0.010015827323618031
Position 11529: 0.008183364106909438
Position 10915: 0.0027653391862886745
Position 674: 0.00014274133359244424
Position 7967: 6.171580463539469e-05
Position 8459: 2.9203834991859385e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 11740: 0.9838154781475461
Position 4043: 0.9802252575257894
Position 7467: 0.9194997738536537
Position 14977: 0.8310325773902597
Position 14548: 0.6052506313816518
Position 10843: 0.5657075071742329
Position 11332: 0.529145248980643
Position 17760: 0.3980911979319149
Position 12813: 0.20089657058530971
Position 6294: 0.167835520560765
Position 15582: 0.1665109709929029
Position 17165: 0.10627844764599033
Position 17199: 0.09844594973144417
Position 14303: 0.09384380044872116
Position 16074: 0.07342844293640866
Position 14635: 0.06935839071917559
Position 9139: 0.06130229721010669
Position 10390: 0.05704280572440024
Position 17792: 0.052587117300016
Position 7509: 0.049185027489264434
Position 14826: 0.04479990502038199
Position 10810: 0.03178898297263263
Position 10428: 0.03176253961369527
Position 7513: 0.03115487153800762
Position 4957: 0.030698692889542703
Position 17123: 0.029871621503589237
Position 1070: 0.02491555638349482
Position 8416: 0.024152057860333594
Position 6297: 0.022212633415726157
Position 3986: 0.01964460238963545
Position 15616: 0.01839558077519744
Position 15543: 0.0176679369527657
Position 8718: 0.016345060911481493
Position 10031: 0.01502047408364415
Position 1512: 0.014907162367888142
Position 1642: 0.01241690778939378
Position 11796: 0.010257341153803326
Position 12855: 0.009337656688920937
Position 1554: 0.007607559910226139
Position 15754: 0.006497081098872088
Position 8897: 0.005405010761564679
Position 10005: 0.0053864799496777995
Position 11842: 0.004733766958236052
Position 1566: 0.003962014824977543
Position 1170: 0.0017538209197052006
Position 1099: 0.0014483574174598763
Position 1025: 0.001275580864307665
Position 8312: 0.0009182048269430396
Position 15019: 0.0007683817922913648
Position 7842: 3.202563495250878e-05
Position 7888: 2.969016968288592e-05
Position 8394: 1.4373978164032138e-05
