Gene = Sap25
index = 942
Annotated 5SS: [ 380  577  798 1002]
Annotated 3SS: [ 472  658  903 1085]
SMsplice 5SS: [ 120  380  577  798 1002]
SMsplice 3SS: [ 284  472  658  903 1085]
top_k =  100
Partition function (log Z): 6.264095274886408

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9896103497524728
Position 380: 0.9413409502774648
Position 1002: 0.873994672869807
Position 577: 0.8419822977527759
Position 798: 0.8349035708115456
Position 609: 0.07579522014685772
Position 779: 0.06292676901475223
Position 391: 0.045887705840723526
Position 589: 0.027650899078815187
Position 912: 0.010244885006352901
Position 402: 0.0034896872853540798
Position 1008: 0.002963169038044871
Position 203: 0.0021950730614011503
Position 232: 0.0018814178971708882
Position 251: 0.0018290607628764965
Position 574: 0.0016829543038608214
Position 1309: 0.0016432480985263155
Position 724: 0.0015065912477275024
Position 472: 0.0014382410545084726
Position 131: 0.0013493228143768904
Position 1207: 0.0011156129458311033
Position 1318: 0.00033053441209943547
Position 210: 0.00021848304717898118
Position 601: 0.00018829433457746682
Position 593: 0.00018266972860194163
Position 502: 0.00017828326253766798
Position 630: 0.00017764445094740008
Position 618: 9.691313339717609e-05
Position 214: 7.474305786934026e-05
Position 150: 5.132203121865054e-05
Position 680: 1.2148675164991003e-05
Position 53: 1.1620164156583774e-05
Position 435: 8.766343725927641e-06
Position 109: 7.759237089577778e-06
Position 153: 5.986659270469149e-06
Position 490: 5.182185592389326e-06
Position 823: 7.033671505473903e-07
Position 519: 7.836855024096577e-08
Position 405: 1.8449493719287838e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 284: 0.9691010560767996
Position 1085: 0.9617219952501348
Position 472: 0.8215998552004378
Position 903: 0.7905833141225754
Position 658: 0.6617050245105824
Position 696: 0.30323002809327776
Position 501: 0.12490863998473269
Position 818: 0.019875905159142615
Position 1157: 0.012202475874439634
Position 1217: 0.01073942869581015
Position 291: 0.00856612452223224
Position 344: 0.005978076698656704
Position 1049: 0.005451803585520671
Position 1429: 0.003753929127588963
Position 661: 0.0034331248172169188
Position 867: 0.002803254440241634
Position 297: 0.002626720589292825
Position 927: 0.0022430405621141685
Position 873: 0.002237278982818532
Position 231: 0.0021438986993433276
Position 1273: 0.0021346913031500517
Position 1302: 0.0017145232278749393
Position 319: 0.0016245804132972294
Position 305: 0.001198496052369903
Position 515: 0.0011010045634054174
Position 1180: 0.0010829672077461933
Position 965: 0.0006206403943021428
Position 1099: 0.000585718535216365
Position 608: 0.0005083861665228787
Position 989: 0.0004122248252081651
Position 741: 0.00021650892606063743
Position 666: 0.00019716318790517925
Position 677: 0.0001924495172478321
Position 545: 0.00014468286520957793
Position 998: 0.00010605375477070791
Position 758: 8.153685334050098e-05
Position 242: 3.8857599281693976e-05
Position 424: 3.170467210071083e-05
Position 323: 2.0816109479013137e-05
Position 236: 1.4714459188103836e-05
Position 330: 1.3050614355109065e-05
Position 370: 1.0452128579088536e-05
Position 327: 7.1188484615319425e-06
Position 315: 5.611285924911408e-06
Position 255: 4.684844431497029e-06
Position 184: 3.772555824867519e-06
Position 250: 1.595028424612704e-06
Position 263: 1.058551821590107e-06
Position 379: 1.0140683365606486e-06
Position 360: 1.0021277782868527e-06
Position 373: 7.776847500802634e-07
