Gene = 4930550C14Rik
index = 54
Annotated 5SS: [   40  2857  6554  9107 16484 17733 20408 22905]
Annotated 3SS: [ 2766  6460  9052 16282 17601 20236 22848 27116]
SMsplice 5SS: [  327  2857  6554  8378  9107 16484 17733 20408 21794 22905]
SMsplice 3SS: [ 2766  6460  8239  9052 16326 17601 20236 21626 22683 27116]
top_k =  100
Partition function (log Z): -20.371843706479606

Sorted 5' Splice Sites (High to Low Probability):
Position 327: 0.8424701219660111
Position 2857: 0.6730111337994727
Position 6554: 0.6122040047048425
Position 8378: 0.4718218521667691
Position 9107: 0.43801776287238137
Position 9132: 0.24145273600320236
Position 8392: 0.21450768020989058
Position 7349: 0.07964338393043281
Position 958: 0.07381741486001336
Position 5364: 0.07017736152472359
Position 9136: 0.041895613962757185
Position 9097: 0.03540092832702938
Position 435: 0.03368814286224213
Position 2998: 0.03199277091543082
Position 91: 0.03086017267919298
Position 7310: 0.028472676901892674
Position 136: 0.025691161645726556
Position 2264: 0.015535172171258535
Position 44: 0.010152291924804657
Position 9111: 0.006075100735544906
Position 603: 0.0031338976511384913
Position 511: 0.0019440320357525902
Position 2568: 0.001710359053821746
Position 317: 0.00016990636737554076
Position 387: 0.00013047540210145574
Position 84: 9.203325379610614e-05
Position 303: 1.089107986800927e-05
Position 331: 9.455473355148074e-06
Position 334: 3.656362241518765e-06
Position 189: 2.3930065757528836e-06
Position 200: 1.9164633034422564e-06
Position 56: 1.3532748964068132e-06
Position 86: 1.1144120173997448e-07
Position 163: 9.388019401961636e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 9689: 0.7960011926658758
Position 9052: 0.7954318206784813
Position 8239: 0.7218290683380132
Position 2766: 0.6876055597328721
Position 6460: 0.6122040047048425
Position 7211: 0.12028228379089476
Position 9282: 0.053283827935248905
Position 10814: 0.04777771554070572
Position 5257: 0.045084000449579345
Position 5210: 0.025093361075144285
Position 2673: 0.01784886658433502
Position 814: 0.013300956091299497
Position 9664: 0.011465194191862961
Position 5696: 0.008009523256652417
Position 419: 0.006853809486923278
Position 2095: 0.005687699184033918
Position 2143: 0.0043965008785543745
Position 2099: 0.0037427994630838714
Position 2452: 0.0018872072185419
Position 894: 0.0018761321683586798
Position 2114: 0.0017081726455863695
Position 853: 0.0009259337477126
Position 689: 0.0004573417537880319
Position 833: 0.00043515610145932496
Position 2796: 0.0003666930821828819
Position 4340: 0.0002481163971390105
Position 1452: 0.0001502248439607161
Position 1097: 0.00010467821199775125
Position 426: 4.021869011736271e-05
