Gene = Igfl3
index = 563
Annotated 5SS: [  52 3580 3826]
Annotated 3SS: [3251 3755 5243]
SMsplice 5SS: [  52 3580 3826]
SMsplice 3SS: [3251 3755 4183]
top_k =  100
Partition function (log Z): -8.500216474792072

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.8227820965978218
Position 3580: 0.7976802732524486
Position 3826: 0.5396259865448627
Position 3978: 0.14079165454201942
Position 569: 0.12087912521429267
Position 1834: 0.0409043745878437
Position 4499: 0.0406119664216376
Position 581: 0.03719227606199622
Position 3134: 0.02548024761810629
Position 432: 0.021984092662266804
Position 619: 0.018929132310040134
Position 670: 0.01865626771896423
Position 4768: 0.018306512781098214
Position 2143: 0.014522306331684522
Position 3860: 0.00799995269010434
Position 909: 0.004871634038007595
Position 3355: 0.0028769196226299133
Position 56: 0.00026010575062022874
Position 519: 1.703417339199733e-05
Position 287: 1.5898045371320253e-05
Position 82: 1.5891094584515524e-05
Position 119: 1.5601005726853428e-05
Position 136: 3.203764693334338e-06
Position 131: 2.3355333495692253e-06
Position 123: 2.137982901172743e-06
Position 127: 1.7362479748494275e-06
Position 84: 7.496859192359129e-07
Position 232: 5.13198202728088e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3755: 0.8128759926855287
Position 3251: 0.6258687509264236
Position 4183: 0.37814993648911843
Position 5243: 0.17197643772216772
Position 4638: 0.12252021826507262
Position 3444: 0.12196214169696316
Position 3326: 0.0628437703796375
Position 3062: 0.04270879778132863
Position 3971: 0.04182933644408044
Position 1633: 0.03576443834198729
Position 819: 0.031177726292110713
Position 3290: 0.028300626163358187
Position 368: 0.020287449646981922
Position 4359: 0.016396366153203747
Position 4037: 0.01617487921041642
Position 4387: 0.015826790693976446
Position 4561: 0.014584377891250675
Position 2048: 0.014522306331684522
Position 4065: 0.011658944376524087
Position 5043: 0.010918839111839608
Position 3806: 0.009486400679722794
Position 5187: 0.00847782053179555
Position 3567: 0.007531249478258999
Position 1649: 0.006666181760399011
Position 341: 0.006610002987684356
Position 5271: 0.00609547768318192
Position 4194: 0.0052802079677317084
Position 471: 0.0045842306310216185
Position 3912: 0.004176336845128653
Position 254: 0.003819066060512019
Position 3901: 0.0037467574982158517
Position 278: 0.0023900882252148323
Position 1203: 0.001978201988005034
Position 669: 0.001905920468380339
Position 295: 0.0015656022317510096
Position 210: 0.001188076162311614
Position 345: 0.0009157488968855873
Position 432: 0.0007954436374630732
Position 3608: 0.0007640072419969937
Position 458: 3.8604276059390643e-05
Position 501: 1.476161293694969e-05
Position 493: 1.217866960664517e-05
Position 448: 9.647724010002502e-06
Position 486: 7.975748995122487e-06
Position 445: 7.500737363782039e-06
Position 136: 7.304332395107145e-06
Position 439: 7.104797878836215e-06
