Gene = Taldo1
index = 1057
Annotated 5SS: [  120  3974  6404  8221  9558  9871 10131]
Annotated 3SS: [ 3849  6295  8088  9381  9672  9984 10544]
SMsplice 5SS: [  120  3974  6404  8221  9558  9871 10131]
SMsplice 3SS: [ 3849  6295  8088  9381  9672  9984 10544]
top_k =  100
Partition function (log Z): 13.766675781846768

Sorted 5' Splice Sites (High to Low Probability):
Position 10131: 0.999218247141076
Position 8221: 0.9920660394346366
Position 9871: 0.9854884464081449
Position 120: 0.9770225049756551
Position 9558: 0.9351443027480836
Position 3974: 0.864031569116957
Position 6404: 0.6721472735292674
Position 3546: 0.3105595067698183
Position 7531: 0.10157424414766625
Position 8639: 0.09674314856228677
Position 5900: 0.08808763465902647
Position 6413: 0.06198150888721142
Position 8868: 0.04286591239526812
Position 8414: 0.03290395271077072
Position 9575: 0.03208988506992347
Position 6381: 0.02586168577819227
Position 3970: 0.02548675509279209
Position 307: 0.022123226570818572
Position 7267: 0.020218187879170915
Position 9889: 0.013480556173471832
Position 9257: 0.010712754043049178
Position 9604: 0.010390249672671105
Position 7332: 0.008723751780269896
Position 9069: 0.008490661502781513
Position 8826: 0.0061820452905253075
Position 9587: 0.004403655880997048
Position 9592: 0.0016382642488475293
Position 232: 0.0008542684535268066
Position 10302: 0.0006547554093022895
Position 10147: 0.0002943796375131021
Position 10143: 0.00013860048415694105
Position 10643: 5.538303097601677e-05
Position 10112: 5.378372280585294e-09
Position 9883: 3.8578036755605955e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10544: 0.996661705000754
Position 9672: 0.9906468052833132
Position 8088: 0.9872545373519688
Position 9381: 0.9623229358403829
Position 6295: 0.7538534689814166
Position 9984: 0.7040267632774413
Position 3849: 0.7000596527017326
Position 9989: 0.25528968909372934
Position 3410: 0.2072632592036737
Position 3799: 0.10751263649047238
Position 5813: 0.08808763465902635
Position 7405: 0.08307447208991672
Position 8511: 0.07418524881683929
Position 3909: 0.04974709622278342
Position 3479: 0.04579310578093745
Position 3506: 0.04092196761709593
Position 8321: 0.039412320260864026
Position 7141: 0.039217533457245476
Position 3802: 0.032198938794760726
Position 8665: 0.02706271082377106
Position 8701: 0.02198524686202237
Position 9442: 0.02010062779263818
Position 10050: 0.012242310965116436
Position 10007: 0.010202765347739545
Position 8444: 0.010019168499013544
Position 9994: 0.00861419311670156
Position 8857: 0.008490661502781504
Position 7449: 0.00822417825994496
Position 3240: 0.007857441627682982
Position 6354: 0.00597898833092646
Position 9125: 0.005530020083123916
Position 8584: 0.0055133687146323536
Position 3207: 0.005315306186452557
Position 9231: 0.005182733959925263
Position 10025: 0.0049734056814791676
Position 8104: 0.0049271639495073296
Position 9958: 0.004170696166545993
Position 9809: 0.003970109379453043
Position 3155: 0.00340842635397608
Position 9680: 0.0021044270599547502
Position 9639: 0.0019093374737939525
Position 9309: 0.001712526368826209
Position 10689: 0.0015564464494561446
Position 10754: 0.0010235230908974017
Position 10213: 0.0006420502999735691
Position 10558: 0.00035825678186158757
Position 8352: 0.0003112543606725207
Position 6079: 0.00015801088232834414
Position 10597: 0.00014039152796234378
Position 10757: 0.00013846560841138214
Position 10242: 9.940522555776596e-05
Position 8428: 6.477377962493599e-05
Position 10620: 4.391449166054117e-05
Position 8382: 2.530497457068577e-05
Position 10204: 2.3249286658909375e-05
Position 10216: 2.273067708495485e-05
