Gene = Pomp
index = 836
Annotated 5SS: [  231  2190  8323  9053 12199]
Annotated 3SS: [ 2091  8261  8950 12104 15002]
SMsplice 5SS: [  231  2190  9053 12199]
SMsplice 3SS: [ 2091  8950 12104 15002]
top_k =  100
Partition function (log Z): -2.0083775028324604

Sorted 5' Splice Sites (High to Low Probability):
Position 2190: 0.9938864599819902
Position 9053: 0.9800550329056267
Position 12199: 0.9492953858000243
Position 231: 0.7468273979262235
Position 8323: 0.40512413970372996
Position 3448: 0.2225186016190498
Position 11455: 0.20953935320129935
Position 1407: 0.19334070109631887
Position 14038: 0.1780448678449787
Position 376: 0.15503070103365707
Position 14046: 0.10797813004138951
Position 11979: 0.08931154327791663
Position 11862: 0.08185027861859523
Position 14105: 0.07870540232920253
Position 168: 0.058928107998433094
Position 1785: 0.048102618465457866
Position 810: 0.04632908545725424
Position 1402: 0.029708523772438693
Position 14523: 0.02734937523820322
Position 12244: 0.023435387052062284
Position 14906: 0.017589968771551903
Position 10007: 0.016562210064994164
Position 12335: 0.015342794510193287
Position 11459: 0.011118452959127686
Position 12326: 0.008956957609444042
Position 627: 0.008678265430283454
Position 198: 0.008591394112738364
Position 264: 0.008016309968414218
Position 1329: 0.006426794026424422
Position 2258: 0.006113540018010027
Position 10342: 0.006040990763094396
Position 141: 0.005487198932386093
Position 1804: 0.004613126750586382
Position 9495: 0.0037885487148329082
Position 235: 0.00026908767419400444
Position 298: 0.00015752132885580195
Position 175: 8.833804957819273e-05
Position 273: 8.811327153071703e-05
Position 317: 4.8807774980111276e-05
Position 308: 1.707299107796926e-05
Position 347: 1.466034420129116e-05
Position 147: 1.2655139421692835e-06
Position 350: 1.1587400686589598e-06
Position 254: 9.46867362692828e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12104: 1.0000000000000002
Position 8950: 0.9800550329056267
Position 2091: 0.9368218947473218
Position 15002: 0.6584974898658866
Position 8261: 0.40512413970372996
Position 13932: 0.3683364266170253
Position 14722: 0.31977154581553907
Position 11328: 0.22065780616042713
Position 1238: 0.1890792455446584
Position 11758: 0.1711618218965118
Position 3314: 0.15567322703462444
Position 3317: 0.0668453745844254
Position 2070: 0.05348930724344636
Position 508: 0.03299266963375178
Position 1701: 0.029606220527132347
Position 14382: 0.024384277785742803
Position 1314: 0.018951956021888008
Position 9798: 0.016562210064994164
Position 12471: 0.01366924783222116
Position 1612: 0.013585076115728624
Position 14859: 0.011716760517248376
Position 714: 0.010041850398026223
Position 1929: 0.009688798009232032
Position 1633: 0.009524448573183273
Position 1210: 0.007556262180132495
Position 10196: 0.0060409907630943945
Position 12272: 0.0059430352203400285
Position 719: 0.004000059517370557
Position 9264: 0.0037885487148329082
Position 995: 0.003710559446853932
Position 14461: 0.0029650974524604067
Position 627: 0.0017188495676820966
Position 12376: 0.0014143880905852957
