Gene = Gtpbp6
index = 529
Annotated 5SS: [ 342 1138 1328 1545 1932 2999 3308 3688 3930]
Annotated 3SS: [ 999 1256 1413 1860 2839 3098 3538 3776 4028]
SMsplice 5SS: [ 342 1138 1932 2950 3308 3688 3930]
SMsplice 3SS: [ 999 1860 2839 3098 3538 3776 4028]
top_k =  100
Partition function (log Z): 9.666502674185773

Sorted 5' Splice Sites (High to Low Probability):
Position 1138: 0.980044742939988
Position 1932: 0.9103712434051393
Position 3930: 0.9001277967461845
Position 3688: 0.8092955042167025
Position 342: 0.7764190542125601
Position 3308: 0.7171884466249626
Position 2950: 0.6880716140981088
Position 1545: 0.33083869439556063
Position 2999: 0.29689910926132235
Position 1328: 0.18624140731341643
Position 349: 0.1626694476546115
Position 3220: 0.15089011237764977
Position 3129: 0.0835074702145467
Position 3697: 0.052926521016340065
Position 1945: 0.050911595967623485
Position 686: 0.03484543201102878
Position 1553: 0.03130838828627895
Position 3889: 0.02964068871019444
Position 2476: 0.014476460506345186
Position 2069: 0.012687332306747458
Position 152: 0.010462259527384193
Position 3671: 0.010250324466117606
Position 1145: 0.0100156855539624
Position 2980: 0.008654699598981266
Position 1915: 0.00755538015036189
Position 107: 0.006870075521656006
Position 554: 0.005967800510391536
Position 3861: 0.0058753080037757775
Position 2515: 0.004753567798141418
Position 2204: 0.003982415737184795
Position 665: 0.003960314432993474
Position 3563: 0.003688480502073398
Position 2973: 0.0035299113202447853
Position 2195: 0.0026558938229766637
Position 185: 0.002200249841305473
Position 454: 0.0021329117625705097
Position 213: 0.0017747540245391937
Position 3904: 0.0017550529142244765
Position 528: 0.0017499983725280312
Position 707: 0.001739485877713187
Position 1336: 0.0016687221867400666
Position 853: 0.0012736901892764427
Position 1373: 0.0006678166551010988
Position 125: 0.0005887316234246095
Position 1285: 0.0005773689074045769
Position 166: 0.00041803722752876347
Position 4128: 0.0004017289648258621
Position 1052: 0.00020134071946060163
Position 180: 0.0001817113942417098
Position 120: 0.00015937356810027706
Position 192: 0.00015731514086928224
Position 2961: 0.0001401188236064772
Position 2977: 0.00013155482385500606
Position 74: 0.00010451636679453234
Position 134: 9.149658365364422e-05
Position 1032: 7.894950797478839e-05
Position 189: 2.10263406851627e-05
Position 1436: 1.7256905365039417e-05
Position 83: 1.540118299938123e-05
Position 72: 3.4136269319494767e-06
Position 92: 3.1551245080680354e-06
Position 58: 1.0579133332930252e-06
Position 549: 2.1460577367681065e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2839: 0.9862694356517714
Position 4028: 0.9751344080794518
Position 3776: 0.9560358254097184
Position 1860: 0.8682388909663036
Position 3098: 0.8103347610576626
Position 999: 0.7880506470659531
Position 3538: 0.7755715450478581
Position 1256: 0.2512279757700025
Position 1413: 0.15177705054058518
Position 1454: 0.11162162160617199
Position 1047: 0.08632070702813462
Position 922: 0.08150941150741788
Position 3250: 0.07598438743034547
Position 1723: 0.06512651644382021
Position 3455: 0.05480125727194125
Position 3145: 0.04754523592946563
Position 1804: 0.02975685253607036
Position 3425: 0.024424195683160805
Position 1010: 0.024241852111347106
Position 3384: 0.01920124091356118
Position 1416: 0.016643466335831997
Position 1261: 0.015571819060561426
Position 3103: 0.012348931668833715
Position 1758: 0.011926619702555385
Position 2317: 0.008968634218437428
Position 2341: 0.005998793199195224
Position 2052: 0.005538234512380887
Position 280: 0.005381354785753444
Position 811: 0.005285312874975626
Position 2166: 0.005168141434091027
Position 3823: 0.005098349439154239
Position 2876: 0.004593470501574812
Position 1735: 0.004549612679963016
Position 3261: 0.0044598423447904205
Position 2766: 0.0036404322323826217
Position 952: 0.003363596043430289
Position 1419: 0.0029902260551727088
Position 3412: 0.0025089291690808717
Position 610: 0.0024421890481799175
Position 2723: 0.002291190257791836
Position 2394: 0.002079300395525155
Position 1004: 0.0014767507166263058
Position 1465: 0.0009972644914807596
Position 241: 0.000909790196613607
Position 2844: 0.0008481460727425233
Position 616: 0.0008143200679563674
Position 2842: 0.0007399095281490314
Position 557: 0.0007281986613304192
Position 202: 0.0006476377636314021
Position 224: 0.00059557817281737
Position 742: 0.0005614635605697027
Position 4199: 0.0004017289648258621
Position 427: 0.0003858939510561622
Position 1081: 0.00031821910405181335
Position 4041: 0.00031508474065336165
Position 464: 0.0003124784221571764
Position 205: 0.0002586046072467013
Position 502: 0.0002570850654008362
Position 4113: 0.00023642290905225903
Position 863: 0.0001930044990278324
Position 226: 0.00017803090204972469
Position 3045: 0.00015061716551229
Position 1276: 0.000101256513298562
Position 1193: 9.492590922503507e-05
Position 230: 8.882917030983584e-05
Position 1267: 8.751240335184716e-05
Position 3070: 3.909521423668542e-05
Position 843: 3.881387235119164e-05
Position 1604: 1.4264162449831842e-05
Position 2055: 8.364987962591199e-06
Position 526: 7.0027179432386976e-06
Position 417: 5.678064042145034e-06
Position 232: 5.167821441008442e-06
Position 473: 3.283172564484193e-08
