Gene = Odr4
index = 779
Annotated 5SS: [  391  2845  4558  6723  8652 10023 10813 11582 12769 17585 18286 21052
 29590]
Annotated 3SS: [ 2723  4422  6626  8544  9985 10671 11485 12702 17455 18194 20880 29481
 30191]
SMsplice 5SS: [  391  2845  4558  6723  8676 11582 17585 21052 29590]
SMsplice 3SS: [ 2723  4460  6626  8544 11485 17455 20880 29481 30191]
top_k =  100
Partition function (log Z): -5.7641139876458265

Sorted 5' Splice Sites (High to Low Probability):
Position 8676: 0.9998625603721712
Position 17585: 0.9994886608621301
Position 4558: 0.9952559934898023
Position 21052: 0.9937788560439755
Position 2845: 0.9869607094133116
Position 6723: 0.9656544841492738
Position 29590: 0.7556063064834105
Position 11582: 0.6636861853651703
Position 391: 0.3851665195397803
Position 653: 0.3405177389645701
Position 981: 0.17544020619401068
Position 91: 0.10915092301102583
Position 132: 0.09661867911232443
Position 3906: 0.05825346681930892
Position 7920: 0.046857088289270314
Position 898: 0.035030182119524675
Position 4763: 0.022904586299776306
Position 251: 0.01963308285955159
Position 190: 0.01780810952661791
Position 1864: 0.012920466836823017
Position 566: 0.010889554672961337
Position 477: 0.010853177547256601
Position 4209: 0.009904109265147816
Position 5483: 0.007447248639941629
Position 18286: 0.0046236469068312944
Position 8194: 0.004309795340305601
Position 5229: 0.0038108860128463606
Position 7157: 0.0035873946521580552
Position 4809: 0.0023864474074703356
Position 626: 0.001865890442229238
Position 7597: 0.0018477440814790435
Position 309: 0.0014724803185619648
Position 19: 0.0013514167288884978
Position 7043: 0.001306293711107991
Position 735: 0.0006997849025032569
Position 689: 0.00018701273260985848
Position 17855: 0.00016278757122154143
Position 230: 0.00015285292340887113
Position 316: 0.00010568922702574923
Position 642: 0.00010534650600129194
Position 152: 9.825147679644795e-05
Position 681: 9.819575650502181e-05
Position 139: 9.358564189537667e-05
Position 209: 2.3439603688668947e-05
Position 3768: 1.675226498568406e-05
Position 1660: 9.52541855654643e-06
Position 150: 1.1545827370627307e-08
Position 84: 8.068584670547562e-09
Position 101: 7.126391634228423e-09
Position 68: 1.2725448534555767e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 17455: 0.9996305846118615
Position 20880: 0.9970858386983715
Position 2723: 0.9869607094133116
Position 8544: 0.9835402755873242
Position 6626: 0.9580251812062743
Position 29481: 0.9569586750712253
Position 11485: 0.6636861853651703
Position 4460: 0.52963655957918
Position 30191: 0.3904540501847857
Position 4422: 0.3854987335818423
Position 30252: 0.36515225629862474
Position 793: 0.10292269293342741
Position 829: 0.09315776900939857
Position 4384: 0.04062391035189729
Position 4437: 0.03525406629866547
Position 3665: 0.03188763641299027
Position 7793: 0.02677210132691873
Position 3830: 0.018677229956407818
Position 8500: 0.016450877693587572
Position 7708: 0.015630185554578575
Position 4665: 0.014349400096049394
Position 1766: 0.012920466836823007
Position 4073: 0.0123955955040604
Position 21809: 0.011152354434723002
Position 24890: 0.010230682779700418
Position 3634: 0.007691117530179637
Position 4701: 0.006938922208266044
Position 21410: 0.006195060897160803
Position 18194: 0.00577714828703709
Position 23987: 0.005701401124675605
Position 6498: 0.005659444037800214
Position 518: 0.00470971345636209
Position 7764: 0.0044567434620371394
Position 7978: 0.004315128788573548
Position 5339: 0.003798814448564466
Position 5279: 0.003648434191377176
Position 798: 0.003557925462457209
Position 22229: 0.0035406817364890993
Position 6880: 0.002957276838702673
Position 5109: 0.002926707104614057
Position 6687: 0.001970532498992745
Position 7076: 0.001937265790997496
Position 4648: 0.0018678160078530956
Position 7458: 0.0018477257555674109
Position 4199: 0.0017512374393048914
Position 865: 0.0017447109450557231
Position 4671: 0.0016565687409210972
Position 430: 0.001265179680351904
Position 5187: 0.0008841757645129617
Position 19755: 0.0007995907788877903
Position 17723: 0.0006125175758878732
Position 4747: 0.0004783250560110078
Position 14686: 6.524864552917185e-05
Position 11693: 4.870865010956766e-05
Position 11729: 4.3026599226801924e-05
Position 14162: 3.9727518916240755e-05
Position 12702: 1.9823190589572556e-05
Position 1570: 9.525418556546421e-06
Position 3717: 7.138285137556831e-06
Position 3674: 7.0968995793298414e-06
Position 9437: 6.722443108475021e-06
Position 9243: 4.699229113364796e-06
Position 11742: 4.019483714753029e-06
Position 233: 2.3796375155944654e-06
Position 835: 1.1769906738597178e-06
Position 161: 5.997058426630372e-07
Position 8514: 4.3356327490899165e-08
Position 7495: 1.8325911632524586e-08
Position 5075: 1.6590582011037705e-09
Position 5005: 1.484661140648133e-09
Position 4621: 8.136084672794548e-10
Position 4721: 7.845375357891012e-10
