Gene = Gfy
index = 433
Annotated 5SS: [  81  787 2046 2478]
Annotated 3SS: [ 641  879 2303 2937]
SMsplice 5SS: [  81  787 2046 2478]
SMsplice 3SS: [ 641 1922 2303 2937]
top_k =  100
Partition function (log Z): -0.23867736919246563

Sorted 5' Splice Sites (High to Low Probability):
Position 787: 0.9981951504680677
Position 81: 0.9960608197060525
Position 2478: 0.874848771266192
Position 2046: 0.8536384992552305
Position 2567: 0.05459025774285219
Position 545: 0.0544666997722296
Position 1603: 0.02956061538091582
Position 498: 0.014691307578795528
Position 326: 0.00190642717047033
Position 1967: 0.0015432896647666694
Position 2996: 0.0012343605643086637
Position 346: 0.0008186666260249626
Position 223: 0.0007293483252588063
Position 373: 0.0003291411865787672
Position 190: 0.0003275760715261202
Position 178: 0.0002891112069762643
Position 443: 0.00019094973220709036
Position 617: 0.00010234529153799623
Position 515: 0.00010116861289995276
Position 585: 9.340502033251664e-05
Position 299: 9.083341740721695e-05
Position 314: 7.807557628609816e-05
Position 462: 7.294905796848586e-05
Position 296: 6.371028516804454e-05
Position 158: 6.339931999840273e-05
Position 691: 2.1055138622553975e-05
Position 791: 2.007351498834499e-05
Position 188: 4.098222789449285e-06
Position 111: 8.24140359114036e-08
Position 145: 4.071598425746442e-08
Position 57: 1.2509152029976389e-08
Position 36: 9.325030681741435e-09
Position 60: 5.925537280562461e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 641: 0.9805608675809063
Position 2937: 0.762856811078863
Position 2303: 0.49662825208958344
Position 2372: 0.4177676071183634
Position 1922: 0.35052891285750787
Position 1966: 0.28992909772806985
Position 1847: 0.1219585061929513
Position 2960: 0.08534856998622753
Position 1984: 0.060679153476514175
Position 3083: 0.037948565834143674
Position 349: 0.03376304678943089
Position 497: 0.02481602720017867
Position 2427: 0.024447423165924787
Position 2790: 0.023704874638629664
Position 3023: 0.020031249633942205
Position 2604: 0.017927303916755365
Position 1506: 0.013910498231823195
Position 1934: 0.011037482954555835
Position 2566: 0.011006081517504993
Position 222: 0.010051449843699916
Position 1856: 0.009666501944100927
Position 721: 0.0086608108553994
Position 1752: 0.007880312770357077
Position 1367: 0.005954118044335537
Position 1328: 0.005685372558307802
Position 2420: 0.0052875187069208315
Position 1520: 0.004750027460260661
Position 2433: 0.004538808666838045
Position 433: 0.004301700845621315
Position 3056: 0.0037230049301395602
Position 2909: 0.003444895728984042
Position 879: 0.0026837932300931107
Position 2319: 0.0024906114784753923
Position 2795: 0.0020666775687107294
Position 584: 0.0019524137849782279
Position 1674: 0.0018652778400729925
Position 1719: 0.001751139189722057
Position 616: 0.0017340078669091305
Position 2261: 0.0015128590680742004
Position 1738: 0.0012421871174360863
Position 1437: 0.0012107531664559824
Position 2257: 0.0008097665336852081
Position 675: 0.0007936429005631321
Position 2571: 0.0007247451136266058
Position 260: 0.0006802532052457923
Position 1187: 0.0006754505618762409
Position 752: 0.0006710928728088126
Position 1003: 0.0005297771019389584
Position 391: 0.00046939896089422296
Position 462: 0.000292514753911017
Position 397: 0.0002510968007294492
Position 2463: 0.0002372934897665401
Position 373: 0.0001868961833610011
Position 474: 0.00017397640332676248
Position 2546: 0.0001132401545213555
Position 2163: 0.00010318608208300848
Position 185: 6.158082580510098e-05
Position 145: 5.181226391857933e-05
Position 686: 1.8961556313788696e-06
Position 765: 5.5711745300627826e-08
