Gene = Ppp1r35
index = 846
Annotated 5SS: [318 642 859]
Annotated 3SS: [397 721 949]
SMsplice 5SS: [318 642 859]
SMsplice 3SS: [397 721 949]
top_k =  100
Partition function (log Z): -6.456075918369739

Sorted 5' Splice Sites (High to Low Probability):
Position 859: 0.7622043250817989
Position 318: 0.7258438917392688
Position 642: 0.497266678875689
Position 790: 0.10296234822817847
Position 274: 0.055092687522378475
Position 398: 0.04398819204296631
Position 578: 0.03297321579182235
Position 763: 0.03143444821112261
Position 428: 0.01953214348976167
Position 298: 0.003619441227406423
Position 147: 0.003183622657186281
Position 18: 0.0016994908760592166
Position 775: 0.001489215633860999
Position 598: 0.0013199979964949526
Position 1120: 0.0005540094522144875
Position 456: 0.00023899776724280335
Position 247: 0.00011888138116683252
Position 433: 8.475093987514555e-05
Position 37: 7.34085244008073e-05
Position 545: 6.858528620378408e-05
Position 24: 6.108882543299204e-05
Position 11: 4.344388976277396e-06
Position 61: 2.764037834192822e-06
Position 119: 1.934963965078816e-06
Position 113: 2.845229527147326e-07
Position 107: 2.550132465802544e-07
Position 327: 1.8389316214177947e-07
Position 21: 2.3985520348281477e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 949: 0.9446893547407965
Position 721: 0.8608103850767315
Position 397: 0.40170912273752957
Position 552: 0.021356461582207525
Position 774: 0.010211670609304278
Position 559: 0.008341261731134114
Position 499: 0.008251788750536334
Position 995: 0.006901235037165358
Position 1028: 0.005166035334240957
Position 1183: 0.0037910317843847644
Position 744: 0.003627595900790729
Position 952: 0.0012972920254508422
Position 529: 0.0012970355277319434
Position 837: 0.0012074902348557016
Position 439: 0.0011356259945847266
Position 686: 0.0010562261167146255
Position 371: 0.000672087402804477
Position 789: 0.0005884085132669795
Position 574: 0.0005449551041646812
Position 504: 0.000474032368121754
Position 523: 0.00019662901511388275
Position 354: 0.00015897426960294222
Position 484: 0.00015425943907161106
Position 117: 6.240941098892825e-05
Position 174: 6.034807771355978e-05
Position 167: 1.5544830021730792e-05
Position 247: 9.306557038442545e-06
Position 195: 9.171774696171866e-06
Position 83: 7.81696255874961e-06
Position 119: 4.471745476076626e-06
Position 226: 3.1826531376847107e-06
Position 220: 1.959318598637491e-06
Position 254: 1.6648610487720842e-06
Position 135: 1.256886510896127e-06
Position 89: 9.157297131608917e-07
Position 189: 8.040122852872856e-07
Position 129: 6.815960333163392e-07
Position 203: 5.938487332459409e-07
Position 197: 1.0320835837332506e-07
